"ID_REF"	"GSM1525731"	"GSM1525732"	"GSM1525733"	"GSM1525734"	"GSM1525735"	"GSM1525736"
10341576	4.043945251	4.452710267	4.702673118	3.821526909	3.89047825	4.393749732
10341577	10.95602252	11.22425653	10.92168852	10.9698354	10.90715669	10.87249552
10341578	4.165742749	2.114951117	3.459826275	2.879351136	2.133704823	2.946125773
10341579	6.375855665	5.912410471	6.10114449	5.332164296	5.108252071	4.89561467
10341580	9.433971197	8.936908435	9.261145804	9.183449664	8.827447589	8.788027958
10341581	1.901035432	2.430668653	1.776444898	2.69514645	2.046342325	1.863360646
10341582	6.525648149	6.079084184	5.727197898	6.243381302	5.48920258	5.854698155
10341583	3.190850352	3.021121107	2.455188322	2.760730991	2.904224097	3.524028496
10341584	1.687129557	2.292685515	3.036308092	2.488018318	2.408933354	1.971723692
10341585	4.401333031	4.562776867	4.15903751	4.519887074	3.824459119	3.840064705
10341586	3.39136354	2.652395314	2.32294071	3.393562755	3.08400114	2.839046335
10341587	6.017723788	5.785067058	4.707650046	4.222990665	4.374650221	3.398303697
10341588	3.655564274	5.21894808	3.567154622	5.10475775	3.865056762	5.024953825
10341589	5.217940394	4.213919749	3.727073904	4.228279885	3.228345298	2.503870951
10341590	6.289751268	6.044945936	5.843589931	6.223095401	6.248721582	5.929003737
10341591	9.075644778	8.564608128	8.348287845	8.113283343	7.2019345	7.105088271
10341592	2.961566224	3.275438855	2.699850269	3.352305586	2.693432735	3.486920355
10341593	5.289471851	4.4031476	4.573561046	4.673186586	3.879207766	3.657144692
10341594	2.31060183	2.244855354	2.577840634	3.306006817	2.207023689	2.57064257
10341595	10.40386715	10.43520537	10.59324847	10.45779682	10.41742107	10.41274436
10341596	9.486036589	9.479636648	9.598012568	10.05914717	10.16133411	9.98091043
10341597	2.411974295	1.991849815	1.911797044	1.898332035	1.666198844	1.75597984
10341598	2.601079993	1.8955537	2.177097284	2.072480716	1.898713651	2.333558329
10341599	3.57593256	2.562674835	3.030560613	3.432847327	4.05723923	3.451164865
10341600	10.7656023	10.57565658	10.68213268	11.41194832	11.43722332	11.32126
10341601	11.08765065	10.9407221	11.01634511	11.09105247	10.82056718	10.79573446
10341602	2.057838183	1.926519037	1.65533163	3.157351967	1.895146828	2.302518588
10341603	3.690649651	3.461747281	3.322821281	3.701781903	3.008267808	3.989355591
10341604	4.394421047	4.893218539	4.517167566	4.272599176	4.458287168	4.604121656
10341605	6.010248333	6.222493553	3.998511169	5.644504097	4.854341122	5.116112163
10341606	6.897335313	5.283075589	5.642198129	5.865112098	5.647885454	5.638198659
10341607	5.555481898	5.960579874	4.753703545	5.460079046	4.24228326	4.096818075
10341608	8.926298635	8.923774785	9.06484934	8.836514959	8.913287999	8.93471626
10341609	2.496845213	2.154100407	1.704757923	2.959484378	2.761973911	2.466062754
10341610	4.237501329	4.065051266	4.8982785	3.700131073	3.580190875	3.955717505
10341611	3.877514812	3.764326757	4.143489225	4.129011024	4.234317167	4.739170526
10341612	4.548097987	3.83420457	4.607959425	4.767370008	3.902913091	5.416645639
10341613	1.922858192	1.730644751	2.232525329	1.819336888	1.936595505	2.387399441
10341614	6.589432715	6.911969234	6.304046118	6.300568366	6.800489387	6.499491934
10341615	8.08274363	9.079347348	8.176392926	9.009522583	8.570341301	7.781435518
10341616	2.581583556	4.248335318	3.153004115	3.563279192	3.929851751	4.095398928
10341617	3.325179373	3.090858987	2.082423941	2.616375044	2.484553329	3.755290052
10341618	4.800909493	4.933270151	4.60897312	3.976823817	3.933372876	4.953811241
10341619	2.65044573	2.343600999	3.806408907	2.52218081	2.439947744	2.69796959
10341620	3.485930542	3.564306646	3.939101305	4.716760935	4.650901605	4.712012863
10341621	5.923640849	5.767610661	3.87848707	4.005503596	3.682848102	3.000849551
10341622	4.36138673	6.026506729	5.970650535	5.793471153	5.539098408	5.642713919
10341623	2.480508455	2.012369322	2.0874279	2.38129628	2.953533734	2.155560554
10341624	6.744132863	6.916135183	5.534726545	6.414374564	6.008608609	6.364069627
10341625	4.604552345	5.157869471	5.212689294	5.058176738	5.150825129	5.553973801
10341626	2.335446527	1.738780047	1.896257692	1.80392295	1.808973479	1.659882466
10341627	4.514833158	3.508217879	3.824202877	4.70432562	4.371209685	4.339973751
10341628	5.558516281	5.177646108	4.828764374	4.97057337	4.881417395	5.29184123
10341629	6.456467243	5.551094222	4.948318552	6.070429607	4.91241941	5.818889504
10341630	3.994004535	5.371749065	4.890206868	3.924415906	4.331682582	4.036128932
10341631	2.272269298	2.451290558	2.17235043	1.725703632	1.882397437	2.475689517
10341632	4.871666227	4.369837802	4.456233999	4.994184521	4.601289095	5.035571128
10341633	4.892402759	5.403339927	5.019836284	4.98885092	5.876936694	4.530770584
10341634	4.616931136	3.894104863	4.655935136	3.80940797	4.229322939	3.790022966
10341635	7.046956993	6.99587985	5.770436054	9.39376484	9.634259348	9.037784097
10341636	4.556332058	3.950761428	3.767612424	3.700090664	3.356106764	3.729231061
10341637	10.55019248	11.00420763	10.30319393	12.40978511	12.32345074	12.33713935
10341638	5.036272734	5.655410186	5.29865187	4.99113958	5.357131434	5.189634673
10341639	6.038156101	5.264176535	4.591742696	5.345202639	5.144308455	4.758842769
10341640	5.306159889	5.655517279	5.130059954	4.932221289	4.169199367	4.190922733
10341641	7.247342535	7.266158407	6.696125637	6.358369762	6.578313543	6.106367016
10341642	3.815693188	4.998412752	3.487428378	5.048500406	4.818718383	3.564469969
10341643	3.992152828	2.039875082	4.097283832	3.101003288	2.546751047	3.197968492
10341644	7.125437261	7.655132881	7.580351358	7.46591074	7.474617736	7.47816584
10341645	7.130877401	6.212079751	6.170281842	6.226613392	6.086545722	6.477544036
10341646	10.08038425	10.09313679	9.262433471	11.84971251	11.68060102	11.62387145
10341647	4.586842087	4.036363631	3.613057257	4.463518524	4.276114371	2.10822373
10341648	3.28245877	2.998096775	2.618165084	2.53197536	2.603477872	2.648392648
10341649	2.290674253	1.967348527	2.169752028	2.713265515	2.294137586	2.540572268
10341650	4.272773744	4.886208679	3.954168824	4.727233017	4.015070797	3.652274724
10341651	8.098428641	7.453090722	6.817268059	7.691914187	7.187411528	6.956326602
10341652	8.04289426	8.355073725	8.588159316	8.030252202	8.629252058	8.786686252
10341653	7.989478064	7.781502062	7.997288591	6.53136288	6.719047695	6.584439306
10341654	2.005091867	3.110542332	2.787610565	4.335586614	3.802694685	1.968039926
10341655	3.787118553	3.277947599	2.6862792	3.913068858	2.415610476	2.55911407
10341656	4.314407481	2.204527617	2.278814603	2.265582283	2.43718302	1.837227497
10341657	8.232993574	8.51894237	8.422123353	8.941300714	8.612168537	8.480040451
10341658	4.944631493	5.101521991	3.677067963	5.041117371	4.860718105	4.268368766
10341659	4.188390837	3.397007396	3.230885856	3.472588315	3.050581829	2.689021633
10341660	2.622297521	3.279274884	2.228799401	2.879351136	2.286734008	3.702957765
10341661	4.446131827	3.30504018	3.310592911	3.997870925	3.617002045	3.467522412
10341662	1.861611763	3.218568047	2.299199866	3.693537854	3.14948589	4.504826415
10341663	7.389057123	7.194976018	7.754369129	7.779220018	7.954127326	8.019927362
10341664	2.686905062	2.758964975	2.55035119	3.165757445	1.926247059	2.366599989
10341665	4.397822446	4.959978267	4.62650193	4.023006542	4.729389767	4.234711154
10341666	7.226734676	7.065630383	5.966157923	6.650025991	6.73477055	5.051015365
10341667	2.799435899	2.783044176	2.72072821	3.635224928	2.589556064	3.178864096
10341668	3.902683188	4.203416482	3.508547373	4.120019041	4.417186178	3.932469572
10341669	1.750904486	1.63506808	1.557714868	1.452134849	1.462741812	1.726139843
10341670	5.230571905	5.704707031	3.881971961	5.887108136	5.457808854	4.26734055
10341671	9.992872393	9.948752592	9.792852214	10.06361176	9.683609249	9.362154272
10341672	3.476980863	1.728937832	2.223484866	2.444185173	2.046342325	1.875732786
10341673	2.581003341	2.988804235	3.611442942	2.693401931	2.377466075	3.308423467
10341674	4.017775062	2.98977976	2.535068654	3.803537455	3.900344577	2.612749849
10341675	2.230261154	2.450466297	2.602305984	2.182947878	1.960229491	2.364303163
10341676	5.734199103	5.061551622	3.990397875	5.70346147	5.288808749	3.667877054
10341677	4.249707877	4.193783013	3.470740133	3.961378158	4.143545175	4.199414789
10341678	1.902621009	1.963877404	1.709722753	1.669759341	1.558543983	1.837958424
10341679	2.427458312	2.77909707	2.949573367	2.77909707	3.231465542	1.66856513
10341680	3.232025385	2.667141109	3.016417276	2.89840655	2.284628057	2.658041844
10341681	7.311649291	6.813017054	6.892182984	7.532940745	7.557625852	7.212567035
10341682	9.418291095	9.421644699	9.364939657	9.774021782	9.472860003	9.28583328
10341683	4.392148961	3.267457184	3.441547182	3.699619985	2.620754689	3.378760516
10341684	8.92410685	9.027684392	8.161422822	11.3261035	11.0976861	11.05258235
10341685	2.881924284	2.235077399	1.911823532	1.77895447	1.823535171	2.044645965
10341686	8.75333743	9.429541603	9.584027186	9.095337049	9.428209527	9.578268578
10341687	5.598982544	6.77753873	5.796621753	6.617489906	6.03658703	6.184510648
10341688	2.712200046	2.680333755	3.224877299	2.46669408	2.560286302	2.827640472
10341689	2.611161747	2.471446211	1.794265678	1.845456975	2.282663783	2.258357936
10341690	2.515131468	2.94933194	2.656860606	3.517125934	2.657210835	2.627832897
10341691	6.509165981	7.127241298	5.840428936	6.375858498	6.659184656	5.912337936
10341692	2.245594127	2.175736983	1.880905813	1.910354094	2.119368777	2.377329807
10341693	8.152919432	8.025345849	8.211698847	7.927678508	8.273140264	8.565604093
10341694	10.7879603	10.3337368	10.88878296	10.81507481	10.9340316	11.15715917
10341695	7.200781618	7.661766303	6.920547887	7.693221051	6.778985359	6.856330214
10341696	3.143117669	3.082215624	3.941396216	3.370490527	2.531385544	2.90629846
10341697	4.789938555	3.472864001	4.289575517	4.267052405	3.562273997	4.163368883
10341698	3.868981725	4.182811929	2.86360613	4.128531781	3.501558626	3.551317848
10341699	10.25844445	10.29793013	10.23774003	10.69686306	10.7868657	10.57040922
10341700	6.073122209	5.393068103	5.124088474	5.831695843	5.177195658	4.645279246
10341701	7.710256081	7.176967387	7.225117477	7.061985771	7.265603938	7.130073962
10341702	2.348954757	2.541137226	1.847580249	2.777870281	2.524014881	2.175411447
10341703	3.078081487	2.441110868	2.642415373	3.075293009	2.989647446	3.121362144
10341704	4.491974423	4.14815077	3.895067509	4.655435078	4.018989421	4.678986909
10341705	8.778258861	8.285765395	8.208227519	8.172627593	8.25789112	8.228817537
10341706	2.874087839	3.34696776	3.403925173	3.60187846	2.880658439	3.389113243
10341707	3.768401639	3.219291448	2.263692709	2.835922502	2.465042629	2.276384551
10341708	2.011517498	1.919859713	2.254919704	2.030119935	2.456885197	1.639327415
10341709	3.821027998	4.009727748	4.094339318	3.617301453	3.301467091	3.406085243
10341710	4.529436059	3.975032062	3.092719121	4.103490837	2.896089394	3.624178206
10341711	5.947492369	6.188353324	6.0051887	5.899931711	6.037609885	6.211739466
10341712	3.747620219	3.322366067	3.198370356	3.972758617	4.475859803	4.037155978
10341713	3.175264112	3.728127013	3.208249899	3.452980197	2.948510705	3.30117874
10341714	7.484610774	7.202227355	8.040231954	7.718894552	8.131511491	8.23766698
10341715	3.971340616	2.396921514	2.83229101	2.754578444	2.470315441	3.348073395
10341716	3.730829427	2.340347376	2.206152544	2.860248812	1.739450763	2.366169961
10341717	5.187135065	6.114071547	5.898473584	5.237912086	5.432181027	5.775408107
10341718	7.744402166	8.506580323	8.081950332	7.947554678	7.848495367	8.278783088
10341719	5.404740081	5.384727947	4.801982511	4.814133425	4.894552161	5.165113043
10341720	7.32440836	7.244442199	7.339921526	8.074654039	7.718793551	7.634522998
10341721	2.625548745	3.286828497	2.642427296	3.285369894	3.051162353	2.855798138
10341722	7.170114002	7.507655769	7.138661591	7.603506345	6.80633222	7.110643238
10341723	11.69826681	11.9531483	11.82464746	12.83314271	12.87839841	12.89854887
10341724	5.683184664	5.491191921	5.659897634	5.954825813	5.159944532	5.607792426
10341725	6.134091373	6.692911136	6.766118808	6.427941901	6.012906892	6.028527604
10341726	2.93527745	3.774887567	3.219050426	3.761770994	2.555515254	2.851384877
10341727	8.206314755	7.500249425	8.447817354	8.257266943	8.0845133	8.127179131
10341728	4.421382465	5.274138397	4.775783441	5.231390018	5.415373287	5.885983855
10341729	2.149598941	1.747728592	2.09519153	1.779938983	1.468613822	1.773840666
10341730	8.00810164	8.600568694	7.668804249	8.190027278	7.785957966	7.182115778
10341731	7.134598862	7.132313081	7.012738247	6.876719538	7.010552528	7.27715055
10341732	1.923214796	1.962640297	1.804378201	1.859017579	1.912080749	1.734234495
10341733	5.744758397	6.077092352	4.373663925	5.902650343	4.94800445	3.782599181
10341734	3.047367814	4.030700729	3.032642885	3.325804752	3.38794969	2.903674434
10341735	3.143629004	2.529888724	2.640301551	2.802531571	2.534387555	2.33071654
10341736	3.892367397	3.556200699	2.640378955	2.990885712	2.532230864	2.636602045
10341737	8.581693309	8.544076249	8.107826774	8.417839952	8.199895852	7.888751898
10341738	4.348214428	4.53439963	3.834820702	3.822676004	4.378497867	3.714370898
10341739	2.281273991	1.758483819	1.897965512	2.395172582	1.714138328	1.63506808
10341740	5.593798405	5.026667119	5.106671643	5.124049327	4.551695997	3.131489055
10341741	3.257357998	2.702660975	2.658772339	3.174161327	2.414589843	2.248643852
10341742	2.959491537	3.368490109	3.045749698	2.986459957	3.139618729	3.0659197
10341743	2.430181203	2.073447953	2.059876979	2.172830494	2.230745627	2.587942398
10341744	7.328648572	7.572514923	7.532486548	7.812903718	8.068039499	8.275108418
10341745	4.559295304	4.131212087	3.584726754	4.008014402	3.277794029	3.540926047
10341746	3.935947424	3.376007286	3.159523596	3.000607765	3.027904758	2.482858727
10341747	3.430050078	3.071187233	3.072777202	2.814908974	2.944944423	3.076604095
10341748	3.315899304	3.513629406	3.961295306	3.913197599	3.219440011	4.283948
10341749	7.002839811	7.878601466	7.176327484	6.428812656	6.91155814	7.174734639
10341750	3.62104376	2.798771766	2.312201095	3.528087267	3.083359261	2.65341695
10341751	2.934965846	2.923471834	2.88741071	3.5267318	2.147372497	2.308129699
10341752	9.960072205	10.2013686	9.95975155	10.0349311	9.91624765	9.905558136
10341753	2.60819377	1.758732759	2.263730131	1.72101896	1.737844876	2.796223821
10341754	2.557096907	1.740200525	1.730158799	1.980723022	1.802521917	2.089044829
10341755	2.125101649	1.833892717	1.55874348	1.698297304	1.694512792	1.97705919
10341756	3.25517158	2.927321062	2.507589148	3.62076344	2.554490592	2.990697801
10341757	2.587186598	3.55427152	2.528877347	2.701036972	3.925572019	2.526763564
10341758	7.244553953	6.973600385	6.676334268	7.360044397	6.73383666	7.304180869
10341759	2.965185829	2.720167747	2.602585041	1.890404764	2.31408055	1.807834256
10341760	2.087406164	2.637544944	3.606733039	2.399038394	2.399599122	2.272022268
10341761	9.439009982	9.623433201	9.741344135	9.827550759	9.700938356	9.38871129
10341762	4.314821239	3.489713138	5.05234511	4.790394988	4.491242233	4.149155104
10341763	4.897692747	3.969695036	2.896649984	4.879109866	4.273444563	3.59004293
10341764	2.546751047	2.453157634	2.504950499	2.474794921	2.653730016	2.694283053
10341765	5.932472258	6.208718517	5.770077707	6.207959245	6.202140257	5.803874426
10341766	4.215665685	5.536547244	5.88970086	5.599459716	5.830324031	5.155424915
10341767	8.580953139	9.664375079	8.857694346	9.283316375	8.555081666	7.958788444
10341768	9.213317363	8.723650998	8.894881788	9.414609461	8.833136219	8.725702553
10341769	8.283939611	8.217415714	8.135374926	8.428097137	8.61359044	8.304463766
10341770	8.453343447	9.000943032	7.812216553	8.302296566	7.660095184	7.760213578
10341771	5.117713774	5.124622494	3.911952542	4.972879056	5.555889315	4.878987513
10341772	6.543152535	6.274944812	5.845209745	5.797426727	5.147712168	5.421942203
10341773	11.06612036	11.27904561	11.21511048	10.6035506	10.73943968	10.80908897
10341774	7.929090356	8.359643707	7.75080613	7.603042402	7.570982036	7.175909455
10341775	5.119401283	5.544839128	5.481924148	5.194571887	5.390188917	6.188103079
10341776	4.447422772	4.700765143	5.195431767	4.587051896	4.713863966	4.663425721
10341777	9.062205986	9.007323802	8.939769489	8.874777622	8.696797869	8.564521755
10341778	5.796240604	6.488009074	5.613202445	6.245700355	5.868346792	5.303140501
10341779	9.786221092	9.888585039	9.834699575	9.746416518	10.02954103	9.923440192
10341780	6.485387109	7.071398956	6.222105331	6.347452862	6.32462952	5.864701049
10341781	2.204082786	2.523945873	1.912450675	2.181431968	1.910093626	1.921802119
10341782	4.143644234	3.220454843	3.368155542	3.138521528	2.105128472	2.018239424
10341783	5.810122956	5.916645535	4.952457717	5.354372494	4.635413949	4.931711298
10341784	5.652839478	3.99573733	3.418131163	5.519979542	4.600263336	3.852556645
10341785	6.398946274	6.0495281	6.076097737	5.423381607	4.923591168	5.762410843
10341786	9.925259588	10.02203869	10.250057	9.643228591	9.859216256	10.200082
10341787	8.595621105	8.954029601	9.170970262	8.828175698	8.597350784	8.902462741
10341788	4.909204392	6.328393764	4.722525693	5.761661086	5.415022241	5.359585237
10341789	4.740225486	5.661976282	5.178189563	7.392297082	6.887422552	5.40709011
10341790	2.135948219	2.498394712	2.366735941	2.225652251	1.990173889	3.006174621
10341791	4.095909908	3.884328594	3.57828518	4.994812177	4.065638918	4.623942369
10341792	8.825151173	8.35053634	8.554603317	8.575139144	8.77776573	8.347498731
10341793	8.551599654	7.968423222	7.338794105	7.80844389	7.488745192	7.576569217
10341794	5.268917145	5.729819781	5.056791609	6.515106459	5.469963952	5.188384247
10341795	2.180394215	1.921747033	2.214653131	2.307735744	2.408785684	2.659290387
10341796	5.046376	4.106250097	3.857505176	3.555536395	3.434441165	3.186641857
10341797	8.339207101	7.677426494	7.795005485	8.608955669	7.853578466	7.527174398
10341798	3.17457062	2.730145476	2.549039925	2.40488443	2.823877167	3.464146971
10341799	3.549286535	3.369326705	3.921098119	3.689943786	3.225278139	3.987238764
10341800	3.631023915	3.354594707	3.118225845	3.767001077	2.751490438	3.010460679
10341801	9.153096836	8.370180658	8.599270549	9.107093904	8.549046887	8.10468031
10341802	2.022591536	2.887614912	2.46558207	3.770109991	2.215558528	2.379749687
10341803	2.400941353	2.248782981	1.598706892	2.152334268	2.63964578	2.407372678
10341804	6.300000045	6.941521609	6.810744012	5.759044033	5.786025535	6.616513372
10341805	2.352349353	3.095943731	2.600541128	2.651257416	2.98477524	3.040315772
10341806	3.430032157	3.147064242	3.122588253	3.604001708	2.52283994	3.842931661
10341807	3.398700795	2.948284401	3.695652346	4.02277608	2.791214504	3.502333415
10341808	5.101149204	5.442746816	4.856666981	5.056232585	4.229309927	4.096324034
10341809	3.512697709	2.959073225	2.38107336	2.760668952	2.096796729	2.582397035
10341810	5.683651993	5.02854704	3.899148028	5.902361432	4.698795249	4.446329831
10341811	2.200262102	1.779428929	1.759266798	2.053324286	1.826653839	1.818047759
10341812	7.329764682	7.737511245	6.511344543	8.117646033	7.579857555	6.951028401
10341813	2.324644656	2.146468999	2.108600939	2.206342855	1.748146562	1.624872066
10341814	3.785826228	2.507632837	3.385268421	2.718459034	2.532775327	2.451176178
10341815	4.458798216	4.474310174	3.480866749	4.170091415	3.582876403	3.482897187
10341816	4.45131837	4.149615234	3.908804184	5.14523093	4.42847397	4.801198075
10341817	2.338506418	2.207616415	1.879515401	2.421454372	2.200511908	2.126186635
10341818	4.221213754	5.617641223	4.598437159	4.946100809	3.602380887	5.229706842
10341819	2.476777445	2.746982065	2.221004812	2.380571064	1.796387017	2.09582351
10341820	2.734208914	1.909235719	1.912820852	1.83426938	1.854140491	2.090464089
10341821	2.399662308	2.048326686	1.750146403	1.661015998	1.641127537	1.620747967
10341822	2.986401382	2.615124384	2.766036674	3.340521157	3.563417981	2.616332993
10341823	3.10966736	4.84383876	3.957564503	4.589585996	4.013551388	4.153256743
10341824	3.112715878	3.86417777	3.720056996	4.23723347	4.030815088	3.191127938
10341825	7.164128992	7.23588738	6.385619881	6.948348904	6.443749859	6.144143655
10341826	3.722019539	4.080579936	3.550683442	5.661078518	5.453352836	4.470145915
10341827	5.740588712	7.04976657	6.174806576	6.030148673	5.963966068	5.547390495
10341828	8.087448828	7.95279646	8.422956251	7.781609469	7.633300001	7.973775245
10341829	11.97569813	12.1282652	11.80863189	11.92001095	11.94773939	11.93328926
10341830	4.512588644	3.989814682	4.430771491	3.79623348	3.394260695	4.09875216
10341831	7.102193313	6.855709444	6.834714197	8.523311827	8.250365076	7.911841114
10341832	9.451261444	9.327500902	9.259221383	9.016628058	8.761950443	9.099931715
10341833	6.164432698	7.478167571	7.288412616	6.537372803	6.799582893	7.077451034
10341834	4.75880152	5.787473914	5.67379388	5.63924469	5.688941984	5.493057971
10341835	2.257448636	2.621575274	2.347185802	3.436304273	2.705338129	2.690348638
10341836	10.19765343	10.48980436	10.56975028	10.20818196	10.28349366	10.52273059
10341837	4.989841285	5.218057481	5.454394864	5.330810968	4.811667855	4.675083998
10341838	6.814890289	5.932795666	6.320755226	6.14700912	5.965270128	5.506915795
10341839	3.639354573	3.947055625	4.96007546	4.053113869	4.12650414	4.030982729
10341840	2.647701393	2.528906806	2.574874045	2.007547237	2.455429519	2.015559866
10341841	2.098390062	2.021630808	2.495115448	2.161332265	2.062836529	2.14569147
10341842	3.218732579	4.354289007	3.482688244	2.683046487	3.682164929	2.95805112
10341843	3.974525248	5.115500885	4.82551404	5.251787628	5.118977936	4.487903109
10341844	6.478934913	7.016848616	5.982575088	6.734879311	5.915461991	6.665111486
10341845	7.184586827	6.385826463	6.673694978	7.824438459	7.477552467	7.579220179
10341846	3.605621683	2.849121647	3.296222363	3.285657289	3.717160681	2.296507783
10341847	8.075949585	7.701970613	7.663781013	8.209150068	8.286451598	8.118618395
10341848	5.252341338	5.879734665	5.479711808	5.767890951	5.475523009	5.68299164
10341849	2.966839543	3.532883619	2.654225415	4.015296881	3.244274865	3.120848405
10341850	2.984770732	2.151862315	2.02628937	2.307333126	2.056206357	2.193749488
10341851	5.921870548	6.317908747	5.877372356	6.337882465	6.062980965	6.019904647
10341852	2.194416905	2.272394326	2.170605389	2.268956122	2.148478459	2.333826416
10341853	3.259990001	3.922388592	2.804618808	4.125764545	3.249591971	4.009680727
10341854	3.281122565	2.933815442	2.030429656	2.9248858	2.220593734	2.518218734
10341855	2.914657782	2.958234173	1.906591316	3.003655809	3.525251708	2.467174221
10341856	3.246841261	2.481249146	2.088899811	1.74884575	2.032474757	2.172467293
10341857	7.578941614	7.392104348	7.303592282	7.11703315	7.032115251	7.080002584
10341858	1.74742012	1.82833247	1.92087023	1.86337567	1.882050428	2.701375627
10341859	10.14062444	10.1776234	10.10207967	10.31991273	9.97914046	9.785953882
10341860	2.848339242	2.385392673	2.976017576	3.056764112	2.68837836	2.54554532
10341861	8.995897729	8.550345606	8.969099103	8.42598044	8.617732615	8.436023879
10341862	4.547842167	3.999780175	4.56103544	4.73357747	4.523390613	4.555929152
10341863	1.993912306	1.924011791	1.847338746	2.056922401	2.061580037	1.773013402
10341864	1.711402216	2.335385831	1.774419062	2.173741919	1.737844876	1.762387226
10341865	2.563026383	2.397595823	2.180001817	2.144829616	2.027356407	2.556174328
10341866	9.834607688	9.264466086	9.584815577	9.42991863	8.733297883	8.726461738
10341867	5.207307503	6.391633804	5.546861555	6.086457238	5.832951334	6.056521568
10341868	2.670094862	4.102507869	3.699732382	3.63161128	2.871612454	3.493499573
10341869	1.879630766	1.685655394	2.267894855	1.923681335	1.648666045	1.877256707
10341870	7.150176024	6.3045516	6.167429294	6.818589276	6.337631809	5.875507067
10341871	3.091520452	2.501473103	2.058030826	2.886341159	3.340682387	2.754914956
10341872	4.58608649	5.061313975	4.838364717	4.302730754	4.439782463	4.925192872
10341873	7.018221729	6.886923062	6.16093119	6.915067464	7.119932476	7.033919581
10341874	3.441113569	3.066084671	2.53907804	3.305817119	3.787598829	2.78687863
10341875	10.38475592	10.66852873	10.88567097	10.19382323	10.23939255	10.30539472
10341876	6.968083963	7.371313868	6.914919854	6.403781382	6.93496041	7.094701041
10341877	5.808694536	6.176389994	5.92887262	6.454001185	5.850758156	6.213277391
10341878	3.453768841	2.497168335	2.3190503	3.160064497	2.163508945	2.148959592
10341879	5.643488089	5.185139511	3.992678207	5.323033199	4.115434899	3.164355954
10341880	10.60131991	10.70307864	10.79080407	10.75903365	10.87034005	11.10707065
10341881	3.370532508	3.218996436	3.018465819	3.504846847	3.358826825	3.243113493
10341882	2.475356114	2.314679689	1.893999593	1.993707712	1.927358238	2.71750529
10341883	6.532693722	6.398405272	6.196865726	6.324635314	5.874087824	5.482382302
10341884	3.01579638	3.890425279	3.067820797	3.323406942	3.424796115	3.437793065
10341885	3.552891103	4.04260217	3.371652676	3.047466963	4.146383973	3.198074906
10341886	4.337123144	4.316630442	2.777924609	4.440766046	2.684158934	2.785710861
10341887	5.537368799	4.402098992	4.918590946	6.019474607	4.03233065	4.340274827
10341888	5.505604047	5.44288626	5.412930796	5.233300785	5.521519631	4.534031123
10341889	5.497799876	6.099502673	5.381362428	5.664700274	5.376717106	6.665081866
10341890	3.080422032	3.234560957	2.334309856	1.852943573	2.03329362	1.99672995
10341891	4.971871141	5.624569626	4.705992355	4.384480172	5.444713455	4.773490402
10341892	4.1831741	5.330611614	4.433402727	2.962921576	4.087643587	3.043458298
10341893	2.600928115	3.640043858	2.292277	4.585441243	4.283609757	4.570628114
10341894	2.219818018	1.98960506	2.45562196	2.351074202	1.854901564	1.90714319
10341895	6.711485306	6.672584134	6.617927119	7.342533193	7.250611227	7.173291304
10341896	3.250411373	2.872016819	2.956259048	2.38924022	2.387487869	3.371246343
10341897	4.850799064	4.48854749	4.906806771	4.78604809	4.14158336	3.722835435
10341898	5.675242955	6.322855297	5.474962349	5.736430333	5.578275405	5.668868886
10341899	5.30292227	4.476138985	2.733156266	4.812959061	3.157232352	3.406044489
10341900	3.616883076	3.902086259	4.04964822	4.050881352	3.506005247	3.952052685
10341901	6.901029839	6.919177956	7.328524169	7.552735242	7.500236386	8.164250504
10341902	4.741616448	4.37467472	4.110109533	5.679124606	5.237755255	5.797187942
10341903	4.183725707	4.236343543	2.750865446	4.321067449	2.143422407	2.696652182
10341904	5.748562953	6.433337335	4.865935658	6.217548606	5.666692168	3.611817924
10341905	3.241445266	3.415161104	2.472231658	3.528625549	2.828305568	3.248772572
10341906	3.339814175	2.54284482	2.649234858	2.487029063	2.045979783	2.824035077
10341907	4.650941695	5.302002663	4.556836051	4.333505011	4.331314091	4.367355029
10341908	5.234346286	5.127039349	4.959895455	4.064897645	3.970565588	3.898202949
10341909	2.632847855	2.828082454	2.546751047	1.762480911	2.092607416	2.292913902
10341910	5.934294765	4.841844884	4.032966675	4.654886352	4.526392346	4.128770779
10341911	3.907995568	3.759353518	3.793879876	3.465618525	2.966081554	3.073465454
10341912	5.644345904	6.208467686	4.826653038	5.998018886	5.19521176	4.896881897
10341913	7.017988724	6.0501983	6.468456794	5.11868673	4.764834888	5.677171132
10341914	3.851098287	2.500458741	2.040992551	1.874232542	3.278356797	2.118279433
10341915	3.614999244	3.992152828	4.294029263	3.867815718	3.036430634	3.472397402
10341916	2.905308715	4.356471416	3.016909862	5.540873333	4.902073354	3.814282012
10341917	3.060451737	3.200066254	2.29418058	2.362903214	2.259815942	2.261713462
10341918	4.395786617	5.021387403	3.583042274	4.083798481	4.795654936	5.055534045
10341919	5.189195941	4.224909486	3.560337402	4.425874751	3.25164858	4.263403276
10341920	2.087019121	1.763044518	1.71018299	1.602800817	1.776162742	1.791520299
10341921	9.900235188	9.799852247	9.910654745	9.921000749	10.02957698	10.04097415
10341922	3.990180379	4.204322043	3.714447904	4.060441044	4.238155279	3.167374496
10341923	3.158766728	3.953234516	3.305707325	3.251251497	2.984259485	3.237052421
