"ID_REF"	"GSM1525731"	"GSM1525732"	"GSM1525733"	"GSM1525734"	"GSM1525735"	"GSM1525736"
10338114	4.605829709	3.768563985	4.345985189	7.154600814	6.636578445	5.549692135
10338115	3.139750662	3.776119981	3.181666039	3.765517137	3.263156045	2.407060206
10338116	10.01795644	9.871209341	9.798069933	8.77847382	8.79036466	8.654462003
10338117	7.517227664	7.279461077	7.789725464	7.517605503	7.479181601	7.420323902
10338118	2.087019121	1.932234182	1.959581331	2.321691102	2.726570675	2.16489523
10338119	6.007697686	5.709805496	4.761698343	5.779152583	5.49174512	5.614505544
10338120	8.935390878	8.2299883	8.761988902	9.042746174	8.867862979	8.259156578
10338121	3.588835	2.79617422	2.247207048	3.013717524	2.173659115	2.668068086
10338122	2.477378453	3.50596455	2.652080548	3.081615808	3.065537536	2.962960074
10338123	8.010735939	6.977023815	7.694747358	7.675654808	7.787574618	7.661086698
10338124	7.251998507	6.297980452	6.411346872	6.798944788	7.007861318	6.605804704
10338125	2.781295803	2.356288817	2.045145613	2.859223798	2.358262253	2.546751047
10338126	1.964376583	1.800062862	1.667516505	1.768022614	1.500845089	1.669639829
10338127	3.318133225	2.792303553	2.653251229	3.505040343	3.362455395	2.741154757
10338128	7.433175436	6.819232964	6.543886299	6.553190193	6.662405255	6.726255304
10338129	8.45968123	9.242754965	8.910414122	9.28900817	9.097748093	8.537698932
10338130	3.051039614	1.889076094	1.937685391	2.039875082	2.022190866	2.103639444
10338131	2.833720703	2.975729562	2.383189227	3.210325859	2.592674807	3.452284875
10338132	2.467516288	2.074047672	1.852424281	2.063818915	2.547697181	2.07284567
10338133	4.241666562	4.30098546	3.792713969	4.081230112	3.969490203	3.804327583
10338134	7.302512962	7.883503273	7.927435522	7.161892797	7.691619853	7.82451217
10338135	6.474847381	6.956684248	6.475097894	6.110653468	6.347909842	6.704225787
10338136	5.91585952	6.320390116	6.248349545	6.364606659	6.114876466	6.750111177
10338137	3.593365264	5.231238117	4.317080927	3.392225434	3.524616897	3.81433944
10338138	6.061553183	5.596120765	6.466437734	6.294440295	6.258685254	6.475009293
10338139	4.518874261	5.815966669	5.014081108	4.923426511	5.168191961	4.772112525
10338140	2.221712893	2.294622316	2.117598627	2.712184144	2.464719011	1.968039926
10338141	8.71082418	9.069342188	8.706675162	7.869293533	8.274306901	8.560886442
10338142	4.011871898	4.25481224	4.931357382	3.956317074	4.362839688	5.294276851
10338143	2.269867233	1.6188072	1.882192309	1.893344776	1.834088655	1.99759656
10338144	4.807488815	5.385589478	4.734727532	5.062765131	4.393013038	5.168762313
10338145	5.055719089	4.497902861	4.181586924	4.821337763	3.719535929	2.958376384
10338146	4.006906551	4.261981058	4.293484023	3.927765422	4.04932288	3.941842111
10338147	8.847264941	9.291158616	8.63219174	8.296433226	8.225786116	8.207852993
10338148	4.636814063	3.671369009	3.020797881	4.473127422	3.367837948	3.694393099
10338149	2.63964578	3.137078291	2.63964578	3.408367102	2.455748583	2.66924334
10338150	11.19889168	11.24757654	11.16859687	11.0459317	10.87629412	10.82492356
10338151	4.535236865	5.020686176	4.92704974	4.700777279	4.376919698	4.963214975
10338152	5.019743054	5.13590105	4.826568562	5.382331845	3.505358376	5.179862369
10338153	6.164080055	5.791177489	4.197380911	6.562886868	3.765135999	5.782466939
10338154	6.307532504	6.066998062	4.563233882	5.028609459	3.901737444	2.294909434
10338155	6.286890021	5.226867774	5.357351101	5.583751234	5.334274178	4.987349864
10338156	4.920007127	5.259278648	3.877509959	5.034763254	5.050030087	4.722340427
10338157	3.660377998	3.817202944	3.508493935	4.946025718	2.71951215	3.011303776
10338158	1.504924858	1.76107324	1.971202464	1.999814526	1.535446774	2.210211448
10338159	3.659319545	3.333894383	3.539598127	3.234462852	3.330980455	3.563064853
10338160	8.836558781	8.827196434	8.366154057	10.66735202	10.81332688	10.46649182
10338161	7.030324889	7.346533036	6.665961609	6.533568012	6.755777903	6.961800231
10338162	7.293492296	7.148744579	6.560500331	7.147227438	7.05475927	6.410821672
10338163	8.959547745	8.57635709	8.767032962	9.050372584	9.024336126	8.962032873
10338164	5.873699503	6.060944654	5.952338131	5.787806354	6.092709171	6.188197318
10338165	3.202530915	2.58567053	2.493059591	3.413925768	2.489416783	2.437652427
10338166	9.68369048	9.998366299	9.146975421	9.189269148	9.213069399	8.88967682
10338167	2.439631424	2.230452216	1.782340951	1.592235529	1.52420868	1.791520299
10338168	4.851307324	5.035917751	5.165241892	5.418529243	5.142911061	5.101103727
10338169	2.605941072	2.778375936	3.107632827	3.408781257	2.79149035	3.372065979
10338170	4.265254371	4.283624445	4.205034896	5.439763014	4.659275621	3.179988329
10338171	2.27601974	2.046342325	1.901351582	1.723622676	1.716777192	1.63506808
10338172	3.747778933	5.030196077	4.486861962	4.000750135	4.676831094	4.128181268
10338173	4.370899843	4.616478488	4.201305091	3.960316049	4.751080202	4.942068301
10338174	5.858936448	4.134455855	3.761287891	3.429069328	3.438936671	3.844611198
10338175	2.145709633	2.847502297	2.052604174	1.893813407	2.015751241	2.052118659
10338176	8.448920433	8.680474481	8.630932679	7.478314436	7.164046292	7.299491092
10338177	3.525932793	4.906195781	3.7283702	4.446343001	4.490231816	4.621166496
10338178	3.926004475	5.307405336	3.18356437	5.821581732	5.364517878	5.510416778
10338179	8.128885309	7.685016392	7.286033308	7.305255711	6.522902317	6.529442577
10338180	9.548030686	9.000737386	9.012258338	9.014447324	8.60344673	8.691123648
10338181	4.267167511	2.589596224	2.630186865	2.838447092	2.286347589	3.028484115
10338182	3.127681433	3.608987337	3.996277588	3.320205418	3.258216097	3.696100105
10338183	2.279110565	2.75574723	2.705462087	2.194950842	2.275194477	2.067466564
10338184	4.044908939	4.215935885	4.956817721	2.876071638	2.87979335	3.905803832
10338185	1.890646259	1.7473476	1.770401033	3.071975101	1.768946032	2.189091207
10338186	7.626451378	7.86468888	7.461108499	7.45814946	6.821258506	6.831942136
10338187	4.039496912	5.493839407	5.750300085	4.797671805	5.382331845	4.070549462
10338188	5.746384434	5.870712606	5.696672563	5.576136105	6.235219002	6.028852682
10338189	5.677085325	5.845214921	5.153308658	4.817163585	5.504933493	5.241781931
10338190	4.384750772	4.029528506	3.924892006	4.820930968	4.825480168	5.036370446
10338191	5.620840804	6.10616092	5.794323105	6.090632597	5.328091341	5.660760962
10338192	5.211329403	4.934520111	4.587374747	4.752720239	5.989643638	5.84654907
10338193	7.15496091	7.323220477	5.415435306	8.457272762	7.996044131	6.984210206
10338194	5.072924757	4.641355392	4.746590843	5.027599064	5.146420789	5.09437909
10338195	5.989793362	5.74555422	6.276453208	6.270085199	6.403357932	6.328503686
10338196	6.350954332	6.95712078	7.36081997	6.205196032	6.543173599	5.791520327
10338197	3.7558304	4.278259488	4.264104223	4.357506251	4.913682779	5.614371939
10338198	4.15505721	3.473127475	2.742314793	4.077320039	2.380005695	3.145537916
10338199	3.435705692	2.629226005	1.855717117	2.468631979	2.023786867	2.024567915
10338200	6.273490707	6.738978046	6.100449261	6.855600507	6.132951758	5.599204729
10338201	3.205547164	3.12953551	3.734972299	3.63047686	3.016134013	3.598704541
10338202	5.700699664	6.238504103	6.20577696	6.000660008	6.397079685	5.899489402
10338203	4.878813295	4.998629443	4.358412509	4.893424602	5.08057288	4.951997998
10338204	3.133537906	4.116982427	3.305348529	3.840709949	3.433978985	3.749070442
10338205	7.431247944	6.928603351	7.206846325	6.595074784	7.11524665	5.797412915
10338206	1.750904486	1.952625974	2.264506995	1.889760293	1.98049977	2.491289601
10338207	2.362563135	2.757458098	2.444404636	2.159425883	2.26908036	1.928764726
10338208	8.116328088	8.463563527	7.814837735	7.774263427	7.504698113	7.366600416
10338209	9.174482494	9.580500123	8.85512919	11.05014932	11.30357117	11.06752908
10338210	6.900418759	8.062723764	7.292771876	6.941054127	6.985008199	7.684562416
10338211	3.253214145	4.481735771	3.563036723	4.098191228	4.066070191	3.974851474
10338212	2.459595996	2.574384942	2.518760612	2.438458018	2.637254061	2.724791796
10338213	10.2527413	10.74702468	10.0014053	10.31566513	10.17269349	10.38901669
10338214	6.454230756	7.487736309	7.359116884	7.17939228	7.21265505	7.035592912
10338215	4.650144884	4.591465222	3.459587493	4.196502204	4.178636756	3.922120908
10338216	4.244661919	5.415046704	5.409755487	5.048048694	4.611518834	2.983868153
10338217	9.791736551	10.15578638	10.04640711	9.293741731	9.12297727	9.231775404
10338218	4.055779711	4.864366221	3.880295466	4.261425584	3.449263797	3.73307261
10338219	4.341576678	5.283412281	5.162588098	5.745291819	6.156648711	5.560822783
10338220	3.528103984	3.372878245	3.47793683	3.737362206	3.017560083	3.290670107
10338221	10.01232463	10.11662351	10.24170661	9.88308372	9.787729947	10.31386617
10338222	2.238862875	2.291435477	2.098363018	2.293313064	3.174919205	2.271469343
10338223	6.947186999	6.182648798	4.545139237	9.977700497	9.983635611	8.540158319
10338224	6.123592237	6.812554462	5.469748748	7.38937489	7.139997263	6.461974283
10338225	3.971978083	4.770614624	4.432013089	3.988595338	4.572973312	4.543676667
10338226	2.612023747	2.384327439	3.195482712	2.434853129	2.321453969	3.107661054
10338227	4.023328295	4.192669	4.489474743	3.832712901	4.163773465	4.005070929
10338228	8.997714786	8.942456546	9.156507915	8.829188404	8.709471206	8.381605459
10338229	8.18409678	8.462291457	8.350268748	8.538755899	8.661589169	8.841018932
10338230	2.23036531	2.09591242	2.201515214	2.948858734	2.178665624	2.020050765
10338231	5.965700965	5.411257105	6.47265235	6.234652884	6.265545418	6.368970041
10338232	11.21857979	10.99822637	10.93875097	11.01439357	10.57642501	10.3336146
10338233	3.157701147	3.062695402	2.906906789	3.074161796	3.402386822	3.148646956
10338234	4.583096322	3.967554635	4.542149561	4.806057075	4.547617851	4.765909511
10338235	7.657043515	6.710457263	7.130927613	7.369311145	7.430778751	7.006921214
10338236	3.896199579	3.4162084	2.799231662	4.482325014	3.228046011	3.195544039
10338237	5.138235475	4.86185702	5.043017049	5.047847595	4.881452664	5.08929271
10338238	3.812589964	4.769543232	3.855437562	4.616260097	4.625262342	2.629139799
10338239	6.857728671	5.929087775	5.393217165	7.102767154	6.73803395	6.485907534
10338240	3.182545163	3.498240665	2.932509966	3.403558042	3.099188033	3.292844478
10338241	8.686813859	8.258629756	8.720909624	8.419119476	8.069814744	8.121102615
10338242	4.164636758	3.581357079	3.479753686	4.564336723	4.372420385	2.498480148
10338243	2.621949158	4.267725313	3.541089032	2.120365611	3.570416815	3.392559706
10338244	7.751311253	7.015365585	7.72469706	7.030118438	7.482529294	7.206422939
10338245	2.018602949	1.834801885	1.646694204	1.861516611	1.808973479	2.132878238
10338246	3.9179439	3.298676687	2.836206283	2.749141982	3.383243529	3.050272147
10338247	2.876331372	2.597359462	2.270714454	3.110085118	2.270385159	2.490378889
10338248	2.501103666	3.070794972	1.690032263	2.876868798	2.936028859	2.934086673
10338249	8.001840792	7.918696195	8.106525507	7.695191914	7.497514465	7.526468226
10338250	6.765697775	6.802171041	6.385633911	6.764326099	5.915892657	6.378665746
10338251	8.273016394	8.162061543	7.758322747	7.903823942	8.07264941	8.086647909
10338252	2.204218265	1.798089392	2.224626029	2.561974484	2.071190194	2.072714095
10338253	4.668257703	4.22060563	4.007398632	3.849325659	4.243928351	4.606885951
10338254	8.42897236	8.539506934	8.673423073	7.524024891	7.762580804	7.109363636
10338255	2.701902402	1.991852974	1.572166617	1.935376169	1.924424281	1.770908313
10338256	1.808973479	1.786856034	3.337409982	3.67080738	1.854901564	1.968039926
10338257	2.524147628	4.137293442	3.358299159	4.066629006	3.720295305	3.669472103
10338258	4.194185648	4.903268268	5.021392059	5.318575427	5.013469952	4.54108592
10338259	3.188695856	2.719003825	3.686194884	4.157427683	3.478575689	2.873257609
10338260	2.136382709	2.129829609	2.177612984	2.325495032	2.096796729	2.003835197
10338261	2.616382152	2.318439238	2.477887224	2.157083102	1.765979472	1.982796003
10338262	2.453287849	2.378643654	2.197687946	2.577410462	3.019637219	2.701651007
10338263	3.832266516	4.177214655	4.004394771	4.705264036	3.434784319	3.684651077
10338264	2.794407255	2.836351633	2.172835763	3.096719514	2.273077607	3.425018059
10338265	4.239189106	5.285781207	4.090130958	4.570660335	4.594614993	4.411397445
10338266	2.229734154	2.345145954	2.087792534	3.572971235	2.555281071	2.12421527
10338267	2.102762648	2.07407676	2.507063958	2.130283658	2.305229141	2.878022259
10338268	4.375746818	4.115020266	3.575238183	5.282283107	4.627816031	4.143089591
10338269	2.216929141	2.538152858	2.767880351	3.342296787	2.868727519	2.979840836
10338270	2.047277802	2.163440184	3.196624451	2.047574591	2.215460937	2.310524291
10338271	4.016419925	2.804317651	3.207312059	3.535963235	3.232366127	2.847457555
10338272	6.927446493	6.760696019	7.206167487	7.211895843	6.839211636	6.335975243
10338273	8.598242578	8.799360604	8.101977184	8.946737495	8.373755277	8.042848695
10338274	4.116859966	5.15263716	4.68350582	4.41825936	4.91908182	4.119005795
10338275	5.995719556	6.766536268	6.87331647	6.404441458	6.567085387	7.204123473
10338276	4.580767616	3.382451017	3.827070578	4.121217511	3.944539502	3.518256565
10338277	8.19606742	7.880040012	8.164419294	7.854893179	7.448993187	7.821812252
10338278	3.135022074	2.630022071	3.174931231	2.713160705	2.767233062	3.106054962
10338279	4.563178505	5.322995677	4.267411581	4.569013222	4.306400825	4.2846582
10338280	7.711831524	7.359153874	7.232617004	5.947661505	5.897939307	5.70020032
10338281	4.830527341	3.658056566	3.603036703	4.06191524	3.86473069	3.311244297
10338282	6.760367825	7.36608053	7.283594985	6.338538633	6.964719159	6.638481646
10338283	8.384221849	7.810744683	7.637082303	7.924232357	7.782768433	8.034538103
10338284	4.265421835	4.217288209	4.231268403	3.849866492	4.386727684	4.664449083
10338285	3.441815458	2.99520709	3.15848354	3.43453128	3.398540874	3.187918862
10338286	8.578838573	8.245992334	8.210465935	8.691617355	8.215278411	7.969717369
10338287	6.293320589	5.114516233	4.347112364	5.240760423	4.591527087	3.734291937
10338288	3.359723527	2.697358626	2.602698571	2.973567999	2.892206022	2.76297096
10338289	2.694486199	2.817438853	2.74640433	3.113268281	2.379282989	2.501249815
10338290	5.993029846	5.656391068	5.942539613	6.053808842	6.028632594	5.939623109
10338291	3.374514026	3.918785237	2.944628156	3.645837722	3.389350285	3.5787402
10338292	10.69790606	10.42176657	10.18335773	10.55338967	10.42924921	10.66821151
10338293	4.834606387	4.784440952	4.484992162	4.666302429	4.042456253	5.056821837
10338294	7.47123922	7.644234094	7.321900095	7.322666552	7.616593461	7.703699938
10338295	6.778299062	6.286426887	7.134041416	7.3498717	7.277013204	7.663154893
10338296	2.034977393	1.943461918	2.551418187	3.138898505	2.430438027	2.433437892
10338297	5.936345168	5.562177723	4.938092605	5.353934472	3.889307935	4.879310334
10338298	9.366286052	8.746633889	8.670595961	9.059701329	9.244809419	8.747359654
10338299	3.615321287	3.71286928	3.700626293	3.336507836	2.848062755	4.0309324
10338300	4.955792256	5.255068653	5.083686069	4.751591448	3.836097694	4.923801931
10338301	3.140532604	2.773691938	3.203018339	2.418217773	2.734931432	3.173720122
10338302	3.083553369	4.689712456	2.936227207	4.183273225	3.606043778	3.058847743
10338303	3.740625356	2.110931595	2.210957879	3.090976198	2.471231587	2.221177
10338304	1.888488846	2.047895776	2.012803807	2.103917131	2.127046747	2.189666214
10338305	5.095922417	4.415128291	4.203913748	4.774177968	4.839535812	4.236088247
10338306	8.517838163	8.142127553	8.637492	8.177447136	8.278360231	8.263430019
10338307	4.150805321	3.737555465	3.476980863	3.897218617	3.076639332	2.786852445
10338308	4.191167828	3.391542555	2.437915348	3.940698623	2.407304017	2.787228781
10338309	1.861611763	2.050525894	1.984669371	1.991792564	2.799830992	2.120365611
10338310	5.075177087	4.455065571	4.841241425	4.433356362	4.048355671	4.500371286
10338311	7.208259123	8.006075238	7.844766723	7.351396623	7.822024781	7.781811284
10338312	5.905752296	6.182314269	6.347279771	6.544970716	6.358430875	6.883832221
10338313	1.884395566	1.955605876	1.962463917	2.38504005	2.06118487	1.994249069
10338314	6.376533652	6.590010551	5.677273251	6.032695433	6.442009519	5.547853021
10338315	8.238046659	8.533085796	8.693782037	8.706592921	8.923544684	9.247817498
10338316	9.729932201	9.859533338	9.846083634	9.462703333	9.909181034	9.86397036
10338317	10.13195083	10.25633324	9.638557042	10.06413819	9.812570865	9.615795872
10338318	5.051974741	4.554284794	3.737977201	5.231288206	4.737568813	5.084222811
10338319	4.267502123	4.957780811	4.645290301	5.130245201	4.780459719	5.590520559
10338320	5.581780089	6.139618826	5.995854008	6.025002494	6.168767312	6.279140934
10338321	1.996951392	3.030019509	2.072323795	2.40488443	2.294989909	2.568875009
10338322	7.729018489	7.73564937	8.27222431	8.201804039	8.181293237	8.358538126
10338323	2.570676043	2.816548369	1.963046151	2.539145615	2.662120753	3.18652566
10338324	4.870594322	4.656625356	2.748162207	5.946448621	3.638201734	4.074334135
10338325	7.934994317	8.530937338	8.003455986	7.86882053	8.058736154	8.166052296
10338326	6.305611838	6.781260473	5.757440028	6.836699644	6.779265225	6.224635125
10338327	6.778403486	5.488304782	5.799698244	7.684070158	7.441495632	7.51164327
10338328	2.134163159	3.036430634	1.797011352	2.63964578	1.462741812	2.3190503
10338329	3.61572013	3.463113157	2.583676077	4.622882448	3.232694935	3.527355888
10338330	2.710026794	3.525669765	3.532923888	3.249548293	3.482396687	3.666933794
10338331	9.127264	9.028606015	9.028501895	9.71301081	9.257485145	9.422689359
10338332	7.257785916	6.607954933	6.746521783	5.353236812	6.153985433	5.75155916
10338333	9.53334136	9.517218462	9.799379667	9.199381483	9.482200301	9.43093912
10338334	6.103038715	6.31555926	6.043187026	5.666521445	5.810080128	4.892299971
10338335	2.981027331	3.233401723	2.974076025	4.051842218	3.083165813	3.410660103
10338336	2.716780441	2.248606113	1.790385207	2.528106227	1.967850398	1.767556661
10338337	2.005091867	3.125431295	2.781648279	2.759070109	3.188584321	3.163332774
10338338	5.049195014	3.851254403	2.039875082	4.946941376	4.850463164	2.870530259
10338339	6.684756409	6.989164241	7.31023912	6.048953011	7.305686847	7.128000049
10338340	5.185108119	4.842747255	4.432351878	4.563039977	4.341606998	3.692167078
10338341	6.374530902	6.359520422	6.123027143	5.84199124	5.714476191	4.745097696
10338342	1.967991066	2.171681256	2.217307541	1.912341805	3.485391024	2.342536456
10338343	1.691133435	1.968339403	2.098285591	1.565991742	1.809425779	1.808973479
10338344	7.382598692	6.557340248	6.51412404	6.62455612	6.042546459	6.683990799
