x
1	Slco3a1
2	Ccl17
3	Cxcl3
4	Saa3
5	Cav1
6	Cxcl1
7	Il1b
8	Cxcl2
9	Osbpl3
10	Lcn2
11	Wdr92
12	Gpd2
13	Marco
14	Gpr84
15	Slc7a2
16	Acpp
17	Il1a
18	Ptges
19	Clec4e
20	Il6
21	Ptgs2
22	Tnf
23	Cd38
24	Ms4a6c
25	Clmp
26	Nfkbiz
27	H2-M2
28	Rhoq
29	Tma16
30	Ccl3
31	Socs3
32	Ms4a6d
33	Acsl1
34	Fpr2
35	Slc7a11
36	Ccl22
37	Ccdc71l
38	Tnfsf15
39	Itgal
40	Sod2
41	Fpr1
42	Cd14
43	Nlrp3
44	Tlr2
45	Ptx3
46	Irg1
47	Cpd
48	Cebpd
49	Fam102b
50	AA467197
51	Zc3h12a
52	Malt1
53	Lmo4
54	Cfb
55	Hp
56	Traf1
57	Pnp
58	Sla
59	Procr
60	Olr1
61	Sept11
62	Mtpn
63	Plek
64	Tnip1
65	Rab11fip1
66	Dram1
67	Ehd1
68	Tspan3
69	Ppp1cb
70	Psme2
71	Psma6
72	St3gal1
73	Lcp2
74	Gbp2
75	Abracl
76	Rtp4
77	Jak2
78	Slc31a1
79	Tnfaip3
80	Pstpip2
81	Setd8
82	Fscn1
83	Cd40
84	Met
85	Tnfaip2
86	F10
87	Nfkbia
88	Marcksl1
89	Rassf4
90	Skil
91	Slc31a2
92	Acsl5
93	Sdc4
94	Rab32
95	Gadd45b
96	Gng12
97	AW112010
98	Fcgr2b
99	Parp14
100	Prdx5
101	Emr1
102	Nampt
103	Tnfrsf1b
104	Sema4a
105	Dnajb6
106	Ccrl2
107	Mapkapk2
108	St3gal5
109	Slfn2
110	Cflar
111	Hck
112	Srgn
113	Cd302
114	Lyn
115	Ccl9
116	Ctsc
117	Acp5
118	Msn
119	Cxcl16
120	Clcn7
121	Nfkb2
122	Nfkb1
123	Syk
124	Mmp13
125	Adam17
126	Ptpre
127	Slc15a3
128	Mmp14
129	Vasp
130	Rab10
131	Ccl5
132	Icam1
133	Tpm4
134	Rac2
135	Rpl24
136	Slc3a2
137	Igsf6
138	Mx1
139	Id2
140	Dstn
141	Pilra
142	Cebpb
143	Ccl4
144	Atp6v1e1
145	Txnrd1
146	Cybb
147	Lcp1
148	Lilrb3
149	Esd
150	Prkcd
151	Txn1
152	Fth1
153	Tmsb4x
154	Lyz1
155	Ftl1
156	Lyz2
157	Rpl10
158	Cd63
159	Rps12
160	Akr1a1
161	Ctss
162	Apoe
163	Rps23
164	Rpl35a
165	Rps24
166	Tpt1
167	Laptm5
168	Tyrobp
169	Cfp
170	Ctsb
171	S100a11
172	Cotl1
173	Creg1
174	Rpl10a
175	Rps11
176	Ccl6
177	Slc25a3
178	Rpl18a
179	Ctsa
180	Pld3
181	Grn
182	Crip1
183	Lgals1
184	Clec4n
185	Trf
186	Vim
187	Spp1
188	Rps14
189	Psap
190	Atp6v1b2
191	Ctsd
192	Man2b1
193	Gpx4
194	Cd68
195	Igf1
196	C1qb
197	Ctsl
198	Mmp12
199	Anxa1
200	Ctsh
201	Fabp5
202	Hsd17b11
203	Cd84
204	Lrp1
205	Rpl22
206	Neat1
207	Ptma
208	AF251705
209	Gsn
210	Gpnmb
211	Naaa
212	Cyth4
213	Sepp1
214	Abhd12
215	Itm2b
216	Rgs1
217	Alox5ap
218	Plin2
219	Pld4
220	Atp6v0a1
221	Atf3
222	Rnh1
223	Sema4d
224	Il7r
225	Cpne8
226	Pcna
227	Mbnl1
228	Dnmt3a
229	Trem2
230	Nrp1
231	Mgll
232	Snx5
233	Abcg1
234	Pycard
235	Lipa
236	Gpx1
237	Fcgr3
238	Lgmn
239	Adcy7
240	Serpinb6a
241	Dock2
242	Lgals3
243	Fuca1
244	Dock8
245	Ccr1
246	Lat2
247	Dusp3
248	Hmha1
249	Kctd12
250	Cd200r1
251	Mrc1
252	Ehd4
253	Clec7a
254	C3ar1
255	4632428N05Rik
256	Kcnn4
257	Zfp36l2
258	Slc43a2
259	Lmo2
260	Cerk
261	Apobec1
262	Adam8
263	Fabp4
264	Itgb5
265	Hist1h1c
266	Atp6v0d2
267	Tgfbr2
268	Prcp
269	Tifab
270	Cd200r4
271	Fos
272	Ckb
273	Smim14
274	Cd97
275	Fblim1
276	Tbxas1
277	5430435G22Rik
278	Arhgap9
279	Mamdc2
280	Sulf2
281	Wfs1
282	Pla2g15
283	Nceh1
284	Dhrs3
285	Cd93
286	Cd300a
287	Pdxk
288	Cd300lb
289	Slc37a2
290	Rasa3
291	Vegfa
292	Adssl1
293	Ptgs1
294	Ccr2
295	Card11
296	Daglb
297	Rgs2
298	Cxcl14
299	Arhgap25
300	Rcbtb2
301	Gadd45g
302	Lrmp
303	Slc40a1
304	Matk
