x
1	Gm14446
2	Phf11a
3	Ccl12
4	Upp1
5	Serpina3f
6	I830012O16Rik
7	Cxcl9
8	Fgl2
9	Gbp4
10	Ddx60
11	Ifi44
12	Igtp
13	Serpina3g
14	Oas2
15	Ifit3
16	Socs1
17	1600014C10Rik
18	Cmpk2
19	Nt5c3
20	Ifnb1
21	Gm12250
22	Ifi203
23	Ifit2
24	Cxcl10
25	Pydc3
26	Ifit1
27	Tpst1
28	Iigp1
29	Ms4a4c
30	Gbp5
31	Irgm1
32	Zbp1
33	Isg20
34	Pyhin1
35	Mx1
36	Rsad2
37	Ifih1
38	Cd69
39	Rtp4
40	Mx2
41	Ccnd2
42	Oasl2
43	Herc6
44	Daxx
45	Ddx58
46	Oasl1
47	Irf7
48	Ifi47
49	Dck
50	Gbp2
51	Il15ra
52	Fcgr1
53	Helz2
54	Gbp3
55	Ccl2
56	Phf11b
57	Tnfsf10
58	Ms4a6c
59	Ifi205
60	Stat1
61	Sp110
62	Gbp7
63	Parp14
64	Pml
65	Oas3
66	Parp12
67	Phf11d
68	Tap1
69	AW112010
70	Pnp
71	Slfn4
72	Fam26f
73	Nmi
74	Slc25a22
75	Lap3
76	Ifi204
77	Nod1
78	Dhx58
79	Irgm2
80	Ifitm3
81	Trim30a
82	Trim30d
83	Mndal
84	Usp18
85	Ifi35
86	Srgap2
87	Tma16
88	Apobec3
89	Nlrc5
90	Il15
91	Cited2
92	Mthfr
93	Stat2
94	Trex1
95	Mxd1
96	Plekhf2
97	Ms4a6d
98	Mnda
99	Slfn8
100	Irf1
101	Dram1
102	Parp10
103	Casp1
104	Znfx1
105	Ctsc
106	Bst2
107	Gpr141
108	Isg15
109	Irg1
110	Eif2ak2
111	Tiparp
112	Xaf1
113	Samd9l
114	Gch1
115	Slfn5
116	Lgals9
117	Casp4
118	Zyx
119	Tnfsf15
120	Slamf7
121	Dnaja1
122	Etnk1
123	C3
124	Itga4
125	Cd274
126	Glipr2
127	Epsti1
128	Cfb
129	Ubr4
130	Samhd1
131	Peli1
132	Ccrl2
133	AA467197
134	Dse
135	Rap2c
136	Tbc1d13
137	Zcchc2
138	Clic4
139	Rnf19b
140	Cd40
141	Nampt
142	P2ry14
143	March5
144	Tor3a
145	Cdkn1a
146	Slfn2
147	Psmb8
148	G3bp2
149	Uba7
150	Tor1aip2
151	Myd88
152	Trafd1
153	Psmb10
154	Tspo
155	Ogfr
156	Fndc3a
157	Skil
158	Tor1aip1
159	Ccl4
160	Acsl1
161	Rasgef1b
162	Plod3
163	Usp25
164	AI607873
165	Marcksl1
166	Tapbp
167	Lyn
168	Ly6e
169	Trim25
170	Klf6
171	Nono
172	Lcp2
173	Slc7a2
174	Slc31a2
175	Fpr2
176	2810474O19Rik
177	H3f3b
178	Dtx3l
179	Rasa4
180	Mmp13
181	Psme2
182	Snx2
183	H2-T23
184	Hck
185	Lgals3bp
186	Hk3
187	Snx10
188	Cd47
189	Ccl5
190	Sat1
191	Actr2
192	Axl
193	Il1rn
194	Icam1
195	Abcg1
196	Tnf
197	Slc15a3
198	Sdcbp
199	Actb
200	Lamp2
201	Mapkapk2
202	B2m
203	Npc2
204	H2-K1
