x
1	Slco3a1
2	Ccl17
3	Igtp
4	Saa3
5	Il1b
6	Ms4a4c
7	Gpd2
8	Gm14446
9	Cp
10	Tarm1
11	Ms4a6c
12	Nfkbiz
13	Ptgs2
14	Marco
15	Cxcl3
16	Ccnd2
17	Nt5c3
18	Cav1
19	Ccl3
20	Zbp1
21	Ms4a6d
22	Wdr92
23	Cxcl1
24	Car13
25	Ifi203
26	Rtp4
27	Cxcl2
28	Gpr84
29	Isg20
30	Il6
31	Gbp5
32	Irgm1
33	Gbp2
34	Ddx58
35	Slfn4
36	Gbp3
37	Oasl2
38	Cd38
39	Cd40
40	Ifitm3
41	H2-M2
42	Ccl22
43	Ifit1
44	Cfb
45	Irf7
46	AW112010
47	Stat1
48	Parp14
49	Il1a
50	Tnf
51	Pnp
52	Oas3
53	Herc6
54	Mx1
55	Mnda
56	Ifit3
57	Ccl4
58	Phf11b
59	Pyhin1
60	Slc25a22
61	Parp12
62	Acpp
63	Tma16
64	Fpr2
65	Tap1
66	Helz2
67	Fpr1
68	Slc7a2
69	Lcn2
70	Clec4e
71	Irg1
72	Acsl1
73	Ccl5
74	Ifi205
75	Tnfsf15
76	AA467197
77	Bst2
78	Itgal
79	Slamf7
80	Stat2
81	Ifi35
82	Ifi47
83	Socs3
84	Usp18
85	Sod2
86	Xaf1
87	Trim30a
88	Slfn8
89	Mthfr
90	Ccdc71l
91	Ifi204
92	Ifit2
93	Ifih1
94	Mx2
95	Lacc1
96	Trim30d
97	Gadd45b
98	Sp110
99	Maf
100	Ebi3
101	Trex1
102	Cd69
103	Cmpk2
104	Gch1
105	Dhx58
106	Ccdc86
107	Eif2ak2
108	Nlrp3
109	Psme2
110	Dram1
111	Pml
112	Gbp7
113	Casp4
114	St3gal1
115	Isg15
116	Nlrc5
117	Cxcl10
118	Parp10
119	Oasl1
120	Fam102b
121	Epsti1
122	Dnaja1
123	Lcp2
124	Znfx1
125	Ccrl2
126	Slfn2
127	Marcksl1
128	Cpd
129	Lmo4
130	Serpina3g
131	Psma6
132	Tlr2
133	Rapgef2
134	St3gal5
135	Fcgr1
136	Mndal
137	Fscn1
138	Procr
139	Lyn
140	Hck
141	Rasgef1b
142	Tspan3
143	Rsad2
144	Casp1
145	Cd274
146	Samd9l
147	Zc3h12a
148	Lgals9
149	Cd14
150	Slfn5
151	Gng12
152	Slc7a11
153	Olr1
154	Tnfaip2
155	Blnk
156	Sla
157	Slc31a1
158	Mtpn
159	Ehd1
160	Nampt
161	P2ry14
162	Tnip1
163	Usp25
164	Ctsc
165	Sppl2a
166	Thbs1
167	Ptx3
168	Cflar
169	Slc31a2
170	C3
171	F10
172	Tnfrsf1b
173	Nfkbia
174	Psmb8
175	Jak2
176	Emr1
177	Sema4a
178	Malt1
179	Rassf4
180	Abracl
181	Fyb
182	Dnajb6
183	Psmb10
184	Srgn
185	Slc2a6
186	Trafd1
187	Prdx5
188	Clcn7
189	Tor3a
190	Tor1aip2
191	Plek
192	Rnf114
193	Mapkapk2
194	Coa5
195	Cdkn1a
196	Tor1aip1
197	Fcgr2b
198	Tapbp
199	Pik3r5
200	Clic4
201	Nfkb1
202	Ddhd1
203	Ccl9
204	Notch2
205	Icam1
206	Ly6e
207	Lgals3bp
208	Msn
209	Cxcl16
210	Rab10
211	Slc15a3
212	Tnfaip3
213	Rap1b
214	Il1rn
215	Mmp14
216	Samhd1
217	Id2
218	Adam17
219	Vasp
220	Actr2
221	Rac2
222	H3f3b
223	Slc3a2
224	Rpl24
225	Pilra
226	Syk
227	Fcer1g
228	Cybb
229	B2m
230	H2-K1
231	Lilrb3
232	Txn1
233	Lcp1
234	Fth1
235	Lyz2
236	Rpl10
237	Creg1
238	Rps12
239	Rpsa
240	Tyrobp
241	Ctsb
242	Rps3
243	Apoe
244	Laptm5
245	S100a11
246	Itm2b
247	Pkm
248	Rpl32
249	Tpt1
250	Cfp
251	Taldo1
252	Ccl6
253	Anxa2
254	Anxa3
255	Rpl3
256	Rpl23
257	Rps4x
258	Rpl18a
259	Pld3
260	Psap
261	Fn1
262	Rps21
263	Plin2
264	Rps24
265	Eef2
266	Crip1
267	Ctsa
268	Csf1r
269	Trf
270	Ctsd
271	Rps11
272	Cd68
273	Igf1
274	Sepp1
275	Rpl10a
276	Mfge8
277	Calm2
278	Rps14
