x
279	Clec4n
280	Cd84
281	Ctsl
282	Gpnmb
283	Vim
284	Fabp5
285	Fcgr3
286	Lipa
287	Esyt1
288	Nrp1
289	Cotl1
290	Cyth4
291	Gusb
292	Lgals1
293	Mt1
294	Fkbp1a
295	Gpx4
296	Spp1
297	Clec7a
298	Mmp12
299	Rnh1
300	Naaa
301	Lgals3
302	Dnmt3a
303	Gsn
304	Trem2
305	Lrp1
306	Chst11
307	Pcna
308	Fuca1
309	Metrnl
310	5430435G22Rik
311	Mrc1
312	Adam8
313	Rnf128
314	Prcp
315	Neat1
316	Dock2
317	Il7r
318	Atp6v0a1
319	Snx5
320	Tbxas1
321	F630028O10Rik
322	Lat2
323	Glt25d1
324	Nagk
325	Rgl2
326	Tgfbr1
327	Atp6v0d2
328	Ptprs
329	Adcy7
330	Sptssa
331	Hmha1
332	Gpx1
333	Arhgap9
334	Dhrs3
335	Cd93
336	Serpinb6a
337	Mlec
338	Ccr2
339	Zfp36l2
340	Irf2bp2
341	Fabp4
342	Rgs2
343	Itgb5
344	Mamdc2
345	Bin1
346	Slc1a5
347	Sulf2
348	Cd97
349	4632428N05Rik
350	Vegfa
351	Nceh1
352	Scd2
353	Hist1h1c
354	Cd300lb
355	Dusp3
356	Pla2g15
357	Inf2
358	Cd300a
359	Arhgap25
360	Slc43a2
361	Ptgs1
362	Cerk
363	Fblim1
364	Glul
365	Pdxk
366	Stac2
367	Mafb
368	Slc37a2
369	Rcbtb2
370	Arrb1
371	Hs6st1
372	Eepd1
373	Adssl1
374	Hip1
375	Daglb
376	C77080
