p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
4.03729113402012e-24;4.00437674912404;0.769;0.179;3.06713007451509e-20;Tg 5;TGME49-294610
5.80783310617222e-24;3.07024087235708;1;0.479;4.41221081075904e-20;Tg 5;TGME49-261740
5.82193134503865e-24;2.75730488257803;0.769;0.155;4.42292124282586e-20;Tg 5;TGME49-221530
8.77163087195739e-24;3.07746248736564;1;0.803;6.66380797342603e-20;Tg 5;TGME49-249850
1.106746332607e-23;2.57928060555183;0.962;0.355;8.40795188881539e-20;Tg 5;TGME49-308075
1.23298725362537e-23;2.86020128547141;1;0.448;9.36700416579192e-20;Tg 5;TGME49-299970
1.54713013935917e-23;3.14109803225935;0.808;0.217;1.17535476687116e-19;Tg 5;TGME49-271260
1.5474792594447e-23;2.9740699936021;0.769;0.166;1.17561999340014e-19;Tg 5;TGME49-242570
2.29148926672126e-23;2.70266351317585;0.654;0.1;1.74084439592814e-19;Tg 5;TGME49-310620
2.42547929861873e-23;1.07961148801463;1;1;1.84263662316065e-19;Tg 5;TGME49-271050
3.60888824943841e-23;2.67102821934137;0.981;0.49;2.74167240309836e-19;Tg 5;TGME49-250690
4.20384935436823e-23;2.73530827630343;0.558;0.059;3.19366435451354e-19;Tg 5;TGME49-266090
6.29106610320264e-23;2.99388364883463;0.981;0.431;4.77932291860305e-19;Tg 5;TGME49-211290
1.17424121483795e-22;2.71006120042489;0.962;0.379;8.92071050912392e-19;Tg 5;TGME49-230480
2.15371229932464e-22;1.84005908713031;0.481;0.038;1.63617523379693e-18;Tg 5;TGME49-309160
2.28113702312691e-22;3.19318476430168;0.962;0.493;1.73297979646951e-18;Tg 5;TGME49-205250
2.87626411110745e-22;2.63257443591331;0.981;0.603;2.18509784520833e-18;Tg 5;TGME49-267500
2.9154963197814e-22;2.91173865952861;0.885;0.338;2.21490255413793e-18;Tg 5;TGME49-282070
4.10434052745193e-22;2.86772189006463;0.962;0.541;3.11806749870523e-18;Tg 5;TGME49-293430
4.29159835160429e-22;3.16417001545238;0.846;0.276;3.26032726771378e-18;Tg 5;TGME49-239800
4.54370052489414e-22;1.72842859249591;0.904;0.334;3.45184928876208e-18;Tg 5;TGME49-232035
4.58703317312955e-22;2.31119788928404;1;0.514;3.48476910162652e-18;Tg 5;TGME49-289970
5.10035640887169e-22;3.38900607467936;0.981;0.483;3.87474076381982e-18;Tg 5;TGME49-308090
5.20515865317852e-22;2.67599208552914;0.942;0.424;3.95435902881972e-18;Tg 5;TGME49-320740
5.3694451117514e-22;3.64879387589192;0.615;0.097;4.07916745139754e-18;Tg 5;TGME49-224000
6.77275632978874e-22;3.81171620468297;0.788;0.238;5.14526298374051e-18;Tg 5;TGME49-263520
7.8578503524243e-22;2.36515002651005;0.981;0.617;5.96960891273674e-18;Tg 5;TGME49-260500
8.65310734617593e-22;2.44503587480997;0.75;0.162;6.57376565088985e-18;Tg 5;TGME49-312100
8.87941026756133e-22;2.75091127330684;0.769;0.19;6.74568798026634e-18;Tg 5;TGME49-253100
8.97326584701578e-22;2.79900478450944;0.923;0.507;6.81699006397788e-18;Tg 5;TGME49-232030
9.87327080591232e-22;2.65755432756017;0.962;0.4;7.50072383125159e-18;Tg 5;TGME49-297960
1.03147250802962e-21;2.76664674066932;0.942;0.534;7.83609664350103e-18;Tg 5;TGME49-277740
1.14815367771839e-21;2.85027609117068;0.712;0.145;8.7225234896266e-18;Tg 5;TGME49-257430
1.22326610216987e-21;2.118923417747;0.673;0.121;9.2931525781845e-18;Tg 5;TGME49-262010
1.28010127665885e-21;2.73534652327897;0.846;0.241;9.72492939877729e-18;Tg 5;TGME49-221270
1.40041255356745e-21;2.87922290832101;0.865;0.341;1.0638934169452e-17;Tg 5;TGME49-232130
1.68280140163766e-21;2.50857371706637;0.731;0.152;1.27842422482413e-17;Tg 5;TGME49-258780
2.11081676124392e-21;2.72729940921585;0.808;0.224;1.603587493517e-17;Tg 5;TGME49-210420
2.55343496551899e-21;2.40424315085556;1;0.603;1.93984454330478e-17;Tg 5;TGME49-268760
2.60023040726241e-21;2.07611367764263;0.519;0.059;1.97539504039725e-17;Tg 5;TGME49-263200
3.74037499662001e-21;2.03983906242059;0.981;0.79;2.84156288493222e-17;Tg 5;TGME49-249240
4.31372786943234e-21;2.95518660888658;0.846;0.307;3.27713906240775e-17;Tg 5;TGME49-315950
4.39263484963812e-21;3.06564575153989;0.673;0.128;3.33708469527008e-17;Tg 5;TGME49-315510
4.44172382852743e-21;2.95695059073326;0.981;0.638;3.37437759253229e-17;Tg 5;TGME49-309590
4.48020400424144e-21;2.58318072139595;0.846;0.259;3.40361098202222e-17;Tg 5;TGME49-308810
4.49264302126819e-21;2.90577622263363;0.808;0.217;3.41306090325744e-17;Tg 5;TGME49-258360
4.79384897155464e-21;2.69301334314213;0.942;0.397;3.64188706369006e-17;Tg 5;TGME49-253380
7.6787594669774e-21;3.03528552693548;0.692;0.159;5.83355356706273e-17;Tg 5;TGME49-273560
1.05249131656912e-20;1.71061971668785;0.365;0.014;7.99577653197562e-17;Tg 5;TGME49-258225
1.10624842170497e-20;2.64142293625187;0.981;0.5;8.40416925969265e-17;Tg 5;TGME49-300100
1.21997360839757e-20;2.49259202957601;0.962;0.434;9.26813950299632e-17;Tg 5;TGME49-306060
1.25441970530892e-20;2.42171886437049;0.827;0.241;9.52982650123188e-17;Tg 5;TGME49-244080
1.36117541775651e-20;2.14656392305956;1;0.845;1.03408496486962e-16;Tg 5;TGME49-316400
1.45652292812255e-20;2.74304421414059;0.962;0.4;1.1065204684947e-16;Tg 5;TGME49-223920
3.04170259816366e-20;2.69858666117743;0.865;0.314;2.31078146382493e-16;Tg 5;TGME49-311260
3.10351581485746e-20;2.89076446946687;0.635;0.117;2.35774096454722e-16;Tg 5;TGME49-232780
3.75002367153196e-20;3.91241546407488;0.904;0.524;2.84889298326283e-16;Tg 5;TGME49-224130
3.85558413027508e-20;2.84713489512945;0.962;0.597;2.92908726376998e-16;Tg 5;TGME49-308860
4.80188342024941e-20;2.3164110899198;0.615;0.107;3.64799083436347e-16;Tg 5;TGME49-245475
5.62674992407655e-20;2.67902181685218;0.712;0.169;4.27464191732096e-16;Tg 5;TGME49-266630
6.21656705049077e-20;3.16449882769892;0.788;0.248;4.72272598825784e-16;Tg 5;TGME49-280670
8.71067159770989e-20;2.56907283276379;0.865;0.31;6.6174972127802e-16;Tg 5;TGME49-237180
1.20123481546443e-19;2.176520596489;0.769;0.228;9.12578089308329e-16;Tg 5;TGME49-215640
1.26160862953049e-19;2.53696725225617;0.846;0.307;9.58444075854311e-16;Tg 5;TGME49-262490
1.26283828669209e-19;2.29052470004066;0.962;0.531;9.5937824639998e-16;Tg 5;TGME49-211260
1.84527162980611e-19;2.62246415969919;0.654;0.131;1.4018528571637e-15;Tg 5;TGME49-216460
2.11650777890155e-19;2.57655663201258;0.712;0.162;1.60791095963151e-15;Tg 5;TGME49-221250
2.41298649315478e-19;2.31805322817958;0.769;0.21;1.83314583884969e-15;Tg 5;TGME49-226680
3.26314683743005e-19;2.51025549729349;0.942;0.497;2.47901265239561e-15;Tg 5;TGME49-215775
3.80849865016366e-19;2.00460771266694;0.654;0.121;2.89331642452934e-15;Tg 5;TGME49-234270
4.59041357379097e-19;2.84231556514282;0.923;0.528;3.487337192009e-15;Tg 5;TGME49-310420
4.64528507938932e-19;3.29431883047837;0.673;0.166;3.52902307481207e-15;Tg 5;TGME49-202390
5.41594298978482e-19;2.63509599026359;0.692;0.166;4.11449188933953e-15;Tg 5;TGME49-219070
5.47298963911619e-19;2.85555323680811;0.981;0.555;4.15783022883657e-15;Tg 5;TGME49-258580
5.64305202851076e-19;1.51393278144206;0.712;0.159;4.28702662605963e-15;Tg 5;TGME49-306900
6.63381895021395e-19;2.58482237202007;0.904;0.448;5.03971225647754e-15;Tg 5;TGME49-305050
7.7170854363546e-19;2.8287636089733;0.962;0.617;5.86266980599859e-15;Tg 5;TGME49-247520
8.93272743577826e-19;1.91039912139558;1;0.838;6.78619303296075e-15;Tg 5;TGME49-215530
9.36258460215295e-19;2.10678486542478;0.596;0.1;7.1127555222556e-15;Tg 5;TGME49-272640
1.01837739445195e-18;2.94514382998134;0.923;0.438;7.73661306565143e-15;Tg 5;TGME49-297070
1.10834867138667e-18;2.71817835528805;0.712;0.193;8.42012485652457e-15;Tg 5;TGME49-277720
1.29982605341607e-18;2.22126272862958;0.962;0.452;9.87477852780187e-15;Tg 5;TGME49-315490
1.35508218495227e-18;2.63045519023527;0.942;0.469;1.02945593590824e-14;Tg 5;TGME49-258660
1.47589803033385e-18;2.83909952936904;0.904;0.479;1.12123973364463e-14;Tg 5;TGME49-233030
1.55050257992277e-18;1.84203945125855;0.827;0.279;1.17791680996733e-14;Tg 5;TGME49-269438
2.06401365939642e-18;3.09259540307239;0.827;0.334;1.56803117704346e-14;Tg 5;TGME49-293510
2.29268006619675e-18;2.55793403701475;0.885;0.334;1.74174904628967e-14;Tg 5;TGME49-308093
2.45974960701261e-18;2.23221796328098;0.712;0.179;1.86867177644748e-14;Tg 5;TGME49-201630
2.66542613515561e-18;3.0118003702394;0.769;0.255;2.02492423487772e-14;Tg 5;TGME49-203820
2.68495086693102e-18;2.48278695365351;0.981;0.714;2.0397571736075e-14;Tg 5;TGME49-212980
3.02337233807236e-18;1.94127091283279;1;0.721;2.29685596523357e-14;Tg 5;TGME49-278600
3.15744981954833e-18;2.46378774964157;0.596;0.11;2.39871462791086e-14;Tg 5;TGME49-237820
3.3171831323992e-18;2.76165487805255;0.538;0.086;2.52006402568367e-14;Tg 5;TGME49-245480
4.0293465021629e-18;2.64213681917786;0.923;0.441;3.06109453769315e-14;Tg 5;TGME49-252360
4.13224580601185e-18;1.53134100607259;0.692;0.148;3.1392671388272e-14;Tg 5;TGME49-237195
4.30109380590856e-18;2.31379134153172;0.577;0.103;3.26754096434874e-14;Tg 5;TGME49-237190
4.5613048278885e-18;1.48958135434366;1;0.897;3.4652232777469e-14;Tg 5;TGME49-293690
4.59615654083133e-18;2.64615890427476;0.942;0.5;3.49170012406956e-14;Tg 5;TGME49-201860
5.67661661839167e-18;2.6936700107593;0.673;0.155;4.31252564499215e-14;Tg 5;TGME49-209050
5.8124913507759e-18;2.93153760209765;0.808;0.272;4.41574967918445e-14;Tg 5;TGME49-245640
5.97967240379474e-18;2.31285510390654;0.942;0.455;4.54275712516286e-14;Tg 5;TGME49-285870
6.49375531625918e-18;2.40203788502979;0.5;0.072;4.9333059137621e-14;Tg 5;TGME49-224880
6.6634351714517e-18;2.53915711206173;0.904;0.417;5.06221169975185e-14;Tg 5;TGME49-243690
8.24005686915454e-18;2.73946172061659;0.596;0.117;6.2599712034967e-14;Tg 5;TGME49-261750
8.31240693280504e-18;2.32680916384631;0.577;0.107;6.31493554685199e-14;Tg 5;TGME49-239780
9.56053520283404e-18;2.821912923879;0.846;0.338;7.26313859359302e-14;Tg 5;TGME49-249570
1.30644497441074e-17;3.0312650086598;0.615;0.128;9.9250624705984e-14;Tg 5;TGME49-254870
1.3449896083591e-17;3.20452020465886;0.731;0.231;1.02178860547041e-13;Tg 5;TGME49-239830
1.40199057168093e-17;1.73395866857463;0.981;0.693;1.06509223730601e-13;Tg 5;TGME49-219820
2.03770952023334e-17;2.45104422016219;0.904;0.421;1.54804792252127e-13;Tg 5;TGME49-282055
2.14128201753327e-17;2.42297108146448;0.654;0.148;1.62673194872002e-13;Tg 5;TGME49-236060
2.66203023472706e-17;2.30320425463267;0.962;0.648;2.02234436932215e-13;Tg 5;TGME49-278850
3.44917704064026e-17;3.13314462267901;0.692;0.214;2.62033979777441e-13;Tg 5;TGME49-219170
3.45617546859183e-17;2.27569601254458;0.904;0.438;2.62565650348921e-13;Tg 5;TGME49-316540
4.31886753080606e-17;2.74026298765184;0.904;0.51;3.28104366315336e-13;Tg 5;TGME49-260820
4.79172601358302e-17;2.71694714496189;0.846;0.352;3.64027425251902e-13;Tg 5;TGME49-312150
4.93007058103288e-17;2.91863276850677;0.558;0.103;3.74537462041068e-13;Tg 5;TGME49-225300
5.11334360690586e-17;2.45351313877122;0.692;0.193;3.88460713816638e-13;Tg 5;TGME49-225020
5.45890216414024e-17;2.87877294537061;0.885;0.445;4.14712797409734e-13;Tg 5;TGME49-312270
6.00619100476913e-17;2.14519774212607;0.846;0.341;4.56290330632311e-13;Tg 5;TGME49-271790
6.15493381118391e-17;2.48877438533819;0.885;0.39;4.67590321635641e-13;Tg 5;TGME49-244250
6.22243244337915e-17;2.55570495770093;0.635;0.152;4.72718192723514e-13;Tg 5;TGME49-306895
6.43500227073877e-17;2.12217727016246;0.942;0.441;4.88867122508025e-13;Tg 5;TGME49-315210
7.15027615009433e-17;2.20966703318618;0.942;0.507;5.43206479122666e-13;Tg 5;TGME49-314260
1.01583567678143e-16;2.1897275198763;0.885;0.376;7.71730363650853e-13;Tg 5;TGME49-315780
1.02358547380486e-16;2.25362393673184;0.962;0.776;7.77617884449555e-13;Tg 5;TGME49-257680
1.23297597221928e-16;1.41982642544644;0.442;0.055;9.36691846094987e-13;Tg 5;TGME49-268182
1.32665003898123e-16;2.622566912097;0.596;0.128;1.00785603461404e-12;Tg 5;TGME49-211650
1.51259798147363e-16;1.89195387979298;0.942;0.641;1.14912068652552e-12;Tg 5;TGME49-305250
1.52091110663766e-16;3.49462159710639;0.558;0.117;1.15543616771263e-12;Tg 5;TGME49-315750
1.88736303461947e-16;3.07815636833343;0.846;0.462;1.43382969740041e-12;Tg 5;TGME49-286600
2.11955759323509e-16;2.44369463488519;0.846;0.338;1.6102279035807e-12;Tg 5;TGME49-316260
2.25623029736687e-16;2.15430717321305;0.904;0.448;1.71405815690961e-12;Tg 5;TGME49-315770
2.54293398070369e-16;1.81479135130246;1;0.638;1.93186694514059e-12;Tg 5;TGME49-242820
3.15755962347032e-16;2.53336619349086;0.846;0.341;2.3987980459504e-12;Tg 5;TGME49-295620
3.17991787331539e-16;2.09338324629113;0.692;0.19;2.4157836083577e-12;Tg 5;TGME49-269460
3.5224262195635e-16;4.23672236518343;0.769;0.376;2.67598719900239e-12;Tg 5;TGME49-316340
4.03498971412398e-16;1.99023093075358;0.481;0.072;3.06538168581999e-12;Tg 5;TGME49-310220
4.38562820517446e-16;2.37350644194629;0.519;0.093;3.33176174747104e-12;Tg 5;TGME49-312580
4.73210021754981e-16;2.2028532535972;0.654;0.179;3.59497653527259e-12;Tg 5;TGME49-286770
5.28451314155956e-16;3.02493898815115;0.615;0.141;4.0146446336428e-12;Tg 5;TGME49-314250
6.09415272518612e-16;3.66014822716218;0.827;0.452;4.6297278253239e-12;Tg 5;TGME49-218550
6.16013667570499e-16;1.80355386718863;0.981;0.893;4.67985583253308e-12;Tg 5;TGME49-308840
6.94297054753202e-16;1.53142433459506;0.981;0.866;5.27457472496008e-12;Tg 5;TGME49-249370
7.25772285792327e-16;2.69956766255704;0.712;0.224;5.5136920551643e-12;Tg 5;TGME49-318470
8.02521641452323e-16;2.32802994127671;0.75;0.245;6.0967569101133e-12;Tg 5;TGME49-270200
9.20685227743656e-16;2.43664808931725;0.808;0.328;6.99444567516855e-12;Tg 5;TGME49-227000
9.28518075843857e-16;2.31423301622516;0.885;0.493;7.05395182218578e-12;Tg 5;TGME49-250340
9.74674439495194e-16;2.37857490845004;0.904;0.507;7.40460171684499e-12;Tg 5;TGME49-238380
1.08213101619078e-15;1.9851207935735;0.788;0.266;8.22094933000136e-12;Tg 5;TGME49-319900
1.15574294995469e-15;2.11817884471571;0.942;0.641;8.78017919080577e-12;Tg 5;TGME49-209600
1.24138658532369e-15;2.43507525251539;0.808;0.331;9.43081388870404e-12;Tg 5;TGME49-222930
1.2668895220322e-15;1.90188849917677;0.981;0.855;9.62455969887866e-12;Tg 5;TGME49-293360
1.42899799485648e-15;1.93000093118791;0.981;0.838;1.08560977669247e-11;Tg 5;TGME49-235470
1.42977505606437e-15;2.72765959952026;0.769;0.297;1.0862001100921e-11;Tg 5;TGME49-316280
1.59492907800411e-15;2.26291074352858;0.673;0.193;1.21166762055972e-11;Tg 5;TGME49-264420
1.63048968262846e-15;2.10233466473259;0.923;0.603;1.23868301189284e-11;Tg 5;TGME49-269442
2.00036192780424e-15;2.82050628970891;0.577;0.131;1.51967495655288e-11;Tg 5;TGME49-205370
2.12380503709133e-15;2.32892060823026;0.788;0.283;1.61345468667828e-11;Tg 5;TGME49-275670
2.66909431849961e-15;2.77662956161226;0.5;0.093;2.02771095376416e-11;Tg 5;TGME49-221990
3.022674877611e-15;2.32080397944327;0.769;0.303;2.29632610452108e-11;Tg 5;TGME49-249440
3.89506122543898e-15;2.39192158376088;0.885;0.472;2.95907801296599e-11;Tg 5;TGME49-210370
4.6855314253625e-15;2.9767378116886;0.558;0.134;3.55959822384789e-11;Tg 5;TGME49-229280
4.82517005507374e-15;2.14470543339883;0.904;0.483;3.66568169083952e-11;Tg 5;TGME49-278510
5.3973449676724e-15;2.9807100466975;0.308;0.021;4.10036297194072e-11;Tg 5;TGME49-294330
5.80839562976353e-15;1.97679794388037;0.904;0.5;4.41263815993136e-11;Tg 5;TGME49-262730
5.82872881325945e-15;2.82683149731331;0.769;0.324;4.4280852794332e-11;Tg 5;TGME49-295110
7.00973869713358e-15;2.01485130652121;0.904;0.476;5.32529848821238e-11;Tg 5;TGME49-235130
8.82300913445746e-15;2.34092942922812;0.558;0.124;6.70284003944733e-11;Tg 5;TGME49-321600
1.05560203857623e-14;1.69983316146161;0.808;0.31;8.01940868706364e-11;Tg 5;TGME49-231210
1.08224665287536e-14;2.64825704961446;0.846;0.49;8.22182782189408e-11;Tg 5;TGME49-262500
1.14967180742204e-14;2.2643222954366;0.712;0.245;8.73405672098523e-11;Tg 5;TGME49-210810
1.4262273454384e-14;1.61671621115715;0.635;0.166;1.08350491432956e-10;Tg 5;TGME49-250840
1.46359970261403e-14;2.63748256507299;0.692;0.224;1.11189669407588e-10;Tg 5;TGME49-310235
2.27295554691949e-14;2.42010962077749;0.577;0.145;1.72676432899474e-10;Tg 5;TGME49-318525
2.49546461211245e-14;2.7138073981162;0.615;0.19;1.89580446582183e-10;Tg 5;TGME49-293540
2.63844496208514e-14;2.32612725462713;0.865;0.434;2.00442663769608e-10;Tg 5;TGME49-252500
2.84400498246288e-14;1.87608693208623;0.846;0.424;2.16059058517705e-10;Tg 5;TGME49-240250
2.88399443628155e-14;1.8234237730912;0.673;0.21;2.19097057324309e-10;Tg 5;TGME49-315470
3.36778199267707e-14;2.6897163633482;0.615;0.162;2.55850397983677e-10;Tg 5;TGME49-268680
3.95706093117526e-14;2.59934187943708;0.769;0.369;3.00617918941385e-10;Tg 5;TGME49-246930
5.84254743792419e-14;2.47735862527803;0.558;0.134;4.438583288591e-10;Tg 5;TGME49-227952
6.05028833277584e-14;2.04589592115757;0.808;0.355;4.59640404640981e-10;Tg 5;TGME49-236960
8.04558056398433e-14;2.93028114776466;0.75;0.331;6.1122275544589e-10;Tg 5;TGME49-294340
8.77148992488984e-14;2.38902200485963;0.712;0.262;6.66370089593881e-10;Tg 5;TGME49-201760
9.18656364951716e-14;1.99581707757295;0.904;0.552;6.97903240453819e-10;Tg 5;TGME49-211850
9.38732224936174e-14;2.32720518078246;0.788;0.362;7.13154871284012e-10;Tg 5;TGME49-310240
9.45503353082086e-14;1.81214707694798;0.827;0.393;7.18298897336461e-10;Tg 5;TGME49-259700
1.17828983474116e-13;2.04201350166354;0.904;0.555;8.95146787452855e-10;Tg 5;TGME49-209250
1.42585615669483e-13;1.53874518118945;0.538;0.117;1.08322292224106e-09;Tg 5;TGME49-270190
1.51476139872056e-13;2.15650745749338;0.596;0.166;1.15076423460801e-09;Tg 5;TGME49-291050
1.62464681846036e-13;1.56622882313585;0.981;0.797;1.23424418798434e-09;Tg 5;TGME49-217520
1.72213732866467e-13;2.75811469692392;0.712;0.262;1.30830772858655e-09;Tg 5;TGME49-240570
1.94416910864065e-13;2.55430767425912;0.692;0.255;1.4769852718343e-09;Tg 5;TGME49-250820
2.43114270646904e-13;2.27943325739849;0.846;0.441;1.84693911410453e-09;Tg 5;TGME49-205330
2.89430234893324e-13;1.98196971240303;0.615;0.186;2.19880149448458e-09;Tg 5;TGME49-266970
3.50035399833777e-13;2.39520045497624;0.731;0.303;2.65921893253721e-09;Tg 5;TGME49-305270
3.89337688234023e-13;2.34219555834506;0.596;0.176;2.95779841751387e-09;Tg 5;TGME49-267620
4.10075326870854e-13;1.2600888410695;0.346;0.041;3.11534225823788e-09;Tg 5;TGME49-219175
4.59530190279911e-13;2.15985143767368;0.808;0.414;3.49105085555649e-09;Tg 5;TGME49-257685
5.70238571470905e-13;1.15754127698648;0.615;0.172;4.33210242746446e-09;Tg 5;TGME49-231215
5.74914782744967e-13;2.53243071318089;0.731;0.293;4.36762760451351e-09;Tg 5;TGME49-310010
5.9419723202416e-13;2.00438448892506;0.75;0.286;4.51411637168754e-09;Tg 5;TGME49-216080
6.05546400451387e-13;2.1027650082855;0.635;0.2;4.60033600422919e-09;Tg 5;TGME49-205690
6.20877122983051e-13;2.12668979568194;0.75;0.328;4.71680350330224e-09;Tg 5;TGME49-254080
7.00815079937935e-13;2.96164688451538;0.692;0.314;5.32409216228849e-09;Tg 5;TGME49-230850
7.11831980530274e-13;1.74250377770764;0.462;0.093;5.40778755608849e-09;Tg 5;TGME49-306370
7.14311017268306e-13;1.27328717771865;0.538;0.124;5.42662079818732e-09;Tg 5;TGME49-268765
8.18811668591285e-13;1.76691677632566;0.904;0.552;6.22051224628799e-09;Tg 5;TGME49-248670
8.78529070716328e-13;2.41024656520297;0.885;0.59;6.67418535023195e-09;Tg 5;TGME49-229010
9.93892132789709e-13;2.29655793635451;0.673;0.241;7.55059853280342e-09;Tg 5;TGME49-321650
1.14728810181903e-12;2.62543607558822;0.481;0.117;8.71594770951918e-09;Tg 5;TGME49-218270
1.20722646545135e-12;2.04359286427354;0.827;0.4;9.17129945803391e-09;Tg 5;TGME49-315220
1.49954258088428e-12;1.58484761359859;0.712;0.241;1.13920249869779e-08;Tg 5;TGME49-238420
1.59297468895546e-12;2.54456440009573;0.481;0.11;1.21018287119947e-08;Tg 5;TGME49-311890
2.02460033953986e-12;1.63125015311553;0.75;0.307;1.53808887794843e-08;Tg 5;TGME49-309930
2.08156558840706e-12;1.72504658063109;0.423;0.076;1.58136537751284e-08;Tg 5;TGME49-306350
2.27238024499138e-12;1.96533124806207;0.731;0.286;1.72632727211995e-08;Tg 5;TGME49-269885
2.31342811972857e-12;1.59153371994875;0.673;0.224;1.7575113425578e-08;Tg 5;TGME49-289100
2.3261376476895e-12;2.11661459687087;0.635;0.203;1.76716677094971e-08;Tg 5;TGME49-278130
2.34920899213075e-12;1.27618302274643;1;0.821;1.78469407132173e-08;Tg 5;TGME49-315610
2.41245786552236e-12;2.43837977923787;0.865;0.507;1.83274424043734e-08;Tg 5;TGME49-311470
2.42472049294103e-12;2.00159099902477;0.5;0.117;1.8420601584873e-08;Tg 5;TGME49-307020
3.35927870265519e-12;1.95213135872375;0.865;0.545;2.55204403040715e-08;Tg 5;TGME49-207240
3.40447244926472e-12;1.79151111844409;0.865;0.441;2.58637771970641e-08;Tg 5;TGME49-225200
3.58063422741309e-12;2.07566426993207;0.885;0.524;2.72020782256573e-08;Tg 5;TGME49-225150
3.71285632456788e-12;1.1454684446859;0.25;0.017;2.82065694977422e-08;Tg 5;TGME49-289340
3.87954638103848e-12;2.19949811682566;0.577;0.176;2.94729138567493e-08;Tg 5;TGME49-225860
3.98895123230681e-12;2.70350964609177;0.481;0.114;3.03040625118348e-08;Tg 5;TGME49-226220
4.17507968861308e-12;2.67553451077994;0.558;0.166;3.17180803943935e-08;Tg 5;TGME49-294560
4.29586949967235e-12;1.67691543608006;0.769;0.321;3.26357205890108e-08;Tg 5;TGME49-310450
4.76838715657441e-12;2.31498850912166;0.769;0.324;3.62254372284958e-08;Tg 5;TGME49-265420
6.62154503199175e-12;2.61282332908638;0.75;0.417;5.03038776080413e-08;Tg 5;TGME49-235340
6.64519990757717e-12;2.1751979330538;0.654;0.234;5.04835836978638e-08;Tg 5;TGME49-251740
7.02047098634547e-12;2.00810190299465;0.519;0.141;5.33345180832665e-08;Tg 5;TGME49-276130
7.57642995039614e-12;2.11869346638147;0.519;0.131;5.75581383331595e-08;Tg 5;TGME49-200330
8.40493274113039e-12;1.77948269033276;0.827;0.448;6.38522740343676e-08;Tg 5;TGME49-287160
8.66320609693434e-12;2.65122520483202;0.788;0.479;6.58143767184102e-08;Tg 5;TGME49-297180
9.43132307034021e-12;2.18790616838492;0.673;0.259;7.16497613653746e-08;Tg 5;TGME49-213920
1.01948751924894e-11;1.87421546715961;0.538;0.148;7.74504668373421e-08;Tg 5;TGME49-233010
1.17779770411781e-11;1.49264476062158;0.538;0.138;8.94772915818297e-08;Tg 5;TGME49-229650
1.24378070100954e-11;1.84212671015965;0.846;0.521;9.44900198556945e-08;Tg 5;TGME49-310070
1.35988939764897e-11;2.03293371976031;0.596;0.183;1.03310797539392e-07;Tg 5;TGME49-224700
1.51142142737296e-11;1.52211370928234;0.519;0.128;1.14822685837524e-07;Tg 5;TGME49-257470
1.55880390187203e-11;1.82394537367568;0.404;0.079;1.18422332425218e-07;Tg 5;TGME49-264980
1.76949474913545e-11;2.5205992478337;0.5;0.134;1.3442851609182e-07;Tg 5;TGME49-268870
1.8922101007301e-11;1.56885569022261;0.442;0.09;1.43751201352465e-07;Tg 5;TGME49-224840
2.05545955181309e-11;1.85931744269039;0.673;0.269;1.5615326215124e-07;Tg 5;TGME49-246080
2.12245157360072e-11;2.65586301548509;0.75;0.407;1.61242646046447e-07;Tg 5;TGME49-224530
2.40129222574528e-11;2.08758959358225;0.577;0.179;1.82426170389869e-07;Tg 5;TGME49-250670
2.94267285334622e-11;2.367894941169;0.712;0.376;2.23554856668712e-07;Tg 5;TGME49-203390
3.19546542764766e-11;2.22463089353245;0.673;0.286;2.42759508538393e-07;Tg 5;TGME49-257300
3.37207659390012e-11;3.39585993922309;0.75;0.469;2.56176658838592e-07;Tg 5;TGME49-201170
3.51501016460298e-11;2.45562262991947;0.442;0.1;2.67035322204888e-07;Tg 5;TGME49-301170
4.08037130712581e-11;1.62598420432697;0.942;0.759;3.09985808202348e-07;Tg 5;TGME49-309560
4.22673940122312e-11;2.58835591981044;0.635;0.252;3.2110539231092e-07;Tg 5;TGME49-264600
4.89831202965203e-11;2.34096501905783;0.538;0.159;3.72124764892665e-07;Tg 5;TGME49-285290
5.485057254616e-11;2.43171624042547;0.577;0.203;4.16699799633177e-07;Tg 5;TGME49-231070
6.39111595969323e-11;1.79805143888121;0.5;0.131;4.85533079457895e-07;Tg 5;TGME49-239300
6.74381142701156e-11;1.56169046012259;0.962;0.734;5.12327354110068e-07;Tg 5;TGME49-247195
6.84667584850577e-11;2.41574906573183;0.712;0.338;5.20141964210983e-07;Tg 5;TGME49-203930
7.80973173435995e-11;1.45649080809575;0.5;0.131;5.93305319859325e-07;Tg 5;TGME49-215570
7.89520005019083e-11;2.41299733195928;0.885;0.766;5.99798347812997e-07;Tg 5;TGME49-223940
8.60893112813821e-11;1.32098531096824;0.462;0.11;6.5402049780466e-07;Tg 5;TGME49-242240
9.33498335197939e-11;2.05325952991477;0.615;0.231;7.09178685249874e-07;Tg 5;TGME49-263180
9.66889824044256e-11;1.67211444981624;0.442;0.103;7.34546199326421e-07;Tg 5;TGME49-263500
1.00201030193828e-10;1.26708726987391;0.942;0.817;7.61227226382511e-07;Tg 5;TGME49-259940
1.08370797201824e-10;2.09244624876459;0.442;0.103;8.23292946342259e-07;Tg 5;TGME49-239560
1.25634251795338e-10;2.36002126605944;0.5;0.145;9.54443410889184e-07;Tg 5;TGME49-304670
