myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2
Samd9l	0.75	1.65068087096815	0.5	2.38142910663602	0.75	0.444
Flt3	0.75	1.65822807660353	0.5	2.39231742277876	0.5	0
Baiap2l1	0.75	1.32175583998232	0.5	1.90689059560852	0.5	0
Gm26970	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Pilrb1	0.75	1.18740778745124	0.5	1.71306732646884	0.75	0.222
Gm42979	0.75	2.14006616349627	0.5	3.08746284125034	0.5	0
Pptc7	0.75	0.308838272419093	0.5	0.44555944405574	1	0.556
Grk3	0.75	0.970357953144431	0.5	1.39993060688863	1	0.556
Gm15446	0.75	0.559615787935423	0.5	0.807354922057604	0.5	0
5430403G16Rik	0.75	0.693147180559945	0.5	1	0.5	0
Dgkq	0.75	2.27726728500976	0.5	3.28540221886225	0.5	0
Gm42601	0.75	0.693147180559945	0.5	1	0.5	0
Rest	0.75	0.710125517094363	0.5	1.02449456192075	1	1
Gm42571	0.75	0.810930216216329	0.5	1.16992500144231	0.5	0
Gm43792	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm43775	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Rhoh	0.75	0.931558204004943	0.5	1.34395440121736	0.75	0.333
Tmub1	0.75	1.70474809223843	0.5	2.4594316186373	0.5	0
Nupl2	0.75	1.25276296849537	0.5	1.8073549220576	0.5	0
Adam22	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Gm4960	0.75	0.693147180559945	0.5	1	0.5	0
Pex1	0.75	1.32175583998232	0.5	1.90689059560852	0.5	0
Acap3	0.75	0.908568685780244	0.5	1.31078753728216	0.75	0.333
Dvl1	0.75	0.820319956566168	0.5	1.18347153328026	1	0.667
Gm13077	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Errfi1	0.75	0.685767073262323	0.5	0.989352755800492	1	0.889
Ctnnbip1	0.75	0.275411979859966	0.5	0.397335497545384	1	0.333
Gm13241	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Ifnlr1	0.75	2.42036812865043	0.5	3.49185309632967	0.5	0
Grhl3	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Pigv	0.75	1.6094379124341	0.5	2.32192809488736	0.5	0
Tesk2	0.75	2.30258509299405	0.5	3.32192809488736	0.5	0
Akr1a1	0.75	0.229953425719073	0.5	0.331752666920334	1	1
Focad	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Gm12419	0.75	0.693147180559945	0.5	1	0.5	0
Gm11212	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Fsd1l	0.75	1.44691898293633	0.5	2.08746284125034	0.5	0
Nr4a3	0.75	0.884542033559575	0.5	1.27612440527424	1	0.889
Nans	0.75	0.882539748594452	0.5	1.27323571868461	1	1
Aldh1b1	0.75	1.50407739677627	0.5	2.16992500144231	0.5	0
Tln1	0.75	0.494260606891296	0.5	0.713067326468842	1	1
Fam214b	0.75	1.94591014905531	0.5	2.8073549220576	0.5	0
Il11ra1	0.75	0.436963775167535	0.5	0.630405471482323	1	0.778
Nudt2	0.75	0.565807758183344	0.5	0.816288046827612	0.75	0.333
Dcaf12	0.75	0.420833138336479	0.5	0.607133881719776	1	0.889
Aco1	0.75	0.781731061524066	0.5	1.12779952576964	1	0.778
Gm43088	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
2810428J06Rik	0.75	0.916290731874155	0.5	1.32192809488736	0.5	0
Ppa2	0.75	0.599621122549122	0.5	0.865070419913891	1	0.556
Neurog2	0.75	1.50407739677627	0.5	2.16992500144231	0.5	0
Snx7	0.75	0.559615787935423	0.5	0.807354922057604	1	0.778
Frrs1	0.75	0.702716631576096	0.5	1.01380579952503	1	0.889
Agl	0.75	0.567308133558578	0.5	0.818452630940935	0.75	0.222
Henmt1	0.75	1.70474809223843	0.5	2.4594316186373	0.5	0
M6pr-ps	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Polr3c	0.75	0.525999177136438	0.5	0.758856404366414	1	1
Gm42671	0.75	1.70474809223843	0.5	2.4594316186373	0.5	0
Golph3l	0.75	0.564999938444769	0.5	0.815122609296838	1	1
Pip5k1a	0.75	0.900161349944272	0.5	1.29865831556452	0.75	0.556
Tchh	0.75	1.6094379124341	0.5	2.32192809488736	0.5	0
4632404H12Rik	0.75	1.79175946922805	0.5	2.58496250072116	0.5	0
Efna1	0.75	1.65822807660353	0.5	2.39231742277876	0.5	0
Pklr	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Ubqln4	0.75	0.855381978787162	0.5	1.23405533886203	1	0.778
Slc25a44	0.75	1.20956935925409	0.5	1.74503971620712	0.75	0.333
Tlr2	0.75	0.596273278779438	0.5	0.860240502309697	1	0.556
Mfsd1	0.75	0.224815792506572	0.5	0.324340628962754	1	1
Gm37589	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Cog6	0.75	0.60120968523426	0.5	0.867362231421882	0.75	0.222
5031434O11Rik	0.75	1.70474809223843	0.5	2.4594316186373	0.5	0
Actl6a	0.75	0.600634807379968	0.5	0.866532857992378	1	1
Mynn	0.75	0.505548566665147	0.5	0.729352410056331	0.75	0.333
Gm4855	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Zfand1	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Gm16685	0.75	0.916290731874155	0.5	1.32192809488736	0.5	0
Pir	0.75	1.32175583998232	0.5	1.90689059560852	0.5	0
Gm7150	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm2214	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Tmsb15b1	0.75	0.693147180559945	0.5	1	0.5	0
Tceal8	0.75	0.434452644981417	0.5	0.626782676415783	1	0.333
Gla	0.75	1.20896034583698	0.5	1.74416109557041	0.75	0.333
Gm7823	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm14766	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Prrg1	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Abcd1	0.75	1.87779380656986	0.5	2.70908381255034	0.75	0.333
Rpl39	0.75	0.222617096971964	0.5	0.321168581818549	1	1
Maoa	0.75	1.65822807660353	0.5	2.39231742277876	0.5	0
Rpgr	0.75	1.74919985480926	0.5	2.52356195605701	0.5	0
Gmeb2	0.75	0.276847730286071	0.5	0.39940684756508	0.75	0.333
Ss18l1	0.75	1.50407739677627	0.5	2.16992500144231	0.5	0
Rps8-ps5	0.75	0.292136422801161	0.5	0.421463768438277	1	0.889
4930518I15Rik	0.75	1.32175583998232	0.5	1.90689059560852	0.5	0
Kif3b	0.75	0.456385198535421	0.5	0.658424662662177	1	0.556
Kiz	0.75	1.32175583998232	0.5	1.90689059560852	0.5	0
Rassf2	0.75	0.58098061043312	0.5	0.838177845524505	1	0.889
Smox	0.75	0.228324910056207	0.5	0.329403215449508	1	0.667
Gm14039	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Tmem87b	0.75	0.779181517901748	0.5	1.12412131182919	0.75	0.333
Myef2	0.75	0.916290731874155	0.5	1.32192809488736	0.5	0
Ttbk2	0.75	0.693147180559945	0.5	1	0.5	0
Katnbl1	0.75	0.449916870678998	0.5	0.649092838140872	0.75	0.333
4933423P22Rik	0.75	0.810930216216329	0.5	1.16992500144231	0.5	0
Gm13622	0.75	0.693147180559945	0.5	1	0.5	0
Gm18791	0.75	0.693147180559945	0.5	1	0.5	0
Rabepk	0.75	1.00508623065729	0.5	1.45003292063505	1	0.444
Eng	0.75	1.94591014905531	0.5	2.8073549220576	0.5	0
Kyat1	0.75	1.65822807660353	0.5	2.39231742277876	0.5	0
Nacc2	0.75	1.83258146374831	0.5	2.64385618977472	0.5	0
Fbxw5	0.75	0.228131092825249	0.5	0.329123596291566	1	0.778
Il15ra	0.75	0.570254186140478	0.5	0.82270288639104	1	0.778
1700034H15Rik	0.75	1.44691898293633	0.5	2.08746284125034	0.5	0
Bpnt1	0.75	1.14363597004206	0.5	1.64991794256193	0.75	0.556
Ifi205	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Ifi211	0.75	2.07944154167984	0.5	3	0.5	0
Pigm	0.75	1.28093384546206	0.5	1.84799690655495	0.75	0.556
Prdx6	0.75	0.476114066090095	0.5	0.68688740204566	1	1
4930562F07Rik	0.75	0.916290731874155	0.5	1.32192809488736	0.5	0
Cryzl2	0.75	1.08718359284449	0.5	1.56847437793259	0.75	0.333
Rnasel	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Arpc5	0.75	0.338484583315042	0.5	0.488330029765978	1	1
Gm7266	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Adipor1	0.75	0.290495733343701	0.5	0.419096753894361	1	1
Plekha6	0.75	1.50407739677627	0.5	2.16992500144231	0.5	0
Gm37407	0.75	1.17865499634165	0.5	1.70043971814109	0.5	0
Gm37588	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm37745	0.75	1.01160091167848	0.5	1.4594316186373	0.5	0
Gm3508	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm7195	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Gm18182	0.75	0.693147180559945	0.5	1	0.5	0
Tuba4a	0.75	0.600957128091864	0.5	0.866997868485005	1	0.556
Eef1b2	0.75	0.267103609831388	0.5	0.385349053307284	1	1
Gm37121	0.75	1.79175946922805	0.5	2.58496250072116	0.5	0
Mfsd6	0.75	0.693147180559945	0.5	1	0.5	0
Gm16103	0.75	1.74919985480926	0.5	2.52356195605701	0.5	0
Cnot11	0.75	1.13635261665096	0.5	1.63941028474353	0.75	0.556
Ube2w	0.75	0.488642614587072	0.5	0.704962276831786	1	0.778
Nras-ps2	0.75	0.405465108108164	0.5	0.584962500721156	0.5	0
Fam204a	0.25	-1.2100151187819	0.5	-1.74568281126732	0.5	0.667
Vps13a	0.25	-1.15427313577366	0.5	-1.66526412881202	0.5	0.778
Mrpl16	0.25	-0.707853327949641	0.5	-1.0212164859097	0.5	0.889
Cfl1	0.25	-0.223033715518614	0.5	-0.321769635329744	1	1
Dym	0.25	-0.932039088842294	0.5	-1.34464817138745	0.75	0.778
Tubb6	0.25	-0.742418229566728	0.5	-1.07108309806148	1	1
Csnk1g3	0.25	-0.840471895316804	0.5	-1.2125446353801	0.75	0.889
Srfbp1	0.25	-1.04296103411873	0.5	-1.50467471176352	0.25	0.778
E4f1	0.25	-1.52196022627305	0.5	-2.19572447087437	0.75	0.778
Hmgn1	0.25	-0.634453061273568	0.5	-0.915322285176199	1	1
Ranbp1	0.25	-0.254737916732427	0.5	-0.367509129196258	1	1
1810013L24Rik	0.25	-0.679724160227805	0.5	-0.980634675133069	0.75	1
Nudt16l1	0.25	-0.595983432106297	0.5	-0.85982234195174	1	1
Gm49172	0.25	-1.49165487677772	0.5	-2.15200309344505	0.5	0.889
Hsf1	0.25	-1.1392995939835	0.5	-1.64366187432681	1	0.889
Brix1	0.25	-0.949080554697146	0.5	-1.36923380966572	1	0.889
Trip11	0.25	-1.59601489210196	0.5	-2.30256277002043	0.5	0.667
Ddx1	0.25	-0.628356675044072	0.5	-0.906527058995561	1	1
Zfp131	0.25	-1.10197363637081	0.5	-1.58981190038255	0.5	0.778
Zfp367	0.25	-1.21135291162356	0.5	-1.74761283836571	0.5	0.778
Secisbp2	0.25	-1.14045939860361	0.5	-1.64533511870064	0.75	1
Septin9	0.25	-1.11484502442993	0.5	-1.60838138810479	1	0.889
Gosr2	0.25	-0.543226719664748	0.5	-0.783710494538711	1	1
Ywhae	0.25	-0.314751394419999	0.5	-0.454090275842619	1	1
Rabep1	0.25	-0.627189212768148	0.5	-0.90484276695966	1	1
Mgl2	0.25	-1.58562726374038	0.5	-2.28757659009658	0.5	0.889
Elac2	0.25	-1.04603244682249	0.5	-1.50910582363975	0.75	0.889
Snx14	0.25	-2.20949466992803	0.5	-3.18762700317577	0.75	0.778
Cox5a	0.25	-0.423023420321543	0.5	-0.610293790677778	1	1
Dixdc1	0.25	-0.765984504512212	0.5	-1.10508204605756	1	0.889
Phf7	0.25	-1.15267950993839	0.5	-1.66296501272243	0.5	0.778
Ogfod1	0.25	-1.81212677205249	0.5	-2.61434630750225	0.5	0.667
Slc7a2	0.25	-0.657531074110103	0.5	-0.948616819849039	1	1
Smim19	0.25	-1.38629436111989	0.5	-2	0.25	0.778
Cnpy2	0.25	-0.827495233091024	0.5	-1.19382326913968	1	0.889
Cisd1	0.25	-0.680576720624732	0.5	-0.981864659789775	1	1
Arl6ip1	0.25	-0.427281161638729	0.5	-0.61643641296147	1	1
Tmem135	0.25	-0.785084675885631	0.5	-1.13263776857812	0.5	1
Ptov1	0.25	-1.01237761074665	0.5	-1.46055215853121	1	0.889
Etfb	0.25	-0.562785362696701	0.5	-0.811927651847429	1	0.889
Timm50	0.25	-0.495899973549315	0.5	-0.715432432616566	1	1
Irf2bp1	0.25	-1.64320477490492	0.5	-2.37064337992039	0.25	0.778
Wbp11	0.25	-0.980829253011726	0.5	-1.41503749927884	0.75	0.889
Gm32536	0.25	-0.441832752279039	0.5	-0.637429920615292	1	1
Jagn1	0.25	-0.830768558435993	0.5	-1.19854567938208	0.75	1
Skap2	0.25	-0.602763119091676	0.5	-0.869603362744326	1	1
Cnpy4	0.25	-1.91364928683709	0.5	-2.76081233612057	0.5	0.667
Mdh2	0.25	-0.417075787553763	0.5	-0.601713170378673	1	1
Rhbdd2	0.25	-1.63141681915288	0.5	-2.3536369546147	0.5	0.667
P2rx4	0.25	-0.439538296205516	0.5	-0.634119720216482	1	1
Pop5	0.25	-0.562910683832275	0.5	-0.812108452028239	1	1
Med28	0.25	-0.623630885873396	0.5	-0.89970918639474	1	1
Park7	0.25	-0.855848242833017	0.5	-1.23472801568873	1	1
B4galt1	0.25	-0.769520159344519	0.5	-1.11018291775042	1	0.889
Wwp1	0.25	-0.610455464714832	0.5	-0.880701071627655	0.25	0.889
Ampd2	0.25	-0.606799153511721	0.5	-0.875426129586982	1	1
Atp1a1	0.25	-0.795041488241285	0.5	-1.14700241238668	1	1
Hdgf	0.25	-0.296829745388568	0.5	-0.428234801660421	1	1
Rps6ka3	0.25	-0.531879032963823	0.5	-0.767339243209725	0.75	0.889
Cstf2	0.25	-1.91364928683709	0.5	-2.76081233612057	0.5	0.667
Htatsf1	0.25	-1.16141318990714	0.5	-1.67556504950206	0.5	0.889
Cask	0.25	-0.520613630132154	0.5	-0.751086702410859	0.25	0.889
Ogfr	0.25	-0.624154309072994	0.5	-0.900464326449085	0.75	1
Rps21	0.25	-0.638543046525094	0.5	-0.921222886615883	1	1
Rae1	0.25	-0.931615270230314	0.5	-1.3440367303777	0.5	0.889
Nop56	0.25	-0.411644014060154	0.5	-0.59387677769621	1	1
Dnajc24	0.25	-1.13497993283898	0.5	-1.63742992061529	0.5	0.778
Nup160	0.25	-1.23105376292861	0.5	-1.7760351588448	0.5	0.778
Map3k20	0.25	-1.86056238915208	0.5	-2.68422413209423	0.5	0.667
Ndufa8	0.25	-0.351724438778876	0.5	-0.507431103585739	1	1
Hspa5	0.25	-0.195913138455551	0.5	-0.282642913294817	1	1
Gm13349	0.25	-0.798507696217772	0.5	-1.15200309344505	0.25	0.778
H3f3a	0.25	-0.628007878388984	0.5	-0.906023851790986	1	1
Desi2	0.25	-0.915231970525913	0.5	-1.32040062514077	0.5	0.889
Lrrfip1	0.25	-0.644579213925035	0.5	-0.929931235389755	1	1
Usp37	0.25	-0.806637822301022	0.5	-1.16373238602716	1	0.889
Shoc2	0.736	0.646627164925052	0.472	0.932885804141463	1	0.889
Avpi1	0.736	0.496119476376295	0.472	0.71574910825651	1	0.778
Smarca2	0.736	1.12601126285622	0.472	1.62449086490779	1	0.556
Atl3	0.736	0.820319956566168	0.472	1.18347153328026	1	0.889
Dnajc4	0.736	0.977984300879495	0.472	1.41093310094611	0.75	0.444
Tm7sf2	0.736	0.786832664637268	0.472	1.13515958328164	0.75	0.222
Map3k11	0.736	0.667829372575655	0.472	0.963474123974886	0.75	0.333
Kat5	0.736	0.727548607277278	0.472	1.0496307677246	1	0.556
Zadh2	0.736	0.68209734437336	0.472	0.984058456130979	0.75	0.889
Rnf14	0.736	1.30340670131412	0.472	1.88041838424733	0.75	0.667
2700062C07Rik	0.736	0.346624608085231	0.472	0.500073603134643	0.75	0.444
Usp14	0.736	0.202124184090134	0.472	0.291603558030565	1	1
Fez2	0.736	0.226416876659179	0.472	0.326650505129765	1	0.778
Fbxl17	0.736	1.03407376753054	0.472	1.49185309632967	0.75	0.444
Foxp4	0.736	0.708276062156245	0.472	1.02182636245318	0.75	0.667
Ccnd3	0.736	0.877621590715001	0.472	1.26614031670162	0.75	0.556
Jam2	0.736	0.978921947455459	0.472	1.41228583901136	0.75	0.222
Chmp2b	0.736	0.48393672354966	0.472	0.698173111169146	1	0.889
Snx4	0.736	0.492476485097794	0.472	0.710493382805015	1	0.778
Fyttd1	0.736	0.364643113587909	0.472	0.526068811667588	1	0.889
Dgcr8	0.736	0.196563913509497	0.472	0.283581783237879	1	0.778
Ciita	0.736	2.37311524379988	0.472	3.4236815936881	0.75	0.444
Zfp622	0.736	0.973449145714104	0.472	1.40439025507934	0.75	0.556
AW549877	0.736	0.363617998172664	0.472	0.524589882741674	1	0.556
Rin3	0.736	0.877621590715001	0.472	1.26614031670162	0.75	0.667
Rpl36al	0.736	0.411544154184547	0.472	0.593732710348888	1	1
Gm21188	0.736	0.610259520754178	0.472	0.880418384247328	1	0.444
Tifab	0.736	0.87992308770328	0.472	1.26946067499323	1	0.444
Rptor	0.736	0.584617090140839	0.472	0.843424176765126	1	0.778
Map3k3	0.736	0.6920690133396	0.472	0.998444533497959	1	0.556
Ccdc43	0.736	0.370978932036995	0.472	0.535209465524057	1	0.444
Igfbp4	0.736	1.32552942936596	0.472	1.91233473429865	0.75	0.444
Akap1	0.736	0.518106744264129	0.472	0.747470030600986	1	0.778
Tefm	0.736	0.746391695078757	0.472	1.07681559705083	0.75	0.333
Utp6	0.736	0.65302718677052	0.472	0.9421190839195	1	0.889
Ube2b	0.736	0.307539570937856	0.472	0.443685813869164	1	1
Psme4	0.736	0.976179789111636	0.472	1.40832974076739	1	0.889
Nf2	0.736	0.74801639080576	0.472	1.07915953751913	0.75	0.556
Mras	0.736	1.08422355121601	0.472	1.56420394055436	0.75	0.444
Zfp609	0.736	0.594259179407736	0.472	0.857334771134286	1	0.778
Uaca	0.736	0.726372828188266	0.472	1.0479344770637	0.75	0.222
Senp8	0.736	0.971272866291508	0.472	1.40125054754877	0.75	0.333
Arhgef12	0.736	0.405465108108164	0.472	0.584962500721156	1	0.556
Gramd1b	0.736	1.02799472145416	0.472	1.48308288670194	0.75	0.444
Foxred1	0.736	0.504994703455198	0.472	0.728553354350006	1	0.667
Srpr	0.736	0.620656331231879	0.472	0.895417811164569	1	1
Pck2	0.736	0.919143800856561	0.472	1.32604420335959	0.75	0.222
Ccser2	0.736	0.438254930931155	0.472	0.632268215499512	1	0.778
Selenok	0.736	0.427937963960223	0.472	0.617383978413533	1	0.889
Cyld	0.736	0.515215972067284	0.472	0.743299527888256	1	0.667
Trir	0.736	0.366750595927474	0.472	0.529109265987639	1	1
Cc2d1a	0.736	0.361979996168425	0.472	0.522226745373193	1	0.444
Gmip	0.736	0.401030511040299	0.472	0.578564729523005	1	0.556
Ppp1r3b	0.736	0.730887508542792	0.472	1.05444778402238	1	0.667
Upf3a	0.736	0.575364144903562	0.472	0.830074998557688	1	0.778
Ftl1-ps2	0.736	0.325422400434628	0.472	0.46948528330122	0.75	0.222
Frs2	0.736	-0.386772975096012	0.472	-0.557995453120887	1	0.444
Ankrd24	0.736	0.308838272419093	0.472	0.44555944405574	0.75	0.222
Nrbf2	0.736	0.715620036412004	0.472	1.03242147769238	0.75	0.444
Eif4ebp2	0.736	0.21067678254908	0.472	0.303942349414	1	0.889
Echdc1	0.736	0.466089729924599	0.472	0.672425341971496	0.75	0.222
Pex7	0.736	0.489346592088867	0.472	0.705977901682523	1	0.667
Gm9711	0.736	0.500775287912489	0.472	0.722466024471091	0.75	0.333
Zfp646	0.736	0.952008814476234	0.472	1.37345839552744	0.75	0.333
Rnf141	0.736	0.391076370656064	0.472	0.564203940554359	1	0.667
Crebzf	0.736	0.587786664902119	0.472	0.84799690655495	1	0.667
Proser3	0.736	0.911013674773312	0.472	1.31431491077749	0.75	0.333
Cox7a1	0.736	0.538996500732687	0.472	0.777607578663552	0.75	0.222
Fam98c	0.736	0.810930216216329	0.472	1.16992500144231	0.75	0.444
Paf1	0.736	0.385262400790645	0.472	0.55581615506164	1	0.889
Akr1b10	0.736	0.474457979595116	0.472	0.684498174272071	0.75	0.222
Irf5	0.736	0.496899314067796	0.472	0.716874176226737	1	1
Tnrc18	0.736	0.440556427919434	0.472	0.635588573791125	1	0.444
Gna12	0.736	0.635577328738468	0.472	0.916944260272442	1	0.556
Cenpc1	0.736	1.12938394733486	0.472	1.62935662007961	0.75	0.444
Lcorl	0.736	0.715620036412004	0.472	1.03242147769238	0.75	0.222
Babam2	0.736	0.42720509474457	0.472	0.616326671630492	1	0.889
Cyp51	0.736	0.51419830824463	0.472	0.741831349338022	1	0.889
Sdf4	0.736	0.33064131631042	0.472	0.477014587354041	1	1
Ssu72	0.736	0.38418770966088	0.472	0.55426570349824	1	1
Slc35e2	0.736	0.810930216216329	0.472	1.16992500144231	0.75	0.222
Pef1	0.736	0.368077576036544	0.472	0.531023693610353	1	0.889
Pigo	0.736	1.26694760348732	0.472	1.82781902461732	0.75	0.222
Slc35a1	0.736	0.598959965500244	0.472	0.864116571918227	1	0.778
Gem	0.736	0.993251773010284	0.472	1.43295940727611	0.75	0.333
Tifa	0.736	1.18562366565774	0.472	1.71049338280502	0.75	0.333
4933434E20Rik	0.736	0.75782039090238	0.472	1.0933037198394	1	0.667
Arfip1	0.736	0.443205436091011	0.472	0.639410284743532	0.75	0.222
Atg4a	0.736	0.474457979595116	0.472	0.684498174272071	0.75	0.222
Pdk3	0.736	0.348113811636699	0.472	0.50222206971322	1	0.889
Gm1848	0.736	0.500775287912489	0.472	0.722466024471091	0.75	0.222
Sys1	0.736	0.742721966189795	0.472	1.07152129738132	1	0.778
Edem2	0.736	0.862223510603879	0.472	1.24392558288609	0.75	0.667
Pygb	0.736	1.03770353558112	0.472	1.49708974469582	0.75	0.444
Chp1	0.736	0.801961546233569	0.472	1.15698594573481	1	0.778
Slc35c1	0.736	0.29105475693042	0.472	0.41990325445066	0.75	0.444
Dync1i2	0.736	0.26203264450093	0.472	0.378033196772512	1	1
Hspa14	0.736	0.797596685346863	0.472	1.15068878257939	1	0.889
Pex19	0.736	1.3253856080329	0.472	1.91212724397467	1	0.778
Rnf2	0.736	0.628608659422374	0.472	0.906890595608519	1	0.556
Elk4	0.736	0.179340928655817	0.472	0.258734268400168	1	0.778
Pign	0.736	1.32175583998232	0.472	1.90689059560852	0.75	0.444
Cnppd1	0.736	0.602528946639322	0.472	0.869265523308601	1	0.778
Als2	0.736	0.648411286718554	0.472	0.93545974780529	0.75	0.222
Pdcl3	0.736	0.747751314594797	0.472	1.07877711338412	1	0.556
mt-Tc	0.264	-0.635988766719996	0.472	-0.917537839808027	0.5	0.778
mt-Tm	0.264	-0.863046217355343	0.472	-1.24511249783653	0.75	0.778
Arl3	0.264	-0.980829253011726	0.472	-1.41503749927884	0.75	0.889
Rps6ka4	0.264	-0.50125617274984	0.472	-0.723159794641176	0.25	0.889
Khsrp	0.264	-0.424133175179638	0.472	-0.611894828508154	1	1
Cbx5	0.264	-0.255158880746221	0.472	-0.368116451891352	1	1
Kansl2	0.264	-1.07180103121745	0.472	-1.5462820325571	0.25	0.667
Gxylt1	0.264	-1.14916456783094	0.472	-1.65789402317501	0.25	0.667
Snu13	0.264	-0.484115473438417	0.472	-0.698430992747217	1	1
C030006K11Rik	0.264	-1.25804002559621	0.472	-1.81496810616748	0.5	0.778
Srp54c	0.264	-0.798507696217772	0.472	-1.15200309344505	0.5	0.778
Wsb1	0.264	-0.65715357791204	0.472	-0.948072207956139	0.75	1
Tmem97	0.264	-0.701657870227854	0.472	-1.01227832977844	1	1
Canx	0.264	-0.274682817908142	0.472	-0.396283539213481	1	1
Usp19	0.264	-1.80931778144143	0.472	-2.61029379067778	1	1
Tmed1	0.264	-1.7227665977411	0.472	-2.48542682717024	0.25	0.667
Clybl	0.264	-1.35468902170456	0.472	-1.95440313355989	0.75	0.778
Zc3h18	0.264	-0.5253537243289	0.472	-0.757925212801852	1	1
Cmc2	0.264	-1.69663445746426	0.472	-2.44772611798502	1	0.889
Fkbp8	0.264	-0.608638933788434	0.472	-0.87808037146852	1	1
Ash2l	0.264	-0.950313709085776	0.472	-1.37101287538685	1	0.889
Arhgef7	0.264	-0.705417273151759	0.472	-1.01770200173346	0.5	0.889
Snrpf	0.264	-0.524070850516011	0.472	-0.756074417113911	1	0.889
Utp20	0.264	-0.352220593589352	0.472	-0.508146903670326	1	1
Chst11	0.264	-1.32913594727994	0.472	-1.91753783980803	0.75	0.889
Slc29a3	0.264	-1.1091387016551	0.472	-1.60014890453583	0.75	0.889
Gcc2	0.264	-1.22136454703781	0.472	-1.76205657512904	0.5	0.778
Kcnq1ot1	0.264	-0.45936523104068	0.472	-0.662723940779202	1	1
Ptpre	0.264	-0.816207273317172	0.472	-1.17753818555219	0.5	0.889
Pstk	0.264	-0.689023463376083	0.472	-0.994050733668814	0.5	0.889
Swap70	0.264	-0.739474164633579	0.472	-1.06683571018237	1	0.889
Pdcd2l	0.264	-1.45083288225746	0.472	-2.09310940439148	0.25	0.667
Kmt2b	0.264	-1.72804365484195	0.472	-2.49304001128012	0.25	0.667
Tsen34	0.264	-0.837728409371053	0.472	-1.20858662181142	1	0.889
Snd1	0.264	-0.69872710735342	0.472	-1.00805013271347	1	1
Vps50	0.264	-1.84387547036707	0.472	-2.66014999711537	0.5	0.778
Kmt5a	0.264	-0.827859908230299	0.472	-1.19434938415465	1	1
Gcn1	0.264	-1.26191064143216	0.472	-1.82055222443918	0.5	0.778
Sart3	0.264	-0.864830339148844	0.472	-1.24768644150036	0.75	1
Utp3	0.264	-0.628789311577143	0.472	-0.907151221576329	0.75	0.889
Noa1	0.264	-1.44036158239017	0.472	-2.07800251200127	0.5	0.778
Rheb	0.264	-0.479716070181341	0.472	-0.692083995485362	1	1
Man1c1	0.264	-1.24745791626567	0.472	-1.79970134951417	0.25	0.667
Smc2	0.264	-1.99997737032559	0.472	-2.88535743405888	0.5	0.778
Fdps	0.264	-0.586175061007777	0.472	-0.845671853608706	0.75	0.889
Ash1l	0.264	-0.703197516413447	0.472	-1.01449956969512	0.75	0.889
Gfm1	0.264	-0.736137365491314	0.472	-1.06202172660738	0.75	1
Romo1	0.264	-0.857931116688572	0.472	-1.23773296747093	1	1
1700037H04Rik	0.264	-0.972461003341209	0.472	-1.40296466697827	0.75	0.889
BC052040	0.264	-1.15267950993839	0.472	-1.66296501272243	0.25	0.667
Ptgs1	0.264	-1.84447625140046	0.472	-2.66101674093291	0.25	0.667
Cercam	0.264	-0.771479023829852	0.472	-1.11300896182919	0.75	0.889
Dennd1b	0.264	-0.708895537528085	0.472	-1.02272007650008	0.25	0.889
Rpl37a	0.264	-0.444911256506127	0.472	-0.641871263397067	1	1
Zfp451	0.264	-0.345139127476568	0.472	-0.497930507627189	1	0.889
Sdhaf4	0.264	-0.828360659367453	0.472	-1.19507181533694	1	0.889
Gm17837	0.264	-0.59783700075562	0.472	-0.862496476250065	1	0.889
Casp7	0.722	0.656779536389071	0.444	0.947532580105864	1	0.556
Psd	0.722	0.444995946864799	0.444	0.641993445757535	1	0.667
Plaat3	0.722	0.63399950805725	0.444	0.914667946200238	1	0.556
