myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2
Isca1	0.556	0.185224316451916	0.112	0.267222202797228	0.5	0.444
Tgfbi	0.556	0.802854802210784	0.112	1.15827464170339	0.75	0.667
Ippk	0.556	-0.923670839171778	0.112	-1.33257533908687	0.25	0.111
Tmem170b	0.556	0.19782574332992	0.112	0.285402218862248	0.75	0.778
Ly86	0.556	0.582297172617348	0.112	0.840077243258712	0.5	0.556
H4c4	0.556	0.235566071312767	0.112	0.339850002884625	0.5	0.444
Fn3krp	0.556	-0.575364144903562	0.112	-0.830074998557688	0.25	0.111
Arl16	0.556	-0.287682072451781	0.112	-0.415037499278844	0.75	0.556
Tbc1d16	0.556	-0.25542121023356	0.112	-0.368494913341814	0.25	0.111
Lgals3bp	0.556	0.314115329519936	0.112	0.453172628165614	1	1
Tha1	0.556	-0.550046336919272	0.112	-0.793549122532574	0.25	0.111
Rhbdf2	0.556	-0.233614851181505	0.112	-0.337034987277571	1	0.556
Gm11677	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Milr1	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Cavin1	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Arhgap23	0.556	-0.230523658611832	0.112	-0.332575339086871	0.25	0.111
Cuedc1	0.556	-0.210721031315652	0.112	-0.3040061868901	0.25	0.111
Rad51c	0.556	0.492476485097794	0.112	0.710493382805016	0.25	0.111
Mrm1	0.556	-1.03752459668827	0.112	-1.49683159044249	0.75	0.444
Eral1	0.556	-0.275705881405065	0.112	-0.397759507847008	0.5	0.333
Smyd4	0.556	-0.432263301262888	0.112	-0.623624121090261	0.5	0.333
Tvp23b	0.556	0.632238427472953	0.112	0.912127243974665	0.5	0.556
Shmt1	0.556	-0.180436542098183	0.112	-0.260314904480202	1	0.667
Gm12268	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Jmjd4	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Skp1a	0.556	0.243074887021662	0.112	0.350682934070797	1	1
Rufy1	0.556	-0.545511181753881	0.112	-0.787006276665802	1	0.556
Med7	0.556	-0.26998249535238	0.112	-0.389502407171706	0.75	0.444
Cfap36	0.556	0.174941449496332	0.112	0.252387161634285	0.5	0.556
Ccdc85a	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Gm23582	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Slc35e4	0.556	-0.8754687373539	0.112	-1.26303440583379	0.25	0.111
Kif15	0.556	0.331357135954443	0.112	0.478047296804645	0.25	0.111
Zfp105	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Ulk4	0.556	0.191891007810105	0.112	0.276840205358824	0.25	0.111
Scap	0.556	-0.254456424823461	0.112	-0.367103022215141	1	0.889
Gm17040	0.556	-0.624154309072994	0.112	-0.900464326449085	0.25	0.111
Nt5e	0.556	0.454255272277596	0.112	0.655351828612554	0.25	0.111
Ube2cbp	0.556	-0.488352767913932	0.112	-0.704544116473828	0.25	0.111
Myo6	0.556	-1.44785225411932	0.112	-2.08880926695786	0.25	0.111
Lrrc1	0.556	-0.84199280815751	0.112	-1.21473884879301	0.25	0.111
Gm16144	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Pclaf	0.556	-1.60498356208472	0.112	-2.31550182572793	0.25	0.111
Mtfmt	0.556	0.251314428280906	0.112	0.362570079384708	0.25	0.111
2300009A05Rik	0.556	-0.315081046639895	0.112	-0.454565863465481	1	0.556
Arid3b	0.556	0.251314428280906	0.112	0.362570079384708	0.25	0.111
Commd4	0.556	0.238968592458607	0.112	0.344758803268248	1	1
Peak1	0.556	-0.537906582368661	0.112	-0.776035158844798	0.75	0.556
Nlrx1	0.556	0.325422400434628	0.112	0.46948528330122	0.25	0.111
Clmp	0.556	-0.259511195485085	0.112	-0.374395514781498	0.5	0.333
Pknox2	0.556	0.235566071312767	0.112	0.339850002884625	0.25	0.111
Igsf9b	0.556	-1.34855403313704	0.112	-1.94555221597762	0.25	0.111
Ldlr	0.556	0.236342770380939	0.112	0.340970542778539	1	0.889
Dync2h1	0.556	-1.05493722516545	0.112	-1.52195270319536	0.75	0.556
Msantd4	0.556	-0.934309237376833	0.112	-1.34792330342031	0.5	0.333
Kbtbd7	0.556	-0.50125617274984	0.112	-0.723159794641176	0.25	0.111
Cog3	0.556	-0.668145878354528	0.112	-0.963930745292479	1	0.556
Gfra2	0.556	-0.644357016390513	0.112	-0.929610672108602	0.25	0.111
Khnyn	0.556	0.483717305007912	0.112	0.69785655712709	0.5	0.556
Rnf31	0.556	0.19782574332992	0.112	0.285402218862248	0.5	0.444
Ndrg2	0.556	-0.946927701336045	0.112	-1.3661278987979	0.25	0.111
Gm8518	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Socs4	0.556	0.693147180559945	0.112	1	0.5	0.444
Gm15601	0.556	-0.71512608727872	0.112	-1.03170885972734	0.25	0.111
Gpr137c	0.556	-0.575364144903562	0.112	-0.830074998557688	0.25	0.111
Zfp503	0.556	-0.524070850516012	0.112	-0.756074417113911	0.25	0.111
Pdhb	0.556	0.192630926452816	0.112	0.277907682315324	1	1
Galns	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Taf1c	0.556	-0.575364144903562	0.112	-0.830074998557687	0.5	0.333
Wdr59	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Pskh1	0.556	0.39319501551635	0.112	0.567260498987697	0.5	0.444
Zdhhc1	0.556	-1.00144854021446	0.112	-1.4447848426729	0.25	0.111
Polr2c	0.556	0.340926586970594	0.112	0.491853096329675	1	0.889
Gm45804	0.556	0.340926586970593	0.112	0.491853096329675	0.25	0.111
Gm45294	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Anapc10	0.556	0.325422400434628	0.112	0.46948528330122	0.5	0.444
Tmem38a	0.556	-0.210721031315652	0.112	-0.3040061868901	0.25	0.111
Ell	0.556	-0.311635313474274	0.112	-0.449594721315213	1	0.889
Zfp964	0.556	-0.470003629245736	0.112	-0.678071905112638	0.25	0.111
Fam149a	0.556	-0.200670695462151	0.112	-0.289506617194984	0.25	0.111
Fut10	0.556	-1.06087196068526	0.112	-1.53051471669878	0.25	0.111
Cln8	0.556	0.36909746393729	0.112	0.532495080827021	0.25	0.111
Rdh5	0.556	-0.8754687373539	0.112	-1.26303440583379	0.25	0.111
Coq10a	0.556	-0.382992252256106	0.112	-0.552541023028779	0.5	0.333
Zbtb39	0.556	0.314493329902438	0.112	0.453717967442904	0.25	0.111
BC048403	0.556	0.191891007810105	0.112	0.276840205358824	0.5	0.444
Gm48204	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Dram1	0.556	-0.225161715470446	0.112	-0.324839690307265	1	0.778
Washc4	0.556	-0.26170658604852	0.112	-0.377562793860181	0.75	0.556
Gm47593	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Lrrc20	0.556	0.191891007810105	0.112	0.276840205358824	0.75	0.556
Micu1	0.556	-0.537142932083364	0.112	-0.774933444365227	0.5	0.333
Msl3l2	0.556	-0.524070850516012	0.112	-0.756074417113911	0.25	0.111
Slc16a10	0.556	-0.70541727315176	0.112	-1.01770200173346	0.25	0.111
L3mbtl3	0.556	-0.179468487811548	0.112	-0.258918297361562	0.25	0.111
Rab32	0.556	0.369097463937289	0.112	0.532495080827021	0.75	0.778
Fbxo5	0.556	-0.680724660561388	0.112	-0.982078092002738	0.25	0.111
Gatd1	0.556	-0.547193267936866	0.112	-0.789433014060342	0.75	0.556
Lrrc56	0.556	-1.07613943281605	0.112	-1.55254102302878	0.25	0.111
Bet1l	0.556	0.286859365700317	0.112	0.413850584328402	0.75	0.889
Mki67	0.556	-1.94907972381659	0.112	-2.81192765184743	0.25	0.111
Eef1akmt2	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Fam24a	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Kif22	0.556	-0.328504066972036	0.112	-0.473931188332412	0.25	0.111
Nfatc2ip	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Gm44550	0.556	-0.200670695462151	0.112	-0.289506617194984	0.25	0.111
Ppfibp2	0.556	1.01160091167848	0.112	1.4594316186373	0.5	0.667
Spcs2	0.556	0.298531028002907	0.112	0.430689233651279	1	1
Fah	0.556	-0.863046217355343	0.112	-1.24511249783653	0.25	0.111
Ramac	0.556	0.235566071312767	0.112	0.339850002884625	0.5	0.444
Prc1	0.556	-0.532804530484766	0.112	-0.768674453893544	0.25	0.111
C130083A15Rik	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Gm44752	0.556	-1.16315080980568	0.112	-1.67807190511264	0.25	0.111
Gas2	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Sergef	0.556	0.17366349405084	0.112	0.250543461650597	0.5	0.444
Klk1b11	0.556	0.937681921855472	0.112	1.35278905859212	0.75	0.778
4732471J01Rik	0.556	-0.470003629245736	0.112	-0.678071905112638	0.25	0.111
Hif3a	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Zfp446	0.556	0.191891007810105	0.112	0.276840205358825	0.25	0.111
Tnni3	0.556	-1.09330723643842	0.112	-1.57730892817772	0.25	0.111
Bicd1	0.556	-0.8754687373539	0.112	-1.26303440583379	0.25	0.111
2310001H17Rik	0.556	0.325422400434628	0.112	0.46948528330122	0.5	0.333
Il17re	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
Gm44264	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Nfu1	0.556	0.396954418440255	0.112	0.572684170942719	0.75	0.778
2610306M01Rik	0.556	-1.14916456783094	0.112	-1.65789402317501	0.25	0.111
Copg2	0.556	-0.532804530484766	0.112	-0.768674453893544	0.5	0.333
Cpa2	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Ube2h	0.556	0.810930216216329	0.112	1.16992500144231	0.5	0.556
Gm42548	0.556	-0.412845215405787	0.112	-0.595609744920665	0.25	0.111
Phf14	0.556	0.239143892660651	0.112	0.345011708000404	1	0.889
C1galt1	0.556	0.325422400434628	0.112	0.46948528330122	0.5	0.556
Ppp1r9a	0.556	-0.306031211119977	0.112	-0.441509710640035	0.5	0.333
Zdhhc4	0.556	-0.214559807622818	0.112	-0.30954437043153	1	0.556
Fbxl18	0.556	-0.72951482473082	0.112	-1.05246741989414	0.25	0.111
Foxk1	0.556	-0.93826963859293	0.112	-1.3536369546147	0.25	0.111
Lfng	0.556	0.641031179420931	0.112	0.924812503605781	0.5	0.667
Ufsp1	0.556	0.235566071312767	0.112	0.339850002884625	0.25	0.111
Gm42986	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Gm43359	0.556	0.231111720963387	0.112	0.333423733725192	0.5	0.444
Rita1	0.556	-0.179468487811548	0.112	-0.258918297361562	0.25	0.111
Pxmp2	0.556	-0.245122458032985	0.112	-0.3536369546147	0.25	0.111
Gm43513	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Rasgef1b	0.556	-0.528844129268669	0.112	-0.762960802699151	0.5	0.333
Cdkl2	0.556	-0.670674324707886	0.112	-0.967578522307622	0.25	0.111
Srd5a3	0.556	1.12938394733486	0.112	1.62935662007961	0.5	0.778
Dcun1d4	0.556	-0.470003629245736	0.112	-0.678071905112638	0.25	0.111
Ociad2	0.556	-0.412845215405787	0.112	-0.595609744920665	0.25	0.111
Txk	0.556	0.174941449496332	0.112	0.252387161634285	0.25	0.111
Gm43795	0.556	-0.470003629245736	0.112	-0.678071905112638	0.25	0.111
Tlr1	0.556	-0.50125617274984	0.112	-0.723159794641176	0.25	0.111
Prom1	0.556	-0.421213465076304	0.112	-0.60768257722124	0.25	0.111
Sh3bp2	0.556	0.541597282432745	0.112	0.78135971352466	0.5	0.778
Gm26931	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Tacc3	0.556	-0.644357016390513	0.112	-0.929610672108602	0.25	0.111
Cldn12	0.556	-0.393042588109607	0.112	-0.567040592723894	0.25	0.111
Wdr46-ps	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
Tnfrsf18	0.556	0.331357135954443	0.112	0.478047296804645	0.25	0.111
Zbtb17	0.556	0.352622626733784	0.112	0.508726914894071	0.5	0.556
Cdc42	0.556	0.289676396960298	0.112	0.417914701357207	1	1
Id3	0.556	-1.54992378490169	0.112	-2.23606735823352	0.25	0.111
Zfp593	0.556	0.251314428280906	0.112	0.362570079384709	0.25	0.111
Ahdc1	0.556	-0.200670695462151	0.112	-0.289506617194984	0.25	0.111
Trappc3	0.556	0.334847540894211	0.112	0.483082886701943	0.75	0.778
Lsm10	0.556	0.786832664637268	0.112	1.13515958328164	0.5	0.556
9930104L06Rik	0.556	0.191891007810105	0.112	0.276840205358824	0.25	0.111
Efcab14	0.556	0.231111720963387	0.112	0.333423733725192	1	0.889
Stil	0.556	0.375612144958483	0.112	0.54189377882927	0.25	0.111
Tut4	0.556	-0.532804530484766	0.112	-0.768674453893544	0.75	0.556
Hook1	0.556	-0.428760670711686	0.112	-0.618570893363976	0.5	0.333
Plin2	0.556	1.37624402526639	0.112	1.98550043030489	0.5	0.444
Orm3	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Susd1	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Invs	0.556	0.191891007810105	0.112	0.276840205358824	0.25	0.111
Fbxo10	0.556	-1.01361907583472	0.112	-1.4623432140572	0.25	0.111
Ccdc107	0.556	-0.317535035601462	0.112	-0.45810622117073	1	0.444
Mcoln2	0.556	0.337145864130687	0.112	0.486398666237567	0.5	0.444
Ank2	0.556	-0.854077547372583	0.112	-1.23217344212903	0.25	0.111
1810037I17Rik	0.556	-0.238202015188411	0.112	-0.343652866042079	1	1
Dnttip2	0.556	0.429134852194069	0.112	0.619110723133002	1	0.889
4933431E20Rik	0.556	0.22314355131421	0.112	0.321928094887362	0.25	0.111
Strip1	0.556	1.38473063914371	0.112	1.99774402605963	0.5	0.556
Rhoc	0.556	0.498555531174176	0.112	0.719263592432748	0.5	0.556
Itga10	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
Lix1l	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Mtmr11	0.556	-0.624154309072994	0.112	-0.900464326449085	0.25	0.111
Rab13	0.556	0.300104592450338	0.112	0.432959407276106	0.25	0.111
Hax1	0.556	-0.309660979170556	0.112	-0.446746359006182	1	0.667
Chrnb2	0.556	-0.739667196194838	0.112	-1.06711419585854	0.25	0.111
Syt11	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
Sh3d19	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Nhlrc3	0.556	0.736822244062607	0.112	1.0630097975258	0.5	0.444
C130089K02Rik	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Siah1b	0.556	0.191891007810105	0.112	0.276840205358824	0.25	0.111
Phf8	0.556	0.214946784110031	0.112	0.310102659490572	0.5	0.556
Morc4	0.556	-0.72951482473082	0.112	-1.05246741989414	0.25	0.111
Zmat1	0.556	-0.644357016390513	0.112	-0.929610672108602	0.25	0.111
Apool	0.556	0.574541438152098	0.112	0.828888083607245	0.75	0.556
Mtcp1	0.556	-0.624154309072994	0.112	-0.900464326449085	0.25	0.111
Srpk3	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Slc6a8	0.556	-1.85629799036563	0.112	-2.67807190511264	0.25	0.111
Ints6l	0.556	-0.218689200964829	0.112	-0.315501825727929	0.25	0.111
Porcn	0.556	-1.18716568600955	0.112	-1.71271804791953	0.25	0.111
Cacna1f	0.556	-0.245122458032985	0.112	-0.3536369546147	0.25	0.111
Uckl1	0.556	0.592676650196311	0.112	0.8550516640889	0.5	0.556
Trp53rkb	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Cd40	0.556	0.454255272277597	0.112	0.655351828612554	0.5	0.444
Mmp9	0.556	-0.488352767913932	0.112	-0.704544116473829	0.25	0.111
Tpx2	0.556	-0.854077547372583	0.112	-1.23217344212903	0.25	0.111
Trib3	0.556	0.44802472252696	0.112	0.6463630453853	0.25	0.111
Fam110a	0.556	0.19782574332992	0.112	0.285402218862248	0.5	0.333
Psmf1	0.556	0.484245985961279	0.112	0.698619282516723	0.75	0.667
Xrn2	0.556	-0.232699938034428	0.112	-0.335715046617438	1	1
Gfra4	0.556	-1.54992378490169	0.112	-2.23606735823352	0.25	0.111
Mrps5	0.556	0.183741003448181	0.112	0.265082234482652	0.75	0.889
Fam98b	0.556	-0.510825623765991	0.112	-0.736965594166206	1	0.556
Lmo2	0.556	-0.690559856994995	0.112	-0.996267281123671	0.5	0.444
Apip	0.556	0.286405748092176	0.112	0.413196152454676	0.75	0.667
Gm13868	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
B230118H07Rik	0.556	0.311277893048463	0.112	0.449079072639383	0.5	0.444
Ckap5	0.556	-0.346522572474715	0.112	-0.499926396865357	0.75	1
Tfpi	0.556	0.276847730286071	0.112	0.399406847565079	0.25	0.111
Rbm43	0.556	0.251314428280906	0.112	0.362570079384708	0.25	0.111
Gm13461	0.556	-0.245122458032985	0.112	-0.3536369546147	0.75	0.556
Nr6a1	0.556	-0.72054615474806	0.112	-1.03952836418664	0.25	0.111
Gm44291	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Lrsam1	0.556	0.191891007810105	0.112	0.276840205358824	0.25	0.111
Asb6	0.556	-0.287682072451781	0.112	-0.415037499278843	0.5	0.333
Fcnb	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
Vav2	0.556	0.217866494213366	0.112	0.314314910777488	0.5	0.333
Ehmt1	0.556	0.245296355955343	0.112	0.353887836284907	0.75	1
Yme1l1	0.556	0.422856850820034	0.112	0.610053481683988	1	1
Mcm10	0.556	-0.723000143709627	0.112	-1.04306872189189	0.25	0.111
Hsd11b1	0.556	-0.287682072451781	0.112	-0.415037499278844	0.25	0.111
Gm36933	0.556	-0.8754687373539	0.112	-1.26303440583379	0.25	0.111
Pou2f1	0.556	-0.27425905211964	0.112	-0.395672174411912	1	0.778
Mettl18	0.556	-0.71512608727872	0.112	-1.03170885972734	0.25	0.111
Vamp4	0.556	0.216223108469636	0.112	0.31194400631474	1	0.889
Gas5	0.556	0.232005420441966	0.112	0.334713069530983	1	1
2810025M15Rik	0.556	-0.538996500732687	0.112	-0.777607578663552	0.5	0.333
Arl8a	0.556	0.29015426159717	0.112	0.418604114299036	0.75	0.889
Mroh2a	0.556	-0.457581109247178	0.112	-0.660149997115375	0.25	0.111
Wnt6	0.556	-0.524070850516012	0.112	-0.756074417113911	0.25	0.111
Klf7	0.556	0.271933715483642	0.112	0.39231742277876	0.5	0.556
Cflar	0.556	0.454255272277596	0.112	0.655351828612554	0.5	0.556
Mars2	0.556	-0.238891908282349	0.112	-0.344648171387446	0.25	0.111
Nab1	0.556	-0.393042588109607	0.112	-0.567040592723894	1	0.444
Gm38336	0.556	-0.757685701697516	0.112	-1.09310940439148	0.25	0.111
Snhg6	0.556	0.20314288460754	0.112	0.293073232215177	1	0.889
Gm6123	0.556	-0.352220593589352	0.112	-0.508146903670325	0.25	0.111
AC132444.1	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Csf2ra	0.444	-0.498577001689791	0.112	-0.719294567839151	1	1
Gm26158	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm50286	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Mirt1	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Cfap43	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Taf5	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Ina	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
2310034G01Rik	0.444	-0.980829253011726	0.112	-1.41503749927884	0	0.111
Gm24336	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Gm6937	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Morn4	0.444	-1.6094379124341	0.112	-2.32192809488736	0	0.111
Frat2	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Cyp2c29	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Gm8663	0.444	-0.893817876022096	0.112	-1.28950661719498	0	0.111
Ifit2	0.444	-1.20397280432594	0.112	-1.73696559416621	0	0.111
Gm50425	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
Glis3	0.444	-0.847297860387203	0.112	-1.22239242133645	0	0.111
Vldlr	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm5249	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Prune2	0.444	-0.980829253011726	0.112	-1.41503749927884	0	0.111
Gm17802	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Ms4a6c	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm50205	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Gm50340	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Gm8157	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Trpt1	0.444	-0.747214401830221	0.112	-1.07800251200127	0	0.111
Atg2a	0.444	-0.923670839171778	0.112	-1.33257533908687	0.5	0.556
Batf2	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
Naaladl1	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Znhit2	0.444	0.340926586970593	0.112	0.491853096329675	0.5	0.667
Ehbp1l1	0.444	-0.267397401280275	0.112	-0.385772904773649	1	1
Klc2	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Ctsf	0.444	-0.488352767913932	0.112	-0.704544116473828	0.25	0.333
Ankrd13d	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
Tbc1d10c	0.444	-0.635988766719997	0.112	-0.917537839808027	0	0.111
Cndp1	0.444	-0.847297860387203	0.112	-1.22239242133645	0	0.111
BC026513	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
Fech	0.444	-0.26998249535238	0.112	-0.389502407171706	0.5	0.667
Napg	0.444	-0.462035459596559	0.112	-0.666576266274808	0.75	0.667
1500015A07Rik	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Ndst1	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Synpo	0.444	-1.44036158239017	0.112	-2.07800251200127	0	0.111
Dctn4	0.444	-0.542787974468949	0.112	-0.783077519020518	1	0.889
Chsy3	0.444	-1.75401914124521	0.112	-2.53051471669878	0	0.111
Marchf3	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm8614	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Lox	0.444	-1.67397643357167	0.112	-2.41503749927884	0	0.111
Gm5237	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Gm22791	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
Dpysl3	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Gm4013	0.444	-0.747214401830221	0.112	-1.07800251200127	0	0.111
Gm15333	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
Gm15336	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
1700086O06Rik	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Arap3	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
Hbegf	0.444	-0.747214401830221	0.112	-1.07800251200127	0	0.111
Igip	0.444	-1.26851132546351	0.112	-1.83007499855769	0	0.111
Prob1	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Iws1	0.444	-0.246860077931526	0.112	-0.356143810225275	1	1
Gm7936	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Gm16558	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Gm7701	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Rpl19-ps7	0.444	-0.218689200964829	0.112	-0.315501825727929	0.25	0.333
Gm50093	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Tmem241	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
Gm2238	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Zfp438	0.444	-1.20397280432594	0.112	-1.73696559416621	0	0.111
Gm27039	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Gm9410	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm50012	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Prkce	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Slc3a1	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Slc8a1	0.444	-0.317535035601463	0.112	-0.45810622117073	0.75	0.667
Arhgef33	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Crim1	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Gm9349	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Gm49883	0.444	-1.09861228866811	0.112	-1.58496250072116	0	0.111
Gm4948	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Lbh	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
Arhgap28	0.444	-1.58696505658204	0.112	-2.28950661719499	0	0.111
Gm17891	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
Fer	0.444	-0.747214401830221	0.112	-1.07800251200127	0	0.111
Mllt1	0.444	-0.703842469676693	0.112	-1.01543004056961	0.5	0.556
Vmac	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Lrg1	0.444	-1.75401914124521	0.112	-2.53051471669878	0	0.111
Zfp119b	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Zfp959	0.444	-0.798507696217772	0.112	-1.15200309344505	0	0.111
Gm19585	0.444	-0.510825623765991	0.112	-0.736965594166206	0	0.111
5830444F18Rik	0.444	-0.893817876022096	0.112	-1.28950661719498	0	0.111
Treml1	0.444	-1.20397280432594	0.112	-1.73696559416621	0	0.111
Trem3	0.444	-1.84582669049833	0.112	-2.66296501272243	0	0.111
9830107B12Rik	0.444	-0.693147180559945	0.112	-1	0	0.111
Tfeb	0.444	-1.35812348415319	0.112	-1.95935801550265	0	0.111
Guca1b	0.444	-0.441832752279039	0.112	-0.637429920615292	0	0.111
Bicral	0.444	-0.893817876022096	0.112	-1.28950661719498	0	0.111
Mrpl14	0.444	-0.358195856779439	0.112	-0.51676738624267	1	0.889
Tmem151b	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Spats1	0.444	-0.367724780125317	0.112	-0.53051471669878	0	0.111
Olfr114	0.444	-0.200670695462151	0.112	-0.289506617194985	0	0.111
Olfr113	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Olfr111	0.444	-0.693147180559945	0.112	-1	0	0.111
Gabbr1	0.444	-1.38629436111989	0.112	-2	0	0.111
Mpig6b	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Prrt1	0.444	-0.747214401830221	0.112	-1.07800251200127	0	0.111
H2-Ke6	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Zfp472	0.444	-0.287682072451781	0.112	-0.415037499278844	0	0.111
Cyp4f17	0.444	-0.93826963859293	0.112	-1.3536369546147	0	0.111
Rasal3	0.444	-0.635988766719997	0.112	-0.917537839808027	0	0.111
Notch3	0.444	-0.575364144903562	0.112	-0.830074998557688	0	0.111
