p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Pik3c2a	0.000174748445001665	1.43295940727611	1	0.222	1
Fhl3	0.000175554534744585	-1.5390262165543	0.75	0.889	1
Abca2	0.000175566933498389	-1.5390262165543	0.5	0.444	1
Trub2	0.000176687094735239	-1.0357500249492	0.5	0.889	1
Gas5	0.000176807956755271	0.334713069530983	1	1	1
Mindy1	0.000176849395609664	0.932885804141463	0.75	0.444	1
Dcaf8	0.000177999615486019	0.59215800212536	1	0.889	1
Coa3	0.000179276525901983	-0.734048110783911	1	1	1
Pfas	0.000180282044927288	0.891208973376249	1	0.667	1
Gtf2f2	0.000180319141218762	0.891208973376249	1	0.667	1
Pcmtd1	0.000181156941652227	-1.84997455599539	0.5	0.667	1
Oser1	0.000181885420213442	1.58496250072116	0.75	0.444	1
Rapgef2	0.000181907869172315	1.58496250072116	0.75	0.222	1
Tmem205	0.000182656520419525	-1.48215169513738	0.25	0.556	1
Ndufs6	0.000182845121213842	-0.498560854841128	1	1	1
Cnot10	0.000185027239966275	-0.803107950957418	1	0.889	1
Cog3	0.000189389551173768	-0.963930745292479	1	0.556	1
Slc39a3	0.000190668373912804	0.963474123974886	1	0.333	1
Gm11478	0.000190898357727404	-0.478147543133482	1	1	1
Skiv2l	0.00019105224521407	-0.951538511043355	0.75	0.778	1
Med8	0.000191058992728718	-0.830074998557687	1	1	1
Mrpl52	0.000191488339568762	-0.594785583206797	1	1	1
Kctd13	0.000192690376231824	0.716207033999409	1	0.778	1
Mink1	0.000193563520403575	-0.757318656122373	0.75	0.889	1
Trmt10b	0.000194611921264261	1.09953567355091	0.5	0.333	1
Utp3	0.000195050169940443	-0.907151221576329	0.75	0.889	1
Fcer1g	0.000195142545574812	-0.287564340666173	1	1	1
Crybg1	0.00019539941213314	-1.28258720325519	0.25	0.889	1
Zfp869	0.000195432936489651	-1.28258720325519	0.5	0.667	1
Ints14	0.000197637972621846	-1.05955684468045	1	0.778	1
Larp1b	0.000199366208148662	-1.58496250072116	0.75	0.667	1
Usp32	0.000199583758765443	0.773266031478324	1	0.444	1
Alox5ap	0.000199585122323985	0.773266031478324	1	0.444	1
Mrpl48	0.000200047312994932	1	1	0.778	1
Cdh23	0.000200333659375008	1.44555944405574	0.5	0.444	1
Dhx33	0.000200645430535175	0.915352174356715	0.75	0.556	1
Pnrc2	0.000201208733232436	0.805160708644693	0.75	0.667	1
Eif2ak4	0.000204041506874103	-0.778544697917605	1	0.889	1
Gle1	0.000205921300955071	-1.52195270319536	0.25	0.556	1
Slc49a4	0.000206599058957748	1.16992500144231	0.75	0.556	1
Naf1	0.000209065271345353	-1.95935801550265	0.5	0.667	1
Slc44a1	0.000209175327346248	-1.95935801550265	0.75	0.778	1
Asap2	0.000212230733689895	-1.21911728930359	0.5	0.889	1
Bclaf3	0.000212351476144048	-1.21911728930359	1	0.667	1
Dhfr	0.000212354072119599	-1.21911728930359	0.5	0.556	1
Aldh2	0.000212461263695869	-0.487641248235684	1	1	1
Pdlim5	0.000212840628198727	-0.613366215724822	1	1	1
n-R5-8s1	0.000213029080065793	-0.80259426213558	1	0.889	1
Rap1gds1	0.00021357507712948	-0.516677761154682	1	1	1
Serpinb6a	0.000213693567018305	0.647503966789869	1	0.667	1
Ints7	0.000213704591214612	0.647503966789869	1	0.778	1
Atraid	0.000213714770148525	-0.642214983180668	1	1	1
Seh1l	0.000214039971126069	0.534440725141991	1	1	1
Fads3	0.000214538173418421	-1.46566357234881	0.25	0.333	1
Pcyox1	0.000214770514527465	0.763932641766476	1	0.667	1
Rab31	0.000214837548211229	0.831123087990553	0.75	0.778	1
Ube2e3	0.00021805170764174	0.686602762596994	1	0.778	1
Creld2	0.000218436248049392	-0.822843429326612	0.5	0.889	1
Zfp292	0.000219021512106084	-0.954770746007003	1	0.778	1
2410004B18Rik	0.000219117774662168	0.943649145618636	1	0.556	1
Cask	0.000219595714220517	-0.751086702410859	0.25	0.889	1
Plscr3	0.000220383649566697	-1.19082234233558	0.5	0.556	1
A130010J15Rik	0.000220737509497766	1.34680276352639	0.5	0.333	1
Osbpl2	0.000221056478209948	1.13145085362768	0.75	0.333	1
Phax	0.000221231476080569	-0.837569535104612	1	0.889	1
Cdc42ep2	0.000222374931075433	-0.845341755210999	0.75	0.778	1
Prkdc	0.000222795049716918	-0.75607441711391	1	0.889	1
Cct7	0.000222842324360904	-0.276673264531386	1	1	1
Psmd6	0.000224678871576817	-0.46507818177844	1	1	1
Itpripl1	0.00022476513308672	-0.879543674821988	1	0.667	1
Lmna	0.000224803139459313	-0.888968687611256	0.5	0.667	1
Snrk	0.00022774787359391	1.27301849440642	0.5	0.333	1
Ncoa1	0.000227757467104868	1.27301849440642	0.5	0.333	1
Klhl36	0.000227760912697684	1.27301849440642	0.75	0.222	1
Ercc6l2	0.000229401807313985	1.4594316186373	0.75	0.333	1
Cluap1	0.000229401940505373	1.4594316186373	0.5	0.333	1
Rfx5	0.000229963732225434	-1.71760026929927	0.5	0.444	1
Wdr76	0.000231371016596944	1.09777521568648	0.75	0.667	1
Lipe	0.00023147260787781	1.09777521568648	0.75	0.444	1
Mall	0.000233043364120361	0.722466024471091	0.75	0.667	1
Mdp1	0.000234430729273064	0.768826693121343	0.75	0.556	1
Plp2	0.000236768522190934	0.608809242675524	1	1	1
Stxbp6	0.000237067829070684	0.800691191776593	0.75	0.556	1
Nop16	0.000237363967940282	0.42470530606345	1	1	1
Hsph1	0.000237486943209899	-0.5376567859428	1	1	1
Zfp282	0.000238682078971301	-1.01543004056961	0.75	0.333	1
Mllt1	0.000238684916650403	-1.01543004056961	0.5	0.556	1
Gm20712	0.000239003215748663	-1.93859945533586	0.25	0.556	1
Pitpnc1	0.000240996380857475	1.01792190799726	1	0.556	1
Depdc7	0.000241033524734158	1.04160090446677	0.75	0.222	1
Acvr2b	0.000241329035125991	-1.80989711662006	0.25	0.444	1
Srfbp1	0.000241667956547725	-1.50467471176352	0.25	0.778	1
Asph	0.000242868530691419	-0.795641501493814	1	0.889	1
Thoc2	0.000242907435878764	-0.795641501493814	0.75	0.889	1
Lmf1	0.000244539273564873	1.16992500144231	0.5	0.333	1
Fmnl3	0.000245245352584753	-0.802060622388091	0.75	0.889	1
Rel	0.000247643779120478	0.33912883564097	1	1	1
Fkbp2	0.000248836960876329	-1.20594190055585	0.5	0.778	1
Mrpl19	0.000249139286314366	-2.11018291775042	0.5	0.667	1
Igf1r	0.00025211417367551	-1.44898483120218	0.75	0.556	1
Brca2	0.000253167994147778	-0.830074998557688	0.75	0.667	1
Phldb1	0.000253721149869026	0.826623255762382	1	0.556	1
Pgs1	0.000256034483165612	-0.580846392248924	1	1	1
Snx7	0.000256830897742566	0.807354922057604	1	0.778	1
Agap1	0.000257349376103037	-0.910994993941255	0.75	0.667	1
Mrpl50	0.000258042558371048	-0.900464326449085	1	1	1
Tcea2	0.00025804785651331	-1.28950661719499	0.5	0.333	1
Phka2	0.000260531129730261	0.939627382020518	0.75	0.444	1
Cep135	0.000261072614381046	-2.39485961734121	0.25	0.444	1
Ndufs7	0.000261850940211895	-0.55560569766161	1	1	1
Nsun5	0.000262768751474155	1.47477958297073	0.5	0.333	1
Glce	0.000263922933751834	-1.39891783391557	0.25	0.444	1
Nup98	0.000263929695671089	0.533160070486589	1	1	1
Zfp609	0.000265272765514432	0.857334771134286	1	0.778	1
Tomm40	0.000266062294430628	-0.69155513447626	1	1	1
Atg4d	0.000266360358785184	1.27684020535882	0.5	0.333	1
Eml6	0.000266611690250326	-3.10805974585745	0.25	0.333	1
Dcaf1	0.000267385600591463	-1.61857089336398	0.75	0.667	1
L2hgdh	0.000267521683501946	-1.69797146255034	0.75	0.556	1
Fbxo31	0.000269559407003657	-1.2545728270856	0.75	0.667	1
Mrpl16	0.000272694347507762	-1.0212164859097	0.5	0.889	1
Spidr	0.00027534275646619	1.09592441999854	0.75	0.444	1
Ctdnep1	0.000275372207525676	-0.672718670618432	1	1	1
Btbd9	0.000277178245009777	-1.00516170511578	0.75	0.889	1
Arid1b	0.000278463576743841	0.779465524884135	1	0.778	1
Plcb1	0.000278896772344364	-3.09310940439148	0.25	0.556	1
Ptpn11	0.000279407028439873	0.796110164889982	1	0.889	1
Zeb1	0.000279407067389107	0.796110164889982	1	0.556	1
Lnpep	0.000279749124566399	-0.794971197601772	1	1	1
Tbk1	0.000283969066663064	0.993047239358233	0.75	0.778	1
Slc39a4	0.000283976090540274	0.993047239358233	0.75	0.111	1
Tjap1	0.000284142190754595	-1.10508204605756	0.5	0.556	1
Prkcd	0.000285951878827263	-0.333864495674205	1	0.889	1
Cdc14b	0.000286090181253979	-2.3743955147815	0.25	0.333	1
Rab5a	0.000286092313515493	-2.3743955147815	0.5	0.889	1
Ago2	0.000286541192527286	-0.475033463980754	1	1	1
Strn4	0.000287181539941142	1.03868046816406	0.5	0.444	1
Nfs1	0.000287407717440839	-0.815277996629607	1	0.889	1
Gpr146	0.000291238431833882	-0.748331849116151	0.75	0.667	1
H2-M3	0.000292010583506176	-1.1926450779424	0.75	0.556	1
Rab32	0.0002930896657523	0.532495080827021	0.75	0.778	1
Ggnbp2	0.000293312171412837	-0.441079633116835	1	1	1
Rptor	0.000293342417629152	0.843424176765126	1	0.778	1
Hsp90b1	0.000294113315620882	-0.287741132527316	1	1	1
Nbdy	0.000294847210515796	1.36257007938471	0.75	0.333	1
Pcyox1l	0.000295614172685746	-0.913064363228719	1	0.778	1
Ubp1	0.000296517285884479	-0.863241862492887	1	0.778	1
Got2	0.000296531577098519	-0.902224784313523	1	0.889	1
Itgax	0.000297919664324038	-0.372024610318751	1	0.889	1
Rsl1d1	0.000299775613065027	0.492872308693427	1	1	1
Dnttip2	0.000301141446673996	0.619110723133002	1	0.889	1
Zc3h15	0.000302902886655674	0.802716027254084	1	1	1
Snhg16	0.00030526810197595	-3.06273575534796	0.25	0.667	1
Pter	0.000305554679558602	-3.06273575534796	0.25	0.667	1
Timm17a	0.000305798602283709	0.70314392706947	1	0.889	1
Arl6ip1	0.000309981165200283	-0.61643641296147	1	1	1
Hddc2	0.000310418024786735	-1.38261602158647	0.75	0.556	1
Ing5	0.000311115711569362	-1.0273764389313	0.5	0.889	1
Cox16	0.000311153276847266	1.28095631383106	0.75	0.556	1
Smim12	0.000311242639188909	-1.0273764389313	0.5	0.667	1
Nudt18	0.000311514355852296	-1.67807190511264	0.25	0.667	1
Klhl28	0.000311677109585866	1.12928301694497	0.75	0.333	1
Gm45222	0.000311684265192082	1.12928301694497	1	0.444	1
Pi4k2a	0.000312159566526149	-0.457348304136808	1	1	1
Klhdc4	0.000312591667888741	0.601082166084433	1	0.889	1
Ccnk	0.000312687050419179	-1.59946207041627	0.25	0.556	1
Cep290	0.000313078178930946	-1.89616418901546	0.25	0.444	1
Adora2a	0.000316567162800368	-1.2403589678659	0.75	0.667	1
Sos1	0.00031689951223074	0.745785295056216	0.75	0.667	1
Zfp687	0.000318991671197901	0.889817082249577	0.75	0.667	1
Kat8	0.000321693555033843	0.951744831392779	0.75	0.556	1
Mrpl45	0.000321782315659933	-0.515066317610116	1	1	1
S100a4	0.000321847747740969	0.471229424203823	1	1	1
Il10ra	0.000322394550607376	-0.499036485225612	0.75	0.778	1
Akr1c13	0.000322774766023221	-1.76867445389354	0.25	0.333	1
Upf3a	0.000322970650501534	0.830074998557688	1	0.778	1
Yme1l1	0.000323852500707544	0.610053481683987	1	1	1
Pip4p1	0.000325180894288819	-0.736965594166206	0.75	0.889	1
Ipo11	0.000326063607969794	-0.97982211806237	0.5	0.778	1
Arnt	0.000327421486174859	1.09397614820901	1	0.667	1
Hint3	0.000327569208532699	1.09397614820901	1	0.889	1
Papola	0.000329104245553488	-0.527805429440794	1	1	1
Tsen34	0.000329652388330314	-1.20858662181142	1	0.889	1
Pten	0.000329947560295375	0.581180860178729	1	1	1
Aldh3b1	0.000331393788313855	0.969626350956481	0.5	0.556	1
Trir	0.00033260647940023	0.529109265987638	1	1	1
Itpkb	0.000335312522294977	-3.03170885972734	0.25	0.556	1
Med14	0.00033602166981971	0.646972162996581	1	1	1
Sap30	0.000336978520293558	-0.535170077436872	1	1	1
Nhlrc3	0.000337574959976112	1.0630097975258	0.5	0.444	1
Tyk2	0.000337586846227831	1.0630097975258	0.75	0.444	1
Atxn7	0.000339700591679825	1.37155886261196	0.75	0.556	1
Rubcn	0.000340754452452524	-1.29720100898499	0.25	0.444	1
Dock5	0.000341517069003278	-0.893400933926517	0.75	0.667	1
Chmp4b	0.000342295026526129	-1.17922456218007	0.25	0.667	1
Abracl	0.000344732164078193	-0.683785556307031	1	1	1
Tent2	0.000348318916855104	-1.05246741989414	0.5	0.778	1
Arl3	0.000348443453749562	-1.41503749927884	0.75	0.889	1
Mmab	0.000348447151010561	-1.41503749927884	0.5	0.444	1
Sypl	0.00034970066088244	0.716752373276698	0.75	1	1
Mtln	0.000352239627182095	-0.627582134658944	1	1	1
Psmf1	0.000356487663272309	0.698619282516723	0.75	0.667	1
Wtip	0.000356559342247551	-2.04508788952854	0.25	0.333	1
Commd2	0.000357117764423734	0.873531998662088	0.75	0.667	1
Isyna1	0.000357788944488282	0.430385463612279	1	0.889	1
Gxylt1	0.000363049528399829	-1.65789402317501	0.25	0.667	1
Pnkd	0.000365099074720542	-1.3661278987979	0.25	0.667	1
D17H6S53E	0.000365146435200132	-1.3661278987979	0.75	0.556	1
Hspe1	0.000365934108928415	-0.603051128489594	1	1	1
Rufy1	0.000367365694033727	-0.787006276665802	1	0.556	1
Cybc1	0.000371429276399459	0.741081702638438	1	0.556	1
Zfp367	0.000373483136642143	-1.74761283836571	0.5	0.778	1
Sgms2	0.000377320596194449	1.6724253419715	0.75	0.333	1
Rce1	0.00038047769065745	-0.740278328207042	1	0.889	1
Polr2e	0.00038098055305855	0.328354364046795	1	1	1
Rnf145	0.000381573496071766	-0.653609847670727	0.75	0.889	1
Mus81	0.00038324569069995	0.947532580105864	0.5	0.556	1
Frg1	0.000384060085099584	-0.822212880784717	1	0.889	1
Spr	0.000386126513463336	-0.607007000041539	1	1	1
Rnps1	0.000386498905404942	-0.830074998557688	1	1	1
Zfp668	0.000386762255745878	-1.19464743085354	0.5	0.333	1
Klhl25	0.000389678199069078	1.09192248944104	0.75	0.333	1
Smad3	0.000389699600668654	1.09192248944104	0.25	0.333	1
4930544F09Rik	0.000390539548487759	1.38142910663602	0.75	0.111	1
Supt3	0.000390540165126519	1.38142910663602	0.5	0.333	1
H3f3a	0.000391634794885285	-0.906023851790986	1	1	1
Cmc1	0.000391722745019059	-0.855610090664825	0.75	1	1
Fmr1	0.000393129826017261	-0.884522782580064	0.75	0.889	1
Msra	0.000394394216676053	0.655351828612554	1	0.556	1
Esyt1	0.000397366311414499	0.66923141761876	1	0.667	1
Coq3	0.000400065628884611	0.897845456005512	0.75	0.556	1
Psmb5	0.000404352771096476	-0.575757809825003	1	1	1
Puf60	0.000407724862843591	-0.534336427651189	1	1	1
Fastkd2	0.00040814118388392	1.00765357254344	0.75	0.667	1
Nfix	0.000409860330947298	-1.39775950784701	0.75	0.667	1
Rbm8a	0.00041423462030302	-0.627341102991708	1	1	1
Git1	0.000415019863364411	-1.13882770469732	0.5	0.778	1
Tax1bp1	0.000418296546075926	-0.588369102164405	1	1	1
Prr12	0.000418346586984523	0.812372996824229	1	0.667	1
3110082I17Rik	0.000418360812710642	0.812372996824229	1	0.778	1
Exosc4	0.000421622829353074	-0.692571474807753	1	1	1
Fbxl20	0.000422756120048165	0.723668771552749	1	0.778	1
Zfp518a	0.000423480826401382	-1.63742992061529	0.25	0.556	1
Stn1	0.000423493796505071	-1.63742992061529	0.5	0.444	1
Pdcd1lg2	0.000424660790268265	-0.484458900236323	1	1	1
Tasor	0.000426051241506177	1.22239242133645	0.75	0.444	1
Rin2	0.000426051261827606	1.22239242133645	0.25	0.333	1
Gm4707	0.000426264034906526	-2.95109039951905	0.25	0.444	1
Psme2	0.000427685867859528	0.400999665878561	1	1	1
Ncapg2	0.000429623350673595	-1.34944915765127	0.5	0.556	1
Naa50	0.000429715645380392	-0.439699553513114	1	1	1
Ndufs3	0.000433025058176081	-0.973910771131339	1	1	1
Megf9	0.000433530916294032	-1.72623918757315	0.5	0.444	1
Laptm4a	0.000434170382435741	0.559491813205038	1	1	1
Prmt3	0.000435732573743589	-0.806867607396363	1	0.889	1
Mipep	0.00043646757111937	-1.21150410519371	0.25	0.444	1
Pxdc1	0.000439447991962503	0.926653850429949	0.5	0.333	1
Zbtb4	0.000442066580562867	-1.49304001128012	0.5	0.444	1
Tmem106c	0.000442395223953537	-0.822037679492269	0.75	0.889	1
Vac14	0.000442925114609208	0.59756253750079	1	0.889	1
Smyd2	0.000443258903691943	0.611434712082348	1	1	1
Tnfaip8	0.000446580896731433	-0.374736134554273	1	1	1
Klhl23	0.000447844576244458	-2.93441165837242	0.25	0.556	1
Aif1	0.000448130035482457	1.39231742277876	0.5	0.333	1
Ipmk	0.000449714192875747	0.880418384247327	0.75	0.667	1
Taok1	0.000449776785673344	0.880418384247327	1	0.889	1
Ltc4s	0.000450220691000468	-1.30580842952409	0.25	0.556	1
Kcnab2	0.000450953879074512	-0.856227286413656	1	0.889	1
Recql5	0.000451405650498101	-0.896746038202976	0.5	0.556	1
Bri3bp	0.000454151590456026	0.448997617367877	1	1	1
9330151L19Rik	0.000455513229446704	-2	0.25	0.444	1
Mtg1	0.000456620026417841	0.781654411726254	0.75	0.556	1
Clcn7	0.000457181500355431	0.552782094972007	0.75	0.778	1
Gpbp1	0.000458315403779454	-0.754667595899665	1	0.778	1
Cbx5	0.000460576919073024	-0.368116451891352	1	1	1
Cd244a	0.000462770248288493	-1.04849851769119	0.25	0.778	1
Gskip	0.000463778117641527	1.08975465275833	0.75	0.667	1
Acp1	0.000464442805817717	0.727406765741362	1	0.889	1
Pdk1	0.000465483951083526	0.4016330730822	1	1	1
Hdac2	0.000469664034377528	-0.546862710786264	1	1	1
Lasp1	0.000470445154802851	-0.564180938584653	1	0.889	1
Arhgap35	0.000471573285269523	0.853067896102372	0.75	0.333	1
Thbs1	0.000474082945980934	-0.394765104252582	1	1	1
Vps35l	0.000477139485479054	0.740532209186398	1	0.778	1
Gal	0.00047923465221599	1.0574502721839	0.5	0.444	1
Riok1	0.000479563826086539	1.16992500144231	0.75	0.444	1
Sec24a	0.000479606394397345	1.16992500144231	0.75	0.333	1
Ncoa4	0.000479606585686685	1.16992500144231	0.75	0.556	1
Abhd16a	0.000480551830499723	-0.72221900879702	1	0.889	1
Unc45a	0.000481111392137677	0.981479912029202	0.5	0.444	1
Tipin	0.000482402706711427	-0.464790534475943	1	1	1
Rbms2	0.000486005096857691	0.828888083607246	0.75	0.778	1
Qrich1	0.000486105420477896	0.828888083607246	1	0.778	1
Ndufa8	0.000486437073052049	-0.507431103585739	1	1	1
Clasp2	0.000487815057940326	-0.785220762773427	1	1	1
Mcub	0.000487826440775547	-0.785220762773427	0.5	1	1
Zfp414	0.000491410711089941	1.29545588352617	1	0.333	1
Gm6290	0.000492140543201408	-1.23000560544632	1	0.889	1
Ppox	0.00049291399698828	-0.792006957724168	1	0.778	1
Ttc14	0.000492918755685732	-0.792006957724168	1	1	1
Snx19	0.000494135545549877	0.807354922057604	1	0.444	1
1600014C10Rik	0.00050056383203727	1.22437278546469	0.75	0.222	1
Atp10a	0.000501018939333534	-1.10092890885078	0.5	0.556	1
Dedd	0.000502006231159375	1.55694812455156	0.5	0.333	1
Pus1	0.000502025601871873	-0.963341529421152	1	0.778	1
Ino80d	0.000502116508042716	-0.80635892958388	0.5	1	1
Rgcc	0.00050243562431404	-0.669917773364196	0.5	0.889	1
Klhl42	0.000503199626660535	-1.70454411647383	0.5	0.444	1
Slf1	0.000505589633209659	-1.33257533908687	0.75	0.778	1
Coro7	0.000506021053451914	-0.813955333194411	0.75	0.778	1
Tiam2	0.000506153671010708	-2.24511249783653	0.25	0.333	1
Tnfrsf13b	0.000506157249447239	-2.24511249783653	0.25	0.444	1
Fermt3	0.000506297200853136	0.526068811667588	0.75	0.667	1
Ubxn2a	0.000511336178462721	-0.935427998703916	1	1	1
Cd274	0.000511340720603915	-0.386598313754012	1	1	1
Ccdc137	0.000512868615753899	-0.830074998557688	1	0.889	1
Ocstamp	0.000513646835146383	1.40439025507934	0.25	0.333	1
N6amt1	0.000513659870197001	1.40439025507934	0.75	0.222	1
Rnf5	0.000513681851813733	1.40439025507934	0.75	0.333	1
Ppt2	0.000515822493820895	-1.97691638688696	0.25	0.556	1
Trim39	0.000519292414062231	-1.47393118833241	0.5	0.444	1
Atxn2	0.000520169793978978	-0.866600874582802	1	1	1
Brwd1	0.000521108581144878	0.548983203615589	1	1	1
Fastk	0.00052280171406962	0.745039716207122	1	0.556	1
Srpk2	0.000523344249407163	0.921997487998727	1	0.444	1
Cox18	0.000529803454397694	-1.28950661719499	1	0.778	1
Dhx32	0.000529804020996044	-1.28950661719499	0.5	0.556	1
Tmem184c	0.000534220403484146	0.875477642977057	1	0.667	1
Sugt1	0.000535832937113613	-0.680498642507177	1	1	1
Psmb2	0.000536884173714133	-0.31398559328055	1	1	1
Il4ra	0.000540591835686535	-0.352461834373067	1	1	1
Atg3	0.00054354798577651	0.722466024471091	1	0.778	1
Nemp2	0.000544720758313791	-1.8073549220576	0.5	0.444	1
Smad2	0.000547107470781336	-0.684224132094233	0.75	0.889	1
Blvrb	0.000549295913770308	-0.26480703089586	1	1	1
Arhgef7	0.000549845438018446	-1.01770200173346	0.5	0.889	1
Eid1	0.000550036835502654	-1.01770200173346	1	0.778	1
Crocc	0.00055199575216535	1.08746284125034	0.75	0.333	1
Elob	0.000552578940167295	-0.660793913680802	1	1	1
Rbm45	0.000558792306221299	-2.22239242133645	0.25	0.667	1
Rpia	0.000558792960184658	-2.22239242133645	0.5	0.444	1
Mydgf	0.000563196487628122	0.415037499278843	1	1	1
Fbrs	0.000566834468021376	1.16992500144231	0.5	0.333	1
Wwox	0.000567016061593375	1.16992500144231	0.75	0.333	1
Cog7	0.000567031860158898	1.16992500144231	0.75	0.444	1
U2af2	0.000568108136727888	-0.98332125885337	1	1	1
Spint2	0.000578231908349191	0.713860233903414	1	0.556	1
Dmxl2	0.000578365344728507	-0.555567808279945	1	0.778	1
Paxip1	0.000578695568812968	-0.805827452311011	0.75	1	1
Asnsd1	0.000580671441426394	1	1	0.667	1
Noct	0.000581638689164351	-0.952694285221643	0.75	0.778	1
Dicer1	0.000581755253672004	-0.952694285221643	0.75	0.889	1
Mettl3	0.000581763098827373	-0.952694285221643	0.5	0.444	1
Gfm2	0.000583615742282278	0.802193216941825	0.75	0.444	1
Faf1	0.000584632196387024	0.618020789300452	1	0.889	1
Iars2	0.000585256812385375	0.782901878333065	1	0.667	1
Nsmce4a	0.000587020416629249	-0.938599455335857	1	0.778	1
Polg	0.000587451769177887	1.22650852980868	0.5	0.333	1
Arfgap3	0.000588977144385407	-1.52039049942507	0.5	0.667	1
Gm37598	0.00058902224988652	1.4178525148859	0.75	0.111	1
Impad1	0.000590595886333028	-0.670876403708434	0.75	0.889	1
Atp5g1	0.000594942536791989	-1.31550182572793	0.5	1	1
Mob3a	0.000596614249969369	0.858723313148009	0.75	0.667	1
Ccnh	0.000598378163185737	-0.888968687611256	1	1	1
Cyb5r1	0.000598378240245556	-0.888968687611256	0.5	0.556	1
Cyc1	0.000603591690810053	0.418473073376026	1	1	1
Spata6	0.000608728034016154	-2.83007499855769	0.25	0.444	1
Clcn6	0.000610348374155628	-1.45456586346548	0.75	0.444	1
Nostrin	0.000610351442915901	-1.45456586346548	0.5	0.556	1
Gspt1	0.000611581525692103	-0.43181321202967	1	1	1
Rmc1	0.000618349576228734	0.832890014164742	1	0.778	1
Abr	0.000618390259838707	0.832890014164742	0.75	0.444	1
Tmem87b	0.000619298263113481	1.12412131182919	0.75	0.333	1
Ehd4	0.000620953086504843	-0.654988291999596	1	0.889	1
Naca	0.000622411521430772	0.538706909760283	1	1	1
Inpp5a	0.000623351182632597	-1.27301849440642	0.25	0.556	1
Fam118a	0.000623428409483824	-1.27301849440642	0.5	0.778	1
Ddost	0.000624223887978107	-0.364694113589204	1	1	1
Ndufaf4	0.000624365397943638	-1.15200309344505	0.75	0.667	1
Miga2	0.000627484624806599	-1.78427130894456	0.5	0.333	1
Foxn2	0.000628333703916743	-1.02445304372454	0.75	1	1
Dnajc3	0.000628983956620391	-0.455591597629479	1	1	1
Ttc9c	0.000633500454988213	-0.769954006120117	0.5	0.889	1
Fignl1	0.000637569957413105	-1.3964218211115	0.25	0.556	1
Psmb9	0.000641374991493365	0.407758853150963	1	1	1
Rnf215	0.000641880295556154	-2.81192765184743	0.25	0.444	1
Ranbp9	0.00064188064702342	-2.81192765184743	0.25	0.667	1
Pgam5	0.000648146180992831	0.933857643208788	0.75	0.667	1
Rras2	0.000648975454472494	0.589301436445494	1	0.667	1
BC005537	0.000653061803471491	0.404390255079335	1	1	1
Gm47644	0.000655061603366535	1.71049338280502	0.75	0.111	1
Iffo2	0.000656238072588438	2.09592441999854	0.75	0.111	1
Adar	0.00065716311861852	1.0850361038558	0.5	0.556	1
Gm37421	0.000658531681049594	0.448389447845712	1	1	1
Agrn	0.000659807952989402	1.30742852519225	0.75	0.111	1
Tmem147	0.000660247168950488	-0.400390723314443	1	1	1
Sae1	0.000661006600279098	0.418271963948568	1	1	1
Rhot2	0.000664037543169591	-1.9296106721086	0.25	0.444	1
Pias4	0.000664043791313575	-1.9296106721086	0.25	0.333	1
Tmem181a	0.00066412287214148	1.58496250072116	0.75	0.111	1
Stk39	0.000664618324447371	-0.664852616080664	0.75	0.778	1
Tnfsf4	0.00066612655940097	0.630286491230647	0.75	0.667	1
Fam222b	0.00066902914478174	0.952333566369686	0.75	0.222	1
Tgfbrap1	0.000673846936268573	-0.941967878628585	0.75	0.556	1
Snrpa1	0.000675382089689921	-0.626541604472556	1	1	1
Pomt2	0.000675652644843206	-1.5742360941281	0.25	0.333	1
Gm16286	0.000676092326885435	-0.395865190003998	1	1	1
2700038G22Rik	0.00067790427402403	1.43295940727611	0.75	0.222	1
Ggct	0.000677911234272202	1.43295940727611	0.75	0.222	1
Mmp8	0.000678672699225456	-0.477321777533187	0.5	0.667	1
0610009B22Rik	0.000679172493879568	-1.19930880822341	0.5	0.667	1
Snhg4.1	0.000679568043091882	-1.19930880822341	0.5	0.556	1
Aptx	0.000680048930329716	-1.66014999711538	0.25	0.444	1
Cbl	0.00068098769668587	-0.830074998557688	1	0.889	1
Ten1	0.000683348743834203	-0.914963896144201	0.75	1	1
Rbsn	0.00068465119008645	0.972888154382759	0.75	0.444	1
Gnai3	0.000684678834847459	0.294834434005087	1	1	1
Tbc1d22b	0.00068863845044846	1.22881869049588	0.5	0.333	1
Oxld1	0.000688640324636134	1.22881869049588	1	0.222	1
Ipo8	0.000689119353761028	0.796881590828096	1	0.667	1
Ctdsp2	0.000689827711742415	0.777607578663552	1	0.889	1
Odf2	0.000691023975678952	-1.49992639686536	0.5	0.778	1
Nt5c	0.000691860080798029	0.538012085794586	1	1	1
Foxp4	0.00069222601125183	1.02182636245318	0.75	0.667	1
Tfg	0.000698426143892864	0.564896877667051	1	0.889	1
Uxs1	0.000700675575341911	-1.29822383429609	0.75	0.556	1
Aen	0.000701778794947334	-1.05246741989414	0.75	0.889	1
Micos10	0.000706074525970487	-0.349063461875439	1	1	1
Zfp655	0.000708303901555539	0.853451336647058	1	0.667	1
Bfar	0.000708898961898391	0.637051011869611	1	0.667	1
Cnot6l	0.000709043311565335	0.637051011869611	1	0.778	1
Twnk	0.000712224009918686	0.576550260904956	0.75	0.778	1
Crtc1	0.000714932911851392	-2.77493344436523	0.25	0.444	1
Fem1a	0.000717494096712117	-1.43493705671655	0.5	0.667	1
