p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Epn1	0.113546469288397	-1.33908864604554	1	0.667	1
Eif6	0.113558982266252	-0.511673282323963	1	1	1
Sema4a	0.113664581947698	0.811351309767899	1	1	1
Map4k2	0.113777508027245	2.25084499682588	0.5	0.444	1
St3gal1	0.113810205027659	-1.0198995574377	1	1	1
Thoc1	0.114110238422752	1.48595249488999	0.75	0.778	1
Ngdn	0.114242750319045	1.94753258010586	1	0.444	1
Cox15	0.11428132683326	-0.429112684490566	0.5	0.778	1
Cnn2	0.114302626168772	2.38624290836908	0.5	0.667	1
Pfdn4	0.114358326274481	0.960471635813363	1	0.778	1
Snapc2	0.114526385550802	1.81526012014295	0.75	0.556	1
Ddx55	0.114915472614799	-1.33257533908687	0.5	0.556	1
Rbmx	0.114971505068202	1.52925306813487	1	0.778	1
Gpr183	0.115305789764646	-1.96152585218536	0.25	1	1
Cyfip2	0.115421923149015	-1.71760026929927	0.25	0.444	1
Pdp2	0.115424725233179	-0.402653774823011	0.75	0.667	1
Lonrf1	0.115491734441703	-1.3661278987979	0.25	0.444	1
Hint3	0.115531608916387	1.09397614820901	1	0.889	1
Ddx1	0.115666987576362	-0.906527058995561	1	1	1
Nup160	0.1157600099933	-1.7760351588448	0.5	0.778	1
Cox16	0.115900863006185	1.28095631383106	0.75	0.556	1
Ubac2	0.115974053147632	1.45232473214304	1	0.556	1
Praf2	0.116027736231004	0.617383978413534	0.25	0.333	1
Gm8231	0.116040364900969	0.613531652917927	0.75	0.889	1
Snrpf	0.116310220042687	-0.756074417113911	1	0.889	1
Mapkapk2	0.116585351572663	-0.927828466766592	1	1	1
Dvl2	0.116742569306136	-1.85982234195174	0.5	0.444	1
Eif4e	0.117309372759461	-0.905363125861925	1	1	1
Mdh2	0.117331679516617	-0.601713170378673	1	1	1
Jak2	0.117473961559572	1.08782392122742	1	1	1
C1qbp	0.117489586363079	0.498964592316259	1	1	1
Gar1	0.117533647469139	-1.13385574673479	1	0.778	1
Kif2a	0.117578448092778	-1.19412856911773	0.5	1	1
Eif1	0.117717587481798	0.346474393195876	1	1	1
Bak1	0.117718074051559	-1.06954093325308	1	0.889	1
Lancl1	0.117855022980348	1.97137932206023	1	0.667	1
Utp15	0.117919987654801	-1.47696524842205	0.5	0.889	1
Uck1	0.118130657937922	1.37937836707126	1	0.556	1
Smarca4	0.118193737401704	-0.856227286413656	1	1	1
Nedd4	0.118265924291393	-0.493040011280117	0.25	0.444	1
Lrp11	0.118438275485857	-0.595609744920665	0.25	0.333	1
Nat10	0.11845611997912	-1.38994651831601	1	0.778	1
Tmem94	0.118610078183009	0.54189377882927	0.25	0.333	1
Dmap1	0.118620884991834	0.54189377882927	0.25	0.333	1
Stam	0.118688964837392	0.459431618637297	0.75	0.444	1
Rnf20	0.118758782871392	-1.29691139841674	1	1	1
Slc30a5	0.118831732021829	1.67545303466906	1	0.778	1
Fam120b	0.118909151308831	1.47331714489225	1	0.667	1
Plod2	0.118957054818081	3.21939367770661	0.75	0.222	1
Mybbp1a	0.119102899240832	-1.03747470541866	1	1	1
Ampd2	0.119107827061743	-0.875426129586982	1	1	1
P2ry14	0.119182189913364	1.42725704791192	1	0.778	1
Ccnh	0.119367380696392	-0.888968687611256	1	1	1
Cdkn1b	0.119502194787521	1.27915407119707	1	0.778	1
Cebpg	0.119976232104199	-1.57031572475675	0.75	0.889	1
Gm12577	0.120128766001709	0.906890595608519	0.75	0.111	1
Eny2	0.120351694263821	1.25942315228141	1	0.889	1
Osbpl7	0.120585453649886	-2.60768257722124	0.25	0.444	1
Rabep1	0.120786778385843	-0.90484276695966	1	1	1
Zfyve26	0.120819016357289	1.25065627355517	1	0.889	1
Pknox1	0.120961750404281	1.37851162325373	1	0.556	1
Itgb1	0.121058989258072	-0.501101389497883	1	1	1
Snx3	0.121187730570218	-0.356842621108829	1	1	1
Sucla2	0.121251493566846	-1.18460775887698	1	0.889	1
Aim2	0.121286027800927	-1.79970134951417	0.5	0.444	1
Kpnb1	0.121745542889829	-0.72850401541801	1	1	1
Snip1	0.121956582134517	2.33985000288462	0.5	0.444	1
Pdcd2l	0.122091698038739	-2.09310940439148	0.25	0.667	1
Trmt10a	0.122443934682981	1.59734622517699	0.75	0.444	1
Adam15	0.122478710679606	-0.390789953032167	0.5	0.667	1
Fndc10	0.122607344586897	-1.50814690367033	0.25	0.444	1
Rnf44	0.122619620020799	1.15243757471347	1	1	1
Haus6	0.122628774820659	-0.62148837674627	0.25	0.333	1
H1f2	0.122796583269708	-1.69514541847158	0.5	0.556	1
Irf1	0.122851038009675	1.79051141189419	1	0.556	1
Cndp2	0.123250064041831	1.15042882581652	1	0.889	1
Cd80	0.123568742167648	1.83289001416474	0.5	0.556	1
Pik3c2a	0.12373362824838	1.43295940727611	1	0.222	1
Pacsin2	0.123866418565961	1.34442273267445	1	0.778	1
Gm43788	0.124031553696204	-0.637429920615292	0.25	0.333	1
Ccar1	0.124166108146797	0.940137919934743	1	1	1
Nudcd1	0.124246997756087	-0.447827434396513	0.75	0.556	1
Hcfc1r1	0.12425180940562	-1.1218411229348	1	1	1
Ccdc90b	0.124356005350542	1.6256044852185	0.75	0.556	1
Ddhd2	0.124380652160054	-0.31882218401954	0.75	0.778	1
Polb	0.124400235875783	1.154658244789	1	0.778	1
Bpnt1	0.124428505704794	1.64991794256193	0.75	0.556	1
Slf1	0.12455438892781	-1.33257533908687	0.75	0.778	1
Zfp513	0.124767651493404	-0.656045598782639	0.25	0.444	1
Casd1	0.12484354527298	1.93775155931328	1	0.444	1
1110038F14Rik	0.124913265536322	-0.401981346453398	1	0.667	1
Arl14ep	0.124955984992977	1.39733549754538	1	0.556	1
Zc3h7a	0.125059793351822	0.906890595608519	1	1	1
Atp5o	0.12510199039432	-0.453511647093479	1	1	1
Mlf2	0.125237204613899	-0.63544683433619	1	1	1
Dtd2	0.125278254103006	0.384663850235325	0.75	0.556	1
Clasp1	0.125368614018579	1.56038447800049	1	0.667	1
Selenbp1	0.125674130736573	1.16992500144231	1	1	1
Psme4	0.125729329094689	1.40832974076739	1	0.889	1
Cmc1	0.126023440386057	-0.855610090664825	0.75	1	1
Top1	0.12621985359981	-1.17859730345676	1	1	1
Toe1	0.12624390069162	0.432959407276106	0.75	0.444	1
Pdxk	0.126432403577632	-2.47393118833241	0.25	0.556	1
Bicd2	0.126453855752501	-0.37064337992039	0.5	0.667	1
Prelid1	0.126762547273835	0.511661577409855	1	1	1
Gm47620	0.126831350727568	-0.726239187573148	0.75	0.889	1
Ndufaf3	0.12686602852831	2.00946032924907	0.75	0.222	1
Homer3	0.126873326215234	-1.73696559416621	0.5	0.444	1
Lgals3	0.127188855340514	1.00792993713932	1	1	1
Rpl32	0.127206090947334	-0.422773148058448	1	1	1
Nxn	0.127249317815904	0.375243909419819	0.5	0.556	1
Ubfd1	0.127425958431384	1.87446911791614	1	0.556	1
Esrra	0.127435453948116	-1.26303440583379	0.25	0.444	1
Tmco6	0.127947940789788	2.16992500144231	0.75	0.111	1
Trip10	0.128026042172461	1.6192324028059	0.75	0.667	1
Stat6	0.128035409328917	1.0902888853291	1	0.889	1
Gpr155	0.12820035614345	2.34863088842683	1	0.444	1
Actl6a	0.128291681562866	0.866532857992378	1	1	1
1110012L19Rik	0.128309044445505	1.94753258010586	1	0.333	1
Cnpy2	0.128490901451017	-1.19382326913968	1	0.889	1
Slc36a4	0.129037744816453	1.65535182861255	0.75	0.667	1
Gpr141	0.129557088598398	2.28181788151321	0.75	0.333	1
Txndc9	0.129560778157624	1.12810482574768	1	0.778	1
Eif2a	0.129627867163401	1.51657552574091	1	0.778	1
Gtpbp6	0.129727479363922	-1.41503749927884	0.25	0.444	1
Cd300lf	0.129735053435927	2.26303440583379	0.25	0.333	1
Gstz1	0.129887103746434	-2.24100809950379	0.5	0.556	1
Slc4a2	0.130001479403724	2.09049053394791	0.75	0.333	1
Lztr1	0.130034254610369	-2.4374053123073	0.5	0.667	1
Trip12	0.130302629009651	1.13529865833268	1	1	1
Hmgn1	0.130313094447443	-0.915322285176199	1	1	1
Prmt2	0.130518450223345	2.75488750216347	0.75	0.333	1
Cdk5rap1	0.130638504298483	0.506959988719883	0.25	0.444	1
Dixdc1	0.130657890250045	-1.10508204605756	1	0.889	1
Jade1	0.130752549422922	-1.39567217441191	0.75	0.889	1
Slc25a1	0.131255712391641	-0.930737337562887	1	1	1
Nbn	0.131289991108418	-1.90536312586192	0.5	0.444	1
Papss2	0.131550584892376	1.40514146313634	1	0.778	1
Nol9	0.1317422704308	-0.339088646045545	0.75	0.778	1
Pdap1	0.132035634421778	-0.564551040698195	1	1	1
Atp2b1	0.132050729835256	0.859114871039105	1	1	1
St13	0.132326225035765	0.457364719944384	1	1	1
Ifngr1	0.132716256187912	1.81378119121704	1	0.667	1
Cryzl2	0.132873079388939	1.56847437793259	0.75	0.333	1
Gm28724	0.132923326289927	-1.26303440583379	0.25	0.444	1
Ercc6l2	0.132975646786978	1.4594316186373	0.75	0.333	1
Klf16	0.132985305672921	-1.50814690367033	0.75	0.889	1
Timm50	0.133495880538544	-0.715432432616566	1	1	1
AI837181	0.133500458767764	1.72352333125413	0.75	0.667	1
Cyfip1	0.133509673877596	1.2350200296642	1	1	1
Rnf219	0.133741898279162	-0.557995453120887	0.5	0.556	1
Cyth3	0.133754315184717	-1.97771855262399	0.5	0.778	1
Dot1l	0.134202068940508	-0.915242381820365	1	1	1
Abca7	0.134323340989882	1.35049724708413	0.75	0.222	1
Zfp277	0.134336901547405	1.50113090991769	0.75	0.556	1
Rps6kb1	0.134364695856815	1.24171568451032	1	0.778	1
Dcbld2	0.134433291158896	2.39231742277876	1	0.111	1
Gm7183	0.134547821127949	0.791413378188583	0.5	0.333	1
Hagh	0.134563236282783	0.321928094887362	0.5	0.667	1
Mrpl12	0.134643548020329	-0.686880362729897	1	1	1
Ccdc88b	0.134679796551928	1.59825932333461	1	0.778	1
Fam98c	0.134739666806704	1.16992500144231	0.75	0.444	1
Tex10	0.134758098382119	-0.352301743930882	0.5	0.778	1
6720464F23Rik	0.134851664135945	-1.77493344436523	0.25	0.667	1
Uri1	0.134962858889746	-0.37851162325373	0.75	0.778	1
Loxl3	0.134979321278811	2.79795622405535	0.75	0.111	1
Nans	0.135065703814159	1.27323571868461	1	1	1
Zfp414	0.135403129106192	1.29545588352617	1	0.333	1
Gm9711	0.135474933473891	0.722466024471091	0.75	0.333	1
Vdac2	0.135554852624621	0.808556166957054	1	1	1
Lpar6	0.13556519417519	1.36086778415371	1	0.778	1
Cep44	0.135907465773735	0.491853096329675	0.75	0.444	1
Vps28	0.13591967646718	-0.642704862655965	1	1	1
Anpep	0.136095665693596	-2.32650082467719	0.75	0.556	1
Pdxp	0.136230445035791	-1.48828648130948	0.75	0.778	1
Ywhah	0.136281785249755	0.594181030750535	1	1	1
Rnf14	0.136317744207611	1.88041838424733	0.75	0.667	1
Kctd17	0.136367072513914	1.32746627842879	1	0.444	1
Nfe2l1	0.136480500220916	0.869495189647957	1	1	1
Il13ra1	0.136804238496698	1.88815403302693	1	0.444	1
N6amt1	0.136969833870329	1.40439025507934	0.75	0.222	1
Ptpa	0.136990214100797	-0.855838094622769	1	1	1
F730043M19Rik	0.137029866270088	1.40439025507934	1	0.778	1
Ptpn11	0.137219727496098	0.796110164889982	1	0.889	1
Srp54c	0.137565639469968	-1.15200309344505	0.5	0.778	1
Gxylt1	0.137866743039234	-1.65789402317501	0.25	0.667	1
Myh9	0.137919512437596	-0.912156651022046	1	1	1
Man1b1	0.13805152173777	1.47658633967636	1	0.556	1
Rnf13	0.138339498672344	1.28448476570517	1	0.778	1
Desi2	0.138393638454282	-1.32040062514077	0.5	0.889	1
Lmf2	0.138586684804092	1.28824496863107	1	0.778	1
F11r	0.13859945406765	1.8689227454095	1	0.556	1
Ankrd44	0.138611040582016	0.939087511849608	1	1	1
Tnrc6b	0.138652268498029	1.28409602136162	1	0.778	1
Haus4	0.138790304609495	-1.00533344430304	1	1	1
Tsn	0.139049113308651	-0.668578619185956	1	1	1
Cwc25	0.139087480721048	1.32192809488736	1	0.222	1
Gcc2	0.139294688304824	-1.76205657512904	0.5	0.778	1
Gm15484	0.139500872324152	-0.373389801920353	1	1	1
Zfp628	0.139735043603332	-1.93441165837242	0.25	0.333	1
Rb1cc1	0.140066722394591	1.70279899101501	1	0.444	1
Lrrc59	0.140146815205523	0.96799668266558	1	1	1
Cul2	0.140255962933557	1.26303440583379	1	0.667	1
Pigm	0.140283262660074	1.84799690655495	0.75	0.556	1
Gm47087	0.140340260892206	-0.577308928177721	0.25	0.333	1
Dpep2	0.140397002629274	0.822001698022006	0.5	0.444	1
Ndufb10	0.140428675991149	0.49805443549799	1	1	1
Hint2	0.141072561910928	-1.41503749927884	0.75	0.889	1
Fgfr1op	0.141196249243431	1.60288440871842	1	0.778	1
Rcor3	0.141222159106994	1.16992500144231	0.75	0.444	1
Ddx41	0.141269486234829	2.05311133645956	1	0.333	1
Itfg2	0.141478976046141	0.517848304862619	0.5	0.333	1
B4galt1	0.141592502239485	-1.11018291775042	1	0.889	1
Mgl2	0.141627947195459	-2.28757659009659	0.5	0.889	1
mt-Tc	0.141661553573341	-0.917537839808027	0.5	0.778	1
Zfp182	0.142078520591562	0.584962500721157	0.25	0.333	1
Surf6	0.142220418042647	-2.21473884879301	0.25	0.556	1
Myh10	0.142354985808365	-1.3661278987979	0.25	0.444	1
BC035044	0.142726901133771	2.43295940727611	0.75	0.333	1
Ccm2	0.142837657133209	0.270619001061785	1	0.556	1
Gm14415	0.142897395897795	-1.03170885972734	0.25	0.556	1
Dipk1b	0.142899491973682	-2	0.25	0.444	1
Prmt5	0.14291703243515	-0.996433384979808	0.75	1	1
Gfm1	0.14312353448356	-1.06202172660738	0.75	1	1
Czib	0.143296166629417	-1.23606735823352	1	0.889	1
H2-DMb2	0.143330751749082	2.08746284125034	0.5	0.444	1
Trim5	0.143341516708884	-1.26303440583379	0.25	0.444	1
Tarsl2	0.143399251930647	-1.24511249783653	0.25	0.556	1
Mfsd13a	0.143463805133435	1.2687783883686	1	0.778	1
Zfp870	0.143566265175928	-1.70454411647383	0.5	0.444	1
Sdf2	0.143737557246767	1.24031432933371	1	0.889	1
Nt5c	0.143913624097519	0.538012085794586	1	1	1
Prorp	0.143973880679372	-1.79970134951417	0.25	0.444	1
Ash2l	0.144003977151466	-1.37101287538685	1	0.889	1
Adam23	0.144397501212307	1.77760757866355	0.5	0.444	1
Flna	0.144522662960522	-0.622858562547017	1	1	1
Vps35	0.144530003594267	0.988011649460935	1	0.889	1
Hsd17b10	0.144669273787379	-1.0899421253128	1	1	1
P2ry6	0.144882563190707	-0.68805599368526	0.25	0.333	1
Ggnbp2	0.145119737469596	-0.441079633116835	1	1	1
Dop1b	0.145175015211701	-0.278833115680532	0.75	0.889	1
Paip2	0.145184193139225	1.29462074889163	1	0.889	1
Crlf2	0.145260167394165	-1.30954437043153	1	0.778	1
Trappc12	0.145300382215642	2.21572869105544	0.75	0.333	1
Gm17837	0.145430115394415	-0.862496476250065	1	0.889	1
4632415L05Rik	0.145517789246798	-0.602664502454615	0.25	0.444	1
Ap5b1	0.145518937299955	-0.602664502454615	0.25	0.444	1
Pi4ka	0.145534832597816	-1.33257533908687	0.75	1	1
Nelfcd	0.145941230361003	1.96639160735718	0.5	0.333	1
Naca	0.146170417183433	0.538706909760283	1	1	1
Lrrc32	0.146392006985941	-2.13385574673479	0.25	0.778	1
Inhba	0.146404286985616	1.16785365142262	1	1	1
Zfp317	0.146417558771052	-1.63742992061529	0.25	0.889	1
Nelfb	0.146650770101898	1.90689059560852	1	0.556	1
Prkcb	0.146668853690405	-1.94981424283178	0.5	0.667	1
Zrsr2	0.14674183989619	0.977279923499916	1	0.667	1
Tmcc3	0.146910881101252	1.82200169802201	0.5	0.556	1
Hook1	0.147175848600783	-0.618570893363976	0.5	0.333	1
Fbxo33	0.147263876519435	-0.660149997115375	0.25	0.444	1
Vcl	0.147607756328941	-1.85982234195174	0.25	0.444	1
Rhobtb1	0.147683188455604	-1.91753783980803	0.5	0.556	1
Arf6	0.148007622144753	-1.61857089336398	0.75	0.889	1
Gse1	0.148489570118429	-1.67137725253863	0.25	0.444	1
Tmem106a	0.148683203937957	0.295455883526171	0.75	0.556	1
Reep5	0.148715240251864	-1.27460379454593	1	1	1
Trmt1	0.149080275711542	-1.0962153152593	0.75	1	1
Cxcl3	0.149097193635177	2.16188768237689	1	0.667	1
Utp20	0.149441318695418	-0.508146903670326	1	1	1
Cebpb	0.149593858494241	-0.63030548618191	1	1	1
Oaz1	0.149809399863823	-0.450661409009565	1	1	1
Acox3	0.149975045515192	1.44001416481006	0.75	0.556	1
Rab9	0.150070940406782	1.58496250072116	1	0.556	1
Ephx1	0.150727576488679	-1.04306872189189	1	1	1
Trp53inp1	0.150783334638945	1.37637587890974	0.75	0.111	1
Plekho2	0.150872904851306	-1.45290568486929	0.75	1	1
Ap1m1	0.151072300304874	1.30919979004444	1	0.778	1
Mms19	0.151150884149861	-1.97209400343012	0.5	0.778	1
Cgnl1	0.151173656148693	1.74024072619907	1	0.667	1
Mbp	0.151397735211208	1.34983409145725	1	0.778	1
Eef1akmt1	0.151628244096514	-0.881737118380181	1	0.889	1
Atox1	0.151746901875897	-0.740912778682869	1	1	1
Zkscan17	0.152038557659864	-0.347923303420307	0.5	0.667	1
Styx	0.152050662561816	-1.20858662181142	0.25	0.444	1
Zc3h18	0.152135490400764	-0.757925212801852	1	1	1
Eif3c	0.152313855080759	-0.464898013805568	1	1	1
Maff	0.152701026662966	-1.13750352374994	0.75	0.889	1
Cdca7	0.152928663353896	-0.910245347241671	1	0.889	1
Med6	0.153056596318888	0.389238029846788	0.75	0.333	1
Birc3	0.153058360212153	-1.3682432877999	0.75	0.889	1
Cyb5a	0.153226117828788	1.1624011510605	1	1	1
Gm42907	0.153449692436215	-1.15200309344505	0.25	0.444	1
Syngr2	0.153548702515406	0.478390836523113	1	1	1
Rprd2	0.153665659377711	1.07174460750341	1	0.889	1
Coa5	0.153740074774713	0.765304118108808	1	1	1
Gapdh-ps14	0.153749099364371	0.584962500721156	0.75	0.667	1
Rpl36al	0.153837469228304	0.593732710348888	1	1	1
2310033P09Rik	0.153929464541522	0.906890595608519	0.75	0.111	1
Myo1g	0.154039944534487	0.781236789736327	1	1	1
Terf2	0.154103797025638	2.07681559705083	0.75	0.333	1
Tmem183a	0.154190251928433	1.40494503110651	1	0.778	1
Lnpep	0.15428562110565	-0.794971197601772	1	1	1
Uhrf1bp1l	0.154377043701762	-1.08061846020828	1	1	1
Ganab	0.154473557805832	-0.788347872947964	1	1	1
Chd9	0.154530866914486	-1.59995521519663	0.75	0.889	1
Got2	0.154574740130903	-0.902224784313523	1	0.889	1
R3hcc1	0.154600197185893	0.383328639551506	0.75	0.444	1
Actn1	0.154616959823998	0.549042926466214	1	1	1
Tmem135	0.154770556136599	-1.13263776857812	0.5	1	1
Ubn1	0.154890526101285	1.33038967363556	0.75	0.778	1
Cacfd1	0.155007504590551	-2.2125446353801	0.25	0.444	1
Tdrd7	0.155155882401165	1.96133837963089	1	0.333	1
Eef1b2	0.155293865772275	0.385349053307285	1	1	1
Phf23	0.155303417717748	-0.922333506409676	1	0.889	1
Pqlc3	0.155491232349116	1.48138609727861	1	0.667	1
Vegfa	0.155502904434864	-0.268648012297321	1	0.778	1
Mrpl24	0.155559074126151	0.947532580105864	1	0.778	1
Gm20712	0.155589890403461	-1.93859945533586	0.25	0.556	1
Grcc10	0.155685205744787	0.906890595608518	0.75	0.556	1
Nop56	0.155702516260645	-0.593876777696209	1	1	1
Slc20a2	0.155744962649133	-1.63742992061529	0.5	0.556	1
Slc29a1	0.155830364996655	-1.41503749927884	0.75	0.889	1
Mknk1	0.155930788240472	-2.08246216019197	0.5	0.667	1
Mis12	0.156031847078702	2.5668151540109	0.75	0.222	1
Endog	0.156174234809376	-1.38466385023533	0.25	0.667	1
Dnajb2	0.156185131123126	2.08746284125034	0.5	0.444	1
Tmem129	0.156198721002018	-2.25633975325979	0.5	0.556	1
Cdc42	0.156265984679129	0.417914701357207	1	1	1
Zfp574	0.15626837606463	-0.433416028593698	0.5	0.556	1
Ctsa	0.156274301481678	-0.832322771083366	1	1	1
Smdt1	0.15635274848569	-0.748851203283715	1	1	1
Mvk	0.156430719073984	1.08746284125034	1	0.778	1
Larp1b	0.156593013140418	-1.58496250072116	0.75	0.667	1
Ubxn4	0.156608125236786	0.915949934895985	1	1	1
Sft2d1	0.156643188227628	-0.967578522307623	0.75	0.778	1
Pgm2	0.156711727505687	-1.2736816500333	1	0.889	1
Stx4a	0.156756927540034	-0.795547315429417	1	1	1
Tnfrsf1a	0.156953172949663	1.53433642765119	1	0.556	1
Usp33	0.157001824747089	0.928916901938518	0.5	0.333	1
Rgs19	0.157203641613263	-0.768674453893544	1	1	1
Ptar1	0.15729542424959	1.35049724708413	1	0.556	1
Setd1b	0.157375562015344	-1.74568281126732	0.75	0.556	1
Cpne3	0.157476020644698	1.10507385709234	1	0.889	1
Ppp2r1b	0.157545898092663	1.29545588352617	1	0.778	1
Chmp5	0.157638116590308	1.13170567921182	1	0.889	1
Sumf1	0.157670898043383	1.06495544184077	1	0.778	1
Ostc	0.157792771984078	0.741466986401147	1	1	1
Tnfaip8l1	0.158129098900212	1.94436530102718	1	0.333	1
Rsbn1l	0.158194963529753	1.62935662007961	0.25	0.444	1
Map2k2	0.158243941183746	-0.852617567208776	1	1	1
Arl6ip1	0.158365615392476	-0.61643641296147	1	1	1
Ankrd13a	0.158376252912279	0.987060944292502	1	0.889	1
Mrpl50	0.158384014593899	-0.900464326449085	1	1	1
Cdca7l	0.158712499043134	1.37155886261196	1	0.556	1
Wdr73	0.158752264195892	-0.374395514781498	0.5	0.667	1
Lyst	0.158795730071822	2.0496307677246	0.75	0.556	1
Nfkbie	0.158846401922822	1.69348695749932	1	0.556	1
Ctnnb1	0.158852714686597	0.559651412191969	1	1	1
Alyref	0.158872522151188	-0.892359276812031	1	1	1
Selplg	0.15888318589885	-1.29772712399995	1	1	1
Hook2	0.158886965747783	2.50977500432694	1	0.111	1
Atpaf2	0.158984591982385	-1.52097094402791	0.75	0.889	1
Hexa	0.159321224840796	-0.85830018102263	1	1	1
Lmo4	0.1593470510309	-1.52195270319536	0.75	0.889	1
Tmem101	0.159393876508146	1.54189377882927	0.5	0.333	1
Caprin1	0.159711640940829	-0.656045598782639	1	1	1
Tnfsf9	0.159805650693174	-1.86349800009514	0.75	0.667	1
Snu13	0.159825604858659	-0.698430992747217	1	1	1
Pkmyt1	0.159937960600826	1.6724253419715	1	0.556	1
Tubb6	0.159977567210234	-1.07108309806148	1	1	1
Ndfip1	0.159984800698538	0.950143793562403	1	0.889	1
Pign	0.159997770316206	1.90689059560852	0.75	0.444	1
H2-T-ps	0.160159849637468	0.46948528330122	0.25	0.333	1
Ap2m1-ps	0.16017040687603	0.584962500721156	0.75	0.444	1
Asxl2	0.160263160614104	0.852442811586142	1	1	1
Ctsb	0.160543148636917	-0.639630157492702	1	1	1
Plekha5	0.16062906461214	-1.63742992061529	0.25	0.556	1
Fam214a	0.160642486195187	-1.79354912253257	0.25	0.333	1
Klhl21	0.160736816261159	1.94753258010586	0.75	0.222	1
Maf1	0.160756294812891	1.55123164340861	1	0.778	1
Slfn2	0.160963817057586	0.789320999227343	1	1	1
Erlec1	0.161101222394705	1.46437235990757	1	0.556	1
Uqcrfs1	0.161243589000098	-0.523971870832008	1	1	1
Gclc	0.161246413284504	-1.11547721741994	1	1	1
Gramd4	0.161329611961837	1.89575003800332	0.5	0.444	1
Copz1	0.161400741236717	-0.700881788020723	1	1	1
Tmem201	0.161557672369582	-1.53433642765119	0.75	0.889	1
Gm5905	0.161796454826545	-0.756074417113911	0.25	0.556	1
C2cd3	0.161814325385157	-0.323889611220648	0.75	0.667	1
Zfp346	0.162032642020682	2.66468969319189	0.75	0.111	1
Gm13212	0.162137841314366	0.754887502163469	0.75	0.111	1
Proser3	0.162300428769082	1.31431491077749	0.75	0.333	1
Foxred2	0.162338975595047	-1.69949088874754	0.75	0.778	1
Ccdc107	0.162344397342846	-0.45810622117073	1	0.444	1
Asns	0.162410157670173	1.25981050495951	1	0.778	1
Arfgap3	0.162420982294094	-1.52039049942507	0.5	0.667	1
Cdh23	0.162430014631991	1.44555944405574	0.5	0.444	1
Cop1	0.162697237415845	-0.869603362744325	0.75	0.778	1
Pink1	0.162699045461597	2.11478344724985	1	0.333	1
Canx	0.16305581999096	-0.396283539213481	1	1	1
Cdc16	0.163300786834206	-1.59560974492066	0.5	0.889	1
Kdm2a	0.163366352678592	0.980100442562295	1	1	1
Rai1	0.163561672552553	1.16992500144231	1	0.667	1
Tifa	0.163904131552681	1.71049338280502	0.75	0.333	1
Foxn2	0.163933757253758	-1.02445304372454	0.75	1	1
Xpnpep3	0.164022232609528	-1.59560974492066	0.25	0.333	1
Limd1	0.164033330804598	0.997345546554023	1	1	1
Ubb	0.164043877367361	0.557995453120887	1	1	1
Ric1	0.164151943322214	0.936434871222534	1	0.889	1
Smurf1	0.164400779410558	-1.58496250072116	0.75	0.889	1
Zc3h15	0.164766119760591	0.802716027254084	1	1	1
Prr3	0.165600969565608	-0.398917833915567	0.75	0.667	1
Tmem161b	0.166018257043037	1.26946067499323	1	0.667	1
Atp6v0b	0.166038357527153	0.681221802596951	1	1	1
Sfi1	0.16608474806941	-0.955605880641547	0.75	0.778	1
Pja2	0.166101115387255	-1.16397573511113	1	0.778	1
Arhgap11a	0.166710652712287	-1.61143471208235	0.25	0.556	1
Lrrc25	0.166859834756159	-0.555900035118694	0.25	0.333	1
Krr1	0.166971679334246	1.20163386116965	1	0.667	1
Neat1	0.167259800776735	-0.792061672620957	1	1	1
9330151L19Rik	0.167495334445852	-2	0.25	0.444	1
Stard3nl	0.167780204347394	1.4223121630766	0.75	0.778	1
Fam49b	0.167797070240024	1.20945336562895	1	0.889	1
Gm8162	0.167825770943776	-0.830074998557688	0.25	0.556	1
Ndel1	0.167828573655132	1.08321336824898	1	0.889	1
Ranbp1	0.168009534508084	-0.367509129196258	1	1	1
Cldnd1	0.168172802848388	0.993047239358233	1	1	1
Edem3	0.168192168493305	-1.03170885972734	0.25	0.444	1
Prcp	0.168250553840194	1.01621558604686	1	1	1
Idh1	0.168257680108983	1.69177745830883	0.75	1	1
Wdr13	0.168258233173357	1.39231742277876	0.75	0.556	1
Nop16	0.168374597668284	0.42470530606345	1	1	1
Actr3	0.168520677654027	0.723482364802584	1	1	1
Rab10	0.168614056249899	0.697856557127089	1	1	1
CT010467.1	0.168647232732134	-1.18371195317239	0.75	0.667	1
Psma6	0.168662193396158	0.394447616947911	1	1	1
Gas2l1	0.168732225840253	1.79441586635011	1	0.222	1
Ccdc84	0.168916891349371	-1.86249647625006	0.25	0.667	1
Fam13b	0.168930625272434	-1.34464817138745	0.5	0.556	1
Nploc4	0.169193454776751	1.49559549801549	1	0.778	1
Nudt3	0.169571810871614	-1.11998142039452	1	0.889	1
Stxbp2	0.169703240019328	0.775351604723184	1	1	1
Tmtc2	0.16977092108114	1.70043971814109	0.75	0.444	1
Map7d1	0.16979232544922	-1.24878815597993	0.75	1	1
Mtmr14	0.169982543286157	-1.70454411647383	0.75	0.667	1
Per3	0.170144187192365	-0.666576266274808	0.25	0.333	1
Hmga1	0.170191581627576	-0.768674453893544	1	1	1
Ssna1	0.17028167474624	1.31785843057832	1	0.889	1
Hspe1	0.170429768412692	-0.603051128489594	1	1	1
Alpk2	0.170460461447743	2.0703893278914	0.75	0.333	1
Tcf19	0.170636486643654	0.526068811667588	0.25	0.333	1
Cxcr4	0.170998863449604	-1.51457317282976	0.75	0.444	1
