p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Mff	0.273419702930153	1.10799725229911	1	0.667	1
Ppm1g	0.273785035447593	-0.7408771059366	1	1	1
Ndufa12	0.27386759530295	-0.504979624591642	1	1	1
Mbnl2	0.274456847103027	-1.12210160773119	1	0.778	1
Nr2f6	0.274860210227165	-0.723159794641175	1	0.889	1
Usp5	0.2755057292121	-1.36849491334181	0.5	0.889	1
Dhx16	0.275583752779092	1.08553281415194	1	0.667	1
Ppp3r1	0.275931021085324	-0.764565045098289	1	1	1
Spire1	0.276235209517449	1.20469041960299	1	0.667	1
Ess2	0.276453729084295	-1.84064424026787	0.75	0.444	1
Ipp	0.276614449029955	0.415037499278844	0.25	0.333	1
Prkci	0.276627668022869	1.24118368461213	0.75	0.778	1
Fabp5	0.276739744177206	-0.451163206288802	1	1	1
Eif4e3	0.276766569782208	-0.415037499278844	0.75	0.444	1
Stn1	0.276769712705856	-1.63742992061529	0.5	0.444	1
Atg5	0.276833349356863	0.997744026059632	1	0.778	1
Tdp2	0.276908329757625	-1.13385574673479	0.5	0.778	1
Haghl	0.27692055209719	0.989352755800491	0.75	0.222	1
Gabarapl2	0.277072283635445	0.584962500721156	0.5	0.444	1
Pom121	0.277125220042231	-0.265461143228334	0.75	0.667	1
Gan	0.27714222424668	-1.09856383448359	0.75	0.889	1
Gpr89	0.277311025105249	1.05626821964674	1	0.556	1
Brap	0.277772644240947	-1.10060394093841	0.75	0.778	1
Ctdsp2	0.277794533014889	0.777607578663552	1	0.889	1
Tomm40	0.277904523099568	-0.69155513447626	1	1	1
Zfp52	0.277972469582656	-0.830074998557688	0.75	0.667	1
Rps16-ps2	0.278206100217598	0.377729886555714	1	1	1
Usp15	0.278472319413142	0.676592976186725	1	1	1
Odf2l	0.278530877524147	-1.25328642928223	0.25	0.667	1
Gm5422	0.278749657343162	0.816288046827612	1	0.444	1
Ndufs6	0.278792318098214	-0.498560854841128	1	1	1
Ncbp3	0.278810962574105	-0.920928429008801	1	0.889	1
Gm7775	0.278814693413843	0.655351828612554	0.75	0.444	1
Gm8927	0.279113352646969	0.532495080827021	0.75	0.333	1
Abcb7	0.279138437303455	0.925999418556223	1	0.667	1
Gramd1b	0.279293447629657	1.48308288670194	0.75	0.444	1
Sh3pxd2b	0.279305093328099	-0.781980710356642	1	1	1
Rpl31	0.279513939434241	-0.711430502059069	1	0.889	1
Rbl1	0.279678539851472	-1.06864734694957	1	0.778	1
Plpp2	0.279935962766894	-0.45810622117073	0.25	0.333	1
Wbp1l	0.279978238448667	1.33219643034119	0.75	0.556	1
Alg6	0.280021028123133	-0.945552215977624	0.75	0.556	1
Dvl1	0.280254385159769	1.18347153328026	1	0.667	1
Adam8	0.280555782004656	-0.851692050294529	1	1	1
Id2	0.280676789267067	0.449079072639383	1	1	1
Slc30a9	0.280740799861816	0.887286037669007	1	0.889	1
Etf1	0.280831287455182	-0.502394388556096	1	1	1
Fkbp2	0.281216495596589	-1.20594190055585	0.5	0.778	1
Ddx52	0.281338868177092	1.32192809488736	1	0.556	1
Maco1	0.281443638986737	1.1057946640226	0.75	0.778	1
Cmas	0.281459605221814	1.25358293048922	1	0.556	1
Akr1b10	0.281784723962049	0.684498174272071	0.75	0.222	1
Atg4a	0.28178472396205	0.684498174272071	0.75	0.222	1
Heca	0.281797462276519	0.55694812455156	1	0.778	1
Hirip3	0.281912726349312	-1.43969955351311	1	0.556	1
Sdhaf3	0.282235374904334	-1.15200309344505	0.5	0.333	1
Fam207a	0.282302674280513	0.606024116248986	1	0.889	1
Renbp	0.282364411292345	0.998556583130331	1	0.778	1
Zfp993	0.282617496596011	-0.830074998557688	0.5	0.444	1
Gosr1	0.283000250052563	0.261072889500508	0.75	0.667	1
Aimp2	0.283083432733049	-1.04639290548445	0.75	0.889	1
Inpp5f	0.283161874939752	0.729352410056331	0.75	0.444	1
Gla	0.283302958094811	1.74416109557041	0.75	0.333	1
Rps17	0.283512161134256	-1.09856383448359	0.5	0.667	1
Foxj2	0.283964983684113	0.263034405833794	0.5	0.667	1
Gmfg	0.28403962643823	-0.926936537810277	0.75	0.889	1
Ctsh	0.284043854942421	0.866660750819985	1	0.889	1
Zcwpw1	0.284260736818386	1.26777232484046	0.75	0.667	1
Spr	0.284609401608543	-0.607007000041539	1	1	1
Zkscan14	0.284665077867577	1.18955380819125	1	0.667	1
Lhpp	0.284770467085936	-1.25633975325979	0.75	0.778	1
Cdkn2b	0.28481681803332	1.41093310094611	1	0.556	1
Abhd16a	0.284894299427416	-0.72221900879702	1	0.889	1
Pnpt1	0.285285216745571	-1.00695276064177	0.75	0.889	1
Dynll2	0.285492103882906	-0.689031117102504	1	1	1
Cln5	0.285596466632581	1.09192248944104	1	0.778	1
Pebp1	0.285615469203796	-0.408695972405018	1	1	1
Tbc1d14	0.2856548587758	1.27426166125705	1	0.444	1
Kras	0.285751531962305	0.737813988804527	1	0.889	1
Ilf2	0.28615476408725	-1.12285674778553	0.75	0.889	1
Spred1	0.286228234599652	1.08746284125034	0.75	0.667	1
Mbd6	0.286373654855353	1.26303440583379	1	0.444	1
Tnrc6c	0.286430788563761	1.29191552582092	0.75	0.444	1
Ak6	0.286472722602855	0.910837780125181	1	0.778	1
Gucd1	0.2868331837071	1.12685627955043	1	0.667	1
Bcat2	0.28683975402924	-0.775854607559801	1	0.889	1
Zfp777	0.286853276147004	-1.47916783669856	0.25	0.556	1
Skap2	0.286937807973539	-0.869603362744325	1	1	1
Myo5a	0.287044809075924	-0.688960221255374	1	1	1
Orc5	0.287183539512654	-0.792272965845303	0.75	0.889	1
Pcna	0.287918703773603	-0.558962360647742	1	1	1
Fbxo46	0.288139553402218	1.49185309632967	0.25	0.444	1
Adcy6	0.28819012765348	1.34826224270082	0.75	0.444	1
mt-Tt	0.288389823202274	-0.508146903670325	0.25	0.556	1
Pml	0.288536182012757	0.276840205358824	0.75	0.556	1
Cdk2ap1	0.288542332449235	-0.736965594166206	0.5	0.667	1
R3hdm2	0.288779324938066	0.31194400631474	0.5	0.667	1
Pias4	0.288791988842503	-1.9296106721086	0.25	0.333	1
Cnot3	0.288813841029375	1.48186900775705	0.75	0.333	1
Mreg	0.288909854162785	1.63137296567811	1	0.556	1
Ifnar1	0.289028167512709	-1.05889368905357	0.75	1	1
Tram1	0.28905030679387	-0.363898650287044	1	1	1
Nudt14	0.289540302421629	-1.21709812166693	1	0.667	1
Polh	0.289711686047804	1.28856949794093	1	0.444	1
Cbx5	0.289719141161627	-0.368116451891352	1	1	1
Fkbp15	0.289805346628132	1.50695998871988	0.75	0.556	1
Capn2	0.28993325025777	1.78463484555752	0.5	0.444	1
Slc38a1	0.290094558901021	-0.728831166425028	1	1	1
Irf8	0.290113889154794	0.702657543390911	1	1	1
Ecsit	0.290134437742474	0.299208018387279	0.75	0.333	1
Tbce	0.290195752001237	-1.08641475181747	0.25	0.667	1
Snx10	0.290202523042154	1.01319949775486	1	0.667	1
Ankrd33b	0.290246129113186	-0.29347551939793	0.5	0.667	1
Arhgef7	0.2903415789869	-1.01770200173346	0.5	0.889	1
n-R5-8s1	0.290380548427478	-0.80259426213558	1	0.889	1
Nfatc1	0.29062888194703	1.04706825365678	0.75	0.667	1
Gtf2h4	0.290715021083994	-1.18621880878296	0.5	0.889	1
Haus2	0.290716820964364	-1.34464817138745	0.25	0.444	1
Pde3b	0.290760557352413	0.692603223909126	1	0.889	1
D17H6S53E	0.290767172289639	-1.3661278987979	0.75	0.556	1
Rpl3	0.29099232385449	0.467310912066884	1	1	1
Aco1	0.291017956139611	1.12779952576964	1	0.778	1
Hnrnpdl	0.291084115339512	-0.466989578913566	1	1	1
Dock10	0.291090696812429	0.673499175322813	1	1	1
Ttc27	0.291109419832594	-1.55444055594426	0.5	0.667	1
Sde2	0.291262616692071	-0.96131953183594	0.75	0.889	1
Exosc10	0.291297997841759	1.59876830024619	1	0.444	1
Cd24a	0.291400975027677	2.18115225686557	0.5	0.444	1
Lmbr1	0.291478913423771	-1.68805599368526	0.5	0.333	1
Slc35e1	0.291536713997949	0.951284714966972	1	0.778	1
Ctdnep1	0.291712617521372	-0.672718670618432	1	1	1
Rnase2a	0.292240481668943	2.25531649267296	0.75	0.444	1
Ccnd2	0.292422004029672	-1.13241869712665	1	1	1
Svbp	0.292934758586895	-0.818002166257112	1	0.889	1
Snap23	0.293003050295161	0.899277411498644	1	0.889	1
Ctsz	0.293046736419367	-0.412452795617845	1	1	1
Impa1	0.293063275094575	-0.873796375987006	1	0.889	1
Tsc2	0.293221494678226	1.59876830024619	1	0.333	1
Adora2a	0.293304063301216	-1.2403589678659	0.75	0.667	1
Sf3a1	0.293329969007429	-0.936464343149664	1	0.889	1
Gm5978	0.293376022250294	-0.595609744920665	0.25	0.444	1
Dnajc19	0.293404121318209	-0.637429920615292	0.75	1	1
Phip	0.293452263451687	-1.0455810343089	0.75	1	1
Suclg1	0.293478822593482	-0.674582919032758	1	1	1
Arpc5	0.293593881722936	0.488330029765978	1	1	1
Slc12a4	0.293792450946059	-1.20133080580862	0.75	0.778	1
Hspa14	0.293934645474045	1.15068878257939	1	0.889	1
Ctdp1	0.293949601395125	1.24392558288609	0.5	0.333	1
Mllt10	0.294062809984707	-0.785875194647152	1	0.889	1
Get4	0.294075970630492	0.950358624184628	1	0.889	1
Ube2a	0.294169542655764	-0.60768257722124	1	1	1
Gm2a	0.294220941651357	0.613387929562469	1	1	1
Zfp292	0.29425496472108	-0.954770746007003	1	0.778	1
Tbc1d15	0.294314293361284	0.803797102644415	1	0.889	1
Jmjd6	0.294531408833956	-0.73306867291347	1	1	1
Fndc3a	0.294705127719458	0.558490289359965	1	1	1
Uxs1	0.294795109280605	-1.29822383429609	0.75	0.556	1
Kmt2d	0.294923694196298	0.332983283396358	1	1	1
Cog7	0.294988265991155	1.16992500144231	0.75	0.444	1
Tom1l2	0.295170410638505	-0.332575339086871	0.75	0.222	1
Wbp2	0.295489722245298	0.651196199121243	1	0.889	1
Tmem158	0.295578934551231	-1.05246741989414	0.5	0.333	1
Cox7a2	0.2956240846219	-0.469780463873276	1	1	1
Gemin5	0.295663380309834	1.39699390998823	1	0.556	1
Gapdh	0.295824211010745	0.435608985690056	1	1	1
Ttc14	0.296055612014628	-0.792006957724168	1	1	1
Gm43162	0.296102137603693	-0.900464326449085	0.25	0.333	1
Clcn6	0.296194798198329	-1.45456586346548	0.75	0.444	1
Rps15a-ps4	0.296676623612659	0.564203940554359	1	0.778	1
Slc25a3	0.296787154891698	0.32957526184419	1	1	1
Git1	0.296881586910731	-1.13882770469732	0.5	0.778	1
Slc49a4	0.296907211703209	1.16992500144231	0.75	0.556	1
Gzf1	0.297024566814114	-0.931358334394869	0.75	0.889	1
Nme4	0.297671169580024	-0.363507198638762	0.75	0.333	1
Pdpr	0.297928218868226	-1.15200309344505	0.25	0.444	1
Exosc4	0.298000954254083	-0.692571474807753	1	1	1
Gm7507	0.298065916485997	0.684498174272071	0.5	0.333	1
Ing5	0.298416609516247	-1.0273764389313	0.5	0.889	1
Rc3h1	0.298500000147563	0.969227651205183	1	0.778	1
Myo9a	0.298680025695806	0.843424176765126	1	0.889	1
Gpr85	0.298809356295504	2.67061858526586	0.75	0.111	1
Nabp1	0.299068698848191	0.84799690655495	1	0.889	1
Apc	0.299154555050139	1.04015712647198	1	0.778	1
Gm6210	0.29925919601209	0.432959407276106	0.75	0.444	1
Abcf3	0.299371795403695	1.6724253419715	0.5	0.333	1
Ppfibp2	0.299388062611629	1.4594316186373	0.5	0.667	1
Sec22b	0.299448738960595	0.665986997574538	1	1	1
Aldh9a1	0.299648346359914	0.655351828612554	1	1	1
Upf3a	0.299780864321029	0.830074998557688	1	0.778	1
Scamp2	0.300188487798735	-0.462122635348585	1	1	1
Arl2	0.300230313063893	-0.704544116473829	1	0.889	1
Gm47056	0.300367009990633	-0.415037499278844	1	1	1
Ptpre	0.300508093075103	-1.17753818555219	0.5	0.889	1
Ypel3	0.300861004845982	1.31950135749282	1	0.667	1
Eid1	0.300930367734409	-1.01770200173346	1	0.778	1
Gm10076	0.300952986747478	-0.595609744920665	0.25	0.444	1
Gm5177	0.300952986747478	-0.595609744920665	0.25	0.444	1
Tnks	0.301087864866967	0.853897507994634	1	0.667	1
Rcsd1	0.301194953797401	2.0081739314457	0.5	0.333	1
S100a8	0.301366811756812	-1.96757852230762	0.75	0.556	1
Ercc2	0.301509145932653	0.835505962371753	1	0.444	1
Zfp869	0.301557096249138	-1.28258720325519	0.5	0.667	1
Gm38056	0.301640650082542	-0.830074998557688	0.25	0.333	1
Pcbp2	0.301765274262087	-0.361266242837863	1	1	1
Anapc11	0.30197675871558	-0.361641242300752	1	1	1
Gm4430	0.302050748659243	-0.384663850235325	0.25	0.333	1
Slc16a13	0.302056785440358	-0.384663850235325	0.25	0.333	1
Higd1a	0.302171307920319	0.382654325428041	1	1	1
Nostrin	0.302192477847037	-1.45456586346548	0.5	0.556	1
Btbd9	0.302208680076482	-1.00516170511578	0.75	0.889	1
Paxip1	0.302363170643405	-0.805827452311011	0.75	1	1
Ddx24	0.302593797226972	0.970315975750152	1	0.889	1
Gm16580	0.30261395056018	-0.493040011280117	0.25	0.667	1
Slc35a1	0.302799980355056	0.864116571918227	1	0.778	1
Mier1	0.302860640940222	-1.01329682261346	0.75	0.778	1
Mpdu1	0.302874997189715	-1.02772075755845	1	0.889	1
Trdmt1	0.30291279705802	-1.61434630750225	0.25	0.444	1
Nom1	0.303126767816566	1.14547195771777	1	0.667	1
Lta4h	0.303133271549134	0.917861713429522	1	0.889	1
Msmo1	0.303170704933663	0.633519320899357	1	1	1
Pcnp	0.303226074832019	-0.502500340529183	1	0.889	1
Nap1l4	0.303354197815424	0.710944154575872	1	0.889	1
Xpot	0.303490847513474	0.650550842348733	1	1	1
Rps25	0.304405949284207	-0.340764736900218	1	1	1
Hnrnpa2b1	0.30441399440531	-0.37763949012244	1	1	1
Arhgap26	0.304430063596832	0.989352755800491	0.5	0.333	1
Zfand3	0.304591392085411	0.947532580105864	0.75	0.778	1
Grn	0.304752525109863	-0.506829975198334	1	1	1
Gm1848	0.304936466399188	0.722466024471091	0.75	0.222	1
Rassf2	0.304975672074735	0.838177845524505	1	0.889	1
Gm45222	0.305049357947715	1.12928301694497	1	0.444	1
Uggt1	0.305254237161645	-0.554329540974339	1	1	1
Zfand2a	0.305363160438521	-1.06954093325308	0.75	0.778	1
Rrm1	0.305437637998877	-1.1661242016897	0.75	0.778	1
Slc25a36	0.30559870062751	0.916168409196529	1	0.667	1
Def6	0.305687619774269	-0.908077510558961	1	0.778	1
Zfp770	0.305770969693756	0.362570079384708	0.5	0.444	1
Smap2	0.305855243373242	-1.25492935619674	0.75	0.889	1
Zfp384	0.306591115065489	-0.976916386886959	0.5	0.444	1
Vdac3	0.306742626747626	0.491853096329675	1	1	1
Gm49634	0.306885587388091	-0.358769279632099	1	1	1
Rc3h2	0.306987684739758	1.12261928666396	0.75	0.667	1
Pdcl3	0.307063026097344	1.07877711338412	1	0.556	1
Rab11b	0.307077431505502	-0.26693886028971	1	1	1
Adipor2	0.30710138228486	-0.501238534328148	1	1	1
Stat3	0.307254233211849	-0.489238441120261	1	1	1
Gars	0.307746500525364	0.950611973037836	1	0.889	1
Rps28	0.307746878399978	-0.57550217147209	1	1	1
Samd4b	0.307868102722763	-0.89235927681203	0.75	0.889	1
Tmem147	0.308389292339936	-0.400390723314443	1	1	1
Smyd2	0.30854495947573	0.611434712082348	1	1	1
Tdp1	0.308703327834741	-0.964724525252469	0.5	0.889	1
Lgmn	0.308715345117154	-1.17199456863252	1	0.778	1
Cd44	0.308799857081818	0.353461486961737	1	1	1
Lepr	0.308900807673809	-1.6983443001389	0.75	0.667	1
Wrnip1	0.308949738570178	1.15625006454524	1	0.667	1
Proser1	0.309406462592418	-1.29519772927284	0.75	0.667	1
Psmd10	0.30952922230878	0.886132035441721	1	0.889	1
Pcgf2	0.309605713603642	-1.08641475181747	0.75	0.444	1
Rif1	0.309810839592176	-0.890616540492738	1	0.889	1
Nqo1	0.309858069665172	1.57046293102604	1	0.333	1
Tsnax	0.309889531205123	0.62813035987753	1	0.889	1
Sdf4	0.310065881099531	0.477014587354041	1	1	1
Scarb1	0.310125830957236	0.537028023657455	1	1	1
Polr3k	0.310160040897048	0.854237846529095	1	0.889	1
Lockd	0.310165232528798	1.4537179674429	0.5	0.333	1
Sf3b4	0.310210998639954	0.619727918881833	1	0.778	1
Dock2	0.310535895288721	1.00642626915943	0.75	0.778	1
9430038I01Rik	0.310755331882408	1.04064198449735	0.5	0.667	1
Prkaca	0.310781010695738	1.04574559022158	1	0.667	1
Rell1	0.31131241818774	-1.24511249783653	0.5	0.444	1
Paqr4	0.311558010972345	0.835505962371752	1	0.778	1
Nxt1	0.31156457898058	-0.615734849515973	0.75	1	1
Brk1	0.311842365328868	0.297655673087144	1	1	1
Timm17a	0.311916250189169	0.70314392706947	1	0.889	1
Ubqln2	0.312056759605463	-0.595609744920664	1	1	1
Antxr2	0.312129484572175	2.30485458152842	0.5	0.333	1
Anp32b	0.312403100880821	-0.332406612691627	1	1	1
Limk2	0.312473654036139	1.59442282997022	1	0.222	1
Gm12696	0.312599437162778	-0.637429920615291	0.5	0.444	1
Crbn	0.312612094579571	1.00946032924907	1	0.556	1
Stag2	0.312731146779705	-0.509364881826997	1	1	1
Drosha	0.312842845850777	-1.08005325156604	0.75	0.778	1
Cbr4	0.312930365805525	1.94753258010586	0.75	0.222	1
Zfp451	0.31307730575836	-0.497930507627189	1	0.889	1
Dhrs7b	0.31317127892919	-1.11547721741994	0.75	0.778	1
Prpf4b	0.313329678183724	0.529467388129452	1	1	1
Nod2	0.31333712148492	1.08246216019197	0.5	0.333	1
Slc25a4	0.313402804217323	0.389973482310461	1	1	1
Calm1	0.313543182965302	0.284949182262235	1	1	1
Sft2d2	0.313770810054979	0.797507136101257	1	0.889	1
U2surp	0.313894293407113	-0.710297643704126	1	1	1
Rbm10	0.314166101681046	-0.945552215977624	1	0.667	1
Hmg20b	0.314551202411181	-0.882163509706142	1	0.889	1
Abcg1	0.314580049245752	1.23645875269801	1	0.889	1
Slf2	0.314824782103252	-0.992346427456565	0.5	0.889	1
Acp2	0.314832093630124	1.61738397841353	1	0.222	1
Tet3	0.31484227639283	-1.16397573511113	0.75	0.667	1
Prkab2	0.315272633981581	1.46948528330122	1	0.333	1
Rpn1	0.316000496967183	0.614506776335172	1	1	1
Tmem165	0.316221463724156	0.603821527972472	1	1	1
3000002C10Rik	0.316289418135707	-0.945552215977624	0.5	0.333	1
Atf6b	0.316486510649366	-0.959358015502654	0.5	0.778	1
Zfr	0.316521140400429	-0.60291762905249	1	1	1
Btbd10	0.316674430636655	-0.294022098317478	0.75	0.556	1
Akap10	0.316676742334472	1.22881869049588	0.75	0.556	1
Klf9	0.316677929669776	0.895065160211729	1	0.889	1
Lrp1	0.316722229196099	1.79315751909119	0.75	0.556	1
Hprt	0.316822513116414	0.48978174630998	1	1	1
Mon1a	0.316966595612595	1.44294349584873	0.75	0.222	1
Nck1	0.316984175537149	0.892815410396796	1	0.778	1
Polr1e	0.317002329589436	1.56585367777345	1	0.222	1
Gstp1	0.317082431206113	0.533361304233944	1	1	1
Mphosph6	0.317139765810639	-0.765944661137972	0.75	0.889	1
Naxe	0.317448645554474	0.710493382805015	1	1	1
Eif5a	0.317568907802882	-0.276770442808843	1	1	1
Fam193a	0.317822861368075	-0.892810753905651	1	0.778	1
Prmt3	0.317897973860446	-0.806867607396363	1	0.889	1
Polr3f	0.318001986581349	1.16992500144231	0.75	0.556	1
Arhgap25	0.318099269470954	-1.44587490320144	0.5	0.778	1
Sugt1	0.318222315399463	-0.680498642507177	1	1	1
Stub1	0.318334347967706	-0.459825421025681	1	1	1
Med14	0.318571677336091	0.646972162996581	1	1	1
Myo10	0.318584303401223	-0.781743748471694	1	1	1
Il1r2	0.318675549069308	-1.86709180730164	1	0.667	1
Zfp655	0.318999537443214	0.853451336647058	1	0.667	1
Plxnc1	0.319272492853458	-1.1569693463384	0.75	0.778	1
Dph6	0.319430399317726	1.4594316186373	0.75	0.333	1
Hnrnpc	0.319498084578189	-0.413048946185389	1	1	1
Pym1	0.319642730909292	-0.637429920615292	1	0.667	1
1810014B01Rik	0.319893861542587	-0.756074417113911	0.25	0.333	1
Hps6	0.319893861542587	-0.756074417113911	0.25	0.333	1
Eipr1	0.319894112331038	-1.05524986056546	0.75	0.889	1
Gatad1	0.319986219215104	-0.720845928802929	1	1	1
Tcp11l1	0.320044020988157	-0.96131953183594	0.75	0.778	1
Hpf1	0.320087093594179	-0.573735245297902	1	0.889	1
Lrwd1	0.32015406738994	1.73552217729654	0.5	0.333	1
Tmem109	0.320226664412421	-0.657759449690381	1	1	1
Sp2	0.320388366666142	-0.929610672108602	0.5	0.444	1
Exoc3l4	0.320436695304463	1.16992500144231	0.75	0.333	1
Gtpbp1	0.32049047379676	1.43295940727611	1	0.556	1
Chchd7	0.320510694511001	-0.637429920615292	1	1	1
Ywhaq-ps2	0.320634339649948	0.39231742277876	0.5	0.333	1
Gm13886	0.320641354035561	0.39231742277876	0.75	0.222	1
Gm7784	0.320641354035561	0.39231742277876	0.75	0.222	1
Cdca4	0.320910883641721	0.939144794613145	1	0.778	1
Gm13394	0.321520225402282	-0.678071905112638	0.25	0.333	1
Rps18	0.321666380732871	-0.311726782036548	1	1	1
Socs3	0.321764797355901	-1.55254102302878	0.75	0.556	1
Papolg	0.321939695694655	0.889817082249577	0.75	0.556	1
Tmem216	0.322016004345899	0.321928094887363	0.25	0.333	1
Nudt19	0.322064434382892	-0.789433014060342	1	0.889	1
Hdgf	0.322255298828304	-0.42823480166042	1	1	1
Mtx1	0.322271563155062	0.712452235843072	1	0.889	1
Ssr1	0.322281322673049	-0.319409805654932	1	1	1
Gm14776	0.322577233274899	-0.68805599368526	0.5	0.667	1
Cnot2	0.322623873043057	0.888743248898259	1	0.778	1
Psme2	0.322752355249903	0.400999665878561	1	1	1
Specc1l	0.322801386185722	1.03792945563232	0.75	0.889	1
Rps2-ps11	0.322963544823293	-0.756074417113911	0.25	0.333	1
Rnf38	0.323041034764749	0.9915877601838	1	0.556	1
Malat1	0.323087338463072	-0.472381846811512	1	1	1
Tmem243	0.323185148715644	1.20163386116965	0.75	0.556	1
A630081D01Rik	0.323417858931544	1.20029865048583	0.5	0.667	1
Gm12017	0.323509076585987	-0.546282032557096	0.5	0.667	1
Arid1a	0.323677072164205	-0.511392563173979	1	1	1
Mrpl36	0.323683034407306	-0.462813223848258	1	1	1
Gm48226	0.32371418128114	0.315775867905767	0.5	0.444	1
Atf6	0.323917111252113	1.66873085841375	0.75	0.333	1
Zfp36l1	0.323981021207025	0.572023445013659	1	1	1
Bcl2l12	0.324053831198997	-0.666576266274808	0.5	0.556	1
Gas5	0.324070251555958	0.334713069530983	1	1	1
Cryl1	0.324143018266814	-0.324839690307265	0.25	0.444	1
Batf	0.324521516388271	-0.796908134622488	0.75	0.889	1
Ccng1	0.324589220268614	0.522678222466813	1	1	1
Gpkow	0.324703360762897	-0.929610672108602	0.5	0.444	1
Pip5k1a	0.324834418944783	1.29865831556452	0.75	0.556	1
Ss18	0.325220094394242	-0.758045312285034	1	0.889	1
Flrt3	0.325378792802597	-0.663255907983197	1	1	1
Lancl2	0.325697463767247	1.70043971814109	0.5	0.333	1
Rp9	0.32606516107615	-0.544079444280583	1	1	1
Mtx2	0.32624914387332	-0.97473324138957	0.75	1	1
Tut1	0.326570985218066	-1.07800251200127	0.75	0.778	1
Notch2	0.326649904340819	0.778842234315191	1	1	1
Cdc5l	0.326706822093445	0.622437206139819	1	0.778	1
Akt2	0.326760544919673	0.594810286677503	1	0.889	1
Ubald1	0.326828205410041	-1.27485984123058	0.75	0.667	1
Coq9	0.32689634235439	1.53670733211394	0.75	0.333	1
Ddx56	0.32706127965598	-0.60768257722124	1	1	1
Cited2	0.327144612007139	-0.830074998557687	0.75	0.889	1
Eid2b	0.327291236907996	-1.21834558827375	0.75	0.556	1
Parp1	0.327614800440895	0.70401517236492	1	0.889	1
Phax	0.32790524509953	-0.837569535104612	1	0.889	1
Ergic1	0.328401448034864	-0.703162886075468	1	1	1
Emd	0.328485592843487	-0.842047640223764	1	1	1
Dennd1b	0.328693235445206	-1.02272007650008	0.25	0.889	1
Babam1	0.328869318160944	0.448226163929416	1	1	1
Tmem164	0.32899167807039	1.30964976510893	1	0.556	1
Eef1a1	0.329027089981882	0.332379348656263	1	1	1
Ube2j2	0.329428862775432	0.604327825588087	1	0.889	1
Fyttd1	0.329446125251301	0.526068811667588	1	0.889	1
Slc25a44	0.329591816403312	1.74503971620712	0.75	0.333	1
Pten	0.329700927897209	0.581180860178729	1	1	1
Pcnx3	0.330127289301451	0.913585248182526	0.75	0.667	1
Usf1	0.33013219408761	1.19546009354945	0.75	0.667	1
Zbtb24	0.330205820787115	1.50007360313464	0.75	0.333	1
Pygb	0.330315845325411	1.49708974469582	0.75	0.444	1
Tmbim4	0.330349256562229	-1.12343394124828	1	0.778	1
Kdelr1	0.330787609040657	-0.7743655659714	1	0.889	1
Irf2bpl	0.331379201972349	-1.06273575534796	0.5	0.556	1
Chrac1	0.331675665196436	-0.533218925627158	1	1	1
Ssbp2	0.331686793794697	1.56768450928932	0.75	0.444	1
Gm18859	0.331771148662667	0.46948528330122	0.5	0.333	1
Ftl1-ps2	0.331771149687561	0.46948528330122	0.75	0.222	1
Ndufs2	0.331949843820634	-0.689731922285215	1	1	1
Ski	0.33227827870731	-0.280736407567252	0.5	0.778	1
Csnk2a1	0.33237210584715	-0.547487795302493	1	1	1
5830432E09Rik	0.332487480730707	-1.57730892817772	0.25	0.333	1
Eif1ad	0.332621992483295	-0.59216518687951	1	1	1
Ppp2cb	0.332710040263851	-0.984652035666564	1	0.778	1
Ptk2	0.332873574447533	-1.60266450245462	0.5	0.444	1
Trim24	0.332886835677492	-0.936990202474199	0.75	0.778	1
Sms	0.333086132693124	0.782901878333065	0.75	0.778	1
Gm6542	0.333353145740882	0.622437206139819	0.5	0.556	1
Tecr	0.333468232211313	0.384937892413163	1	1	1
Chil4	0.333520481948284	-1.54612903451454	0.75	0.778	1
Art2a	0.334047469578958	-1.15200309344505	0.25	0.444	1
Tctex1d2	0.334273174514551	-1.22537627977527	0.75	0.667	1
Eif3i	0.334474999593838	-0.331927373641041	1	1	1
Rfc2	0.334653054412817	-0.851640348392621	0.75	1	1
Zdhhc3	0.334712665457912	0.515852415624451	1	1	1
Tma7	0.334793158229246	0.305580100799879	1	1	1
Sod1	0.33491841302421	0.314564706473876	1	1	1
Myl12a	0.334958115341264	-0.268399350372447	1	1	1
Topors	0.335179490619881	0.76053406530461	1	0.778	1
A130010J15Rik	0.335286101250442	1.34680276352639	0.5	0.333	1
Cyc1	0.335298404194728	0.418473073376026	1	1	1
Wdr83os	0.335595306346278	-0.374395514781498	1	1	1
Usp28	0.335684760635919	-1	0.75	0.667	1
Snx27	0.335977814023604	1.24207478719815	1	0.444	1
Fis1	0.336014351941271	-0.682970704525477	1	1	1
Irf5	0.336157287699919	0.716874176226737	1	1	1
Pnkd	0.336367712383277	-1.3661278987979	0.25	0.667	1
Riok1	0.336659872076846	1.16992500144231	0.75	0.444	1
Fam49a	0.336704457486191	1.65055084234873	0.5	0.444	1
Sec23a	0.336731228437075	-1.51457317282976	0.25	0.333	1
Tent4a	0.337078903419171	1.28358178323788	1	0.556	1
Fbxl17	0.33741954193756	1.49185309632967	0.75	0.444	1
Anxa2	0.337574627630066	0.850577547205614	1	1	1
Mtif2	0.337612708772929	-0.666576266274808	1	0.889	1
Smim8	0.337834930377926	-0.987616275544168	0.5	0.667	1
Oga	0.33816709322493	0.918386234446348	1	0.778	1
