Gm19938
Gm37503
Tmbim1
Gm37931
Catip
Slc11a1
Ctdsp1
Vil1
Usp37
Gm37733
Cnot9
Plcd4
Zfp142
Bcs1l
Rnf25
Stk36
Ttll4
Cyp27a1
Prkag3
Wnt6
Gm29539
Wnt10a
Ihh
Nhej1
Slc23a3
Cnppd1
Retreg2
Zfand2b
Abcb6
Atg9a
Ankzf1
Glb1l
Stk16
Tuba4a
Dnajb2
Ptprn
Dnpep
Speg
Gmppa
Asic4
Chpf
Obsl1
Tmem198
Stk11ip
Slc4a3
Gm15182
Gm5257
Epha4
Sgpp2
Farsb
Gm28995
4833412K13Rik
Acsl3
Utp14b
Gm6159
Gm29536
Gm5830
Ap1s3
Gm37886
Wdfy1
Mrpl44
Serpine2
Gm5529
Gm28071
Fam124b
Gm37932
Cul3
Gm37902
Gm37262
Dock10
Gm37645
Gm38062
A630081D01Rik
Nyap2
Gm6198
Gm5530
Gm7516
Rhbdd1
Gm19552
Gm28940
Col4a4
Col4a3
C430014B12Rik
Mff
Gm28941
Tm4sf20
Gm17764
Agfg1
A030005L19Rik
A030014E15Rik
Gm7544
Gm7539
Ccl20
Gm6244
Sphkap
Pid1
Gm37058
Gm18304
Mir6353
Dner
Trip12
Gm38374
Gm37738
Fbxo36
Slc16a14
Gm29284
C130026I21Rik
Rpl19-ps1
Gm7582
Gm18342
A530032D15Rik
Gm10553
A530040E14Rik
Gm16038
Gm6264
Gm7609
Gm16026
Sp110
Sp140
Gm10552
Gm17017
Sp100
A630001G21Rik
9930111H07Rik
Cab39
Itm2c
4933407L21Rik
Gm28884
Gpr55
Gm28100
Gm18180
Spata3
2810459M11Rik
Psmd1
Gm22786
Htr2b
Gm37914
Armc9
B3gnt7
Gm5258
Ncl
Snord82
C130036L24Rik
Rpl30-ps6
Ptma
Pde6d
Gm37152
Cops7b
Nppc
Dis3l2
Gm29055
Gm37485
Gm38142
Gm38010
Gm38021
Gm6136
Gm37967
Gm28375
Gm37017
Gm37447
Ecel1
Eif4e2
Efhd1
Gigyf2
Kcnj13
Inpp5d
Atg16l1
Gm25395
Sag
Dgkd
Gm19582
4833421G17Rik
Gm38365
Usp40
Ugt1a7c
Gm15373
Ugt1a6b
Gm15372
Ugt1a6a
Gm15374
Gm15371
Ugt1a5
Gm15368
Dnajb3
Ugt1a1
Mroh2a
Hjurp
Trpm8
Glrp1
Gm38130
Gm29336
Arl4c
Gm29335
Sh3bp4
Gm5259
Agap1
Gm37297
Gm28499
4933400F21Rik
Gm26037
Gm37521
Asb18
Iqca
Ackr3
Cops8
Col6a3
Gm36970
Mlph
Lrrfip1
Rbm44
Gm7776
Ramp1
Ube2f
Gm7785
Scly
Espnl
Klhl30
Erfe
Ilkap
Hes6
Per2
Gm28381
Gm19085
Traf3ip1
Asb1
Gm37600
Hdac4
Gm37048
Gm37036
Ndufa10
Olfr1415
Olfr1410
Cops9
Otos
Gpc1
Ankmy1
Dusp28
5033417F24Rik
Rnpepl1
9430060I03Rik
Capn10
Gpr35
Kif1a
Agxt
Crocc2
Sned1
Mterf4
Gm28535
Gm7867
Pask
Ppp1r7
Mir6902
Mir6345
Ano7
Hdlbp
Gm17415
Septin2
Farp2
Stk25
Gm28536
Bok
Thap4
Gm10550
Atg4b
Dtymk
Ing5
D2hgdh
Gal3st2
Gal3st2b
Gal3st2c
Neu4
Pdcd1
Gm7895
Fam174a
BC055308
Gm15427
St8sia4
Gm37642
1700063A18Rik
Panct2
Gm9499
Gm6430
D1Ertd622e
Ppip5k2
Gin1
Pam
Gm37140
Gm3531
B230216N24Rik
1810006J02Rik
Gm29461
Gm7952
Gm29462
Slco6d1
Gm3555
Gm7967
Cntnap5b
Prdx2-ps1
Gm37877
Gm19029
Gm29668
Gm29667
Psmb6-ps2
Gm18969
Rnf152
Gm17634
Gm28403
Capza1-ps1
Pign
Gm28404
Gm20302
Gm8004
Relch
Gm37566
Gm10193
Tnfrsf11a
Gm7160
Zcchc2
Gm37372
Gm26509
Phlpp1
Gm38235
Bcl2
D630008O14Rik
Gm37053
Kdsr
Vps4b
Serpinb3a
Gm15390
Serpinb7
Serpinb2
Serpinb10
Serpinb8
Gm5702
Gm8141
Cdh7
Gm8173
Dsel
Gm6028
Cntnap5a
Zfp813-ps
Gm28359
Gm18182
Gm28169
Gm7195
Gm28168
Gm29106
Gm7200
Tsn
Nifk
Gm28867
Clasp1
Gm26080
2900060B14Rik
Gm28466
Tfcp2l1
Gli2
Gm8321
Gm3508
Inhbb
Ralb
Gm27184
Tmem185b
Epb41l5
Gm37219
Ptpn4
Gm37745
Gm8338
Tmem177
Cfap221
Sctr
Tmem37
Dbi
3110009E18Rik
Steap3
Marco
Gm29344
Insig2
Gm37174
Ccdc93
Gm15392
Gm8217
Ddx18
Gm8392
Gm20058
Gm28912
Dpp10
Gm37478
Gm28929
Gm37551
Gm38073
Actr3
Slc35f5
Nckap5
Gm5261
Mgat5
Gm37510
Gm8451
Gm23734
Tmem163
Acmsd
Ccnt2
Map3k19
Rab3gap1
Zranb3
Gm38248
R3hdm1
Gm37588
Gm37868
Gm37407
Ubxn4
Lct
Mcm6
Dars
Gm6170
Cxcr4
Thsd7b
Gm38240
Gm15790
Rpl31-ps9
Cd55
Gm37109
Zp3r
Pfkfb2
Yod1
Gm37163
AA986860
Pigr
Fcmr
Il19
Il10
Mapkapk2
Gm37084
Dyrk3
Eif2d
Rassf5
Ikbke
Gm28914
Gm28913
Srgap2
Gm38262
Gm37954
Gm29488
Gm29487
Fam72a
Ctse
Rab7b
Slc26a9
Pm20d1
Slc41a1
Rab29
Nucks1
Gm38067
Slc45a3
Elk4
Mfsd4a
Cdk18
Klhdc8a
Nuak2
F730311O21Rik
Tmcc2
Dstyk
6030442K20Rik
Rbbp5
Tmem81
Cntn2
Nfasc
Mdm4
Gm29257
Pik3c2b
Gm26616
Ppp1r15b
Plekha6
Ren1
Etnk2
Gm8596
Snrpe
Zc3h11a
Gm38394
Lax1
Atp2b4
Gm37368
Optc
Btg2
Gm8618
Chit1
Chil1
Mybph
Adora1
Ppfia4
Tmem183a
Cyb5r1
Adipor1
Klhl12
Rabif
Gm15454
Kdm5b
Gm26783
Syt2
Ppp1r12b
Gm37949
Gm37677
Gm28892
Ube2t
Lgr6
Ptprv
Ptpn7
Arl8a
Gm15445
Gm4204
Gm26642
Rnpep
Timm17a
Shisa4
Ipo9
Gm28277
Nav1
2610012C04Rik
Gm37333
Gm4793
Csrp1
Phlda3
Tnni1
Lad1
Tnnt2
Gm28883
Igfn1
Tmem9
Gm37759
Gm15850
Kif21b
Mroh3
Inava
Camsap2
9230116N13Rik
Ddx59
Kif14
Gm29486
Zfp281
Gm19705
Gm8762
Gm29718
Gm4258
Gm37298
Gm37124
A130050O07Rik
Gm26930
D130019J16Rik
Gm37534
Mir181a-1hg
Ptprc
A130071D04Rik
Nek7
Gm37080
Gm37101
Gm5833
Gm8790
Lhx9
2310009B15Rik
Gm3933
Gm37045
Dennd1b
Gm37423
4930596I21Rik
Gm16305
Gm37470
Gm43544
Gm37655
Gm37718
Crb1
4933436E23Rik
Zbtb41
Aspm
Gm5837
Kcnt2
Gm37777
Gm28724
Gm5835
Cdc73
B3galt2
Glrx2
Ro60
Uchl5
Gm29170
Rgs2
Rgs1
Gm7266
Rgs18
Gm8856
Gm6550
Gm5262
Gm28392
Gm5263
Brinp3
Gm18505
Gm4034
Gm5703
Gm29398
Pla2g4a
Gm19136
Ptgs2os
Ptgs2
Gm9687
Ptgs2os2
Rbm3-ps
Odr4
Tpr
Prg4
Hmcn1
Gm37671
Gm8941
Gm10138
Ivns1abp
Swt1
Trmt1l
Mir7682
Gm37893
Rnf2
Gm36527
Gm19503
Gm28181
Fam129a
2810414N06Rik
Edem3
1700025G04Rik
Gm8964
Tsen15
Colgalt2
Rgl1
Gm7278
Gm28792
Apobec4
Arpc5
Ncf2
Smg7
Gm28791
Gm8976
Nmnat2
Lamc2
Lamc1
Gm38009
Gm8818
E330020D12Rik
Shcbp1l
Dhx9
Npl
C230024C17Rik
Rgs16
Rnasel
Rgsl1
Teddm2
Glul
Gm29291
A830008E24Rik
Zfp648
Cacna1e
Gm9530
Ier5
Mr1
Stx6
Gm8850
BC034090
Xpr1
Acbd6
Lhx4
Qsox1
Gm37571
Cep350
Gm37383
Gm9694
Tor1aip1
9430034N14Rik
Tor1aip2
Gm38113
Tdrd5
Nphs2
Axdnd1
Gm2000
Soat1
Gm37648
Csnk2a3
Abl2
Gm38043
Tor3a
Fam20b
Gm15428
Ralgps2
Angptl1
Gm37943
Gm30694
Rasal2
Gm37788
Gm37578
Gm6058
Gm37060
2810025M15Rik
Cryzl2
Gm15486
Sec16b
Gm37682
Gm7412
Astn1
Pappa2
Gm4953
Cop1
Gm37115
Gm37088
Tnr
4930523C07Rik
4930562F07Rik
Tnn
Mrps14
Cacybp
4933417C20Rik
Rabgap1l
Gm36975
9430087J23Rik
Gm37529
Gm37212
Gpr52
Gm37215
Gm38302
6720464F23Rik
Gm23528
Gm37873
Gm37328
Gm38329
Gm38126
Gm37083
Gm6177
Rc3h1
Gm37052
Gm37653
Serpinc1
Gm37729
Gm37072
Zbtb37
Gm37362
Gas5
Dars2
Cenpl
Klhl20
Gm6185
Prdx6
Tnfsf4
Tnfsf18
Gm37638
Gm15429
Gm37357
Suco
Gm7496
4930558K02Rik
Pigc
Dnm3
Dnm3os
Eef1aknmt
Vamp4
Myoc
Prrc2c
Fmo4
Fmo1
Prrx1
Gorab
Rpsa-ps1
Gm2343
Kifap3
Scyl3
BC055324
Mettl18
Sele
Sell
Selp
Gm16548
F5
Slc19a2
Ccdc181
Blzf1
Nme7
Atp1b1
Gm20743
Sft2d2
Tiprl
Gm38190
Gpr161
Dcaf6
Gm24637
Gm37864
Mpc2
Gm37860
Adcy10
Gm18186
Mpzl1
Gm18407
Rcsd1
Creg1
Gm36972
Gm16565
Cd247
Gm37856
Gm37469
Pou2f1
Gm17976
Gm7626
Dusp27
Ildr2
Gm15853
Tada1
Pogk
Fmo9
Gm6286
Fam78b
Uck2
Gm37982
Gm2453
Tmco1
Aldh9a1
Mgst3
Pbx1
Gm37524
Gm5265
Nuf2
Rgs5
Hsd17b7
3110045C21Rik
Ddr2
Uap1
Gm37748
Gm37502
Uhmk1
4930500M09Rik
Sh2d1b2
Gm6345
Sh2d1b1
Gm7694
Nos1ap
Spata46
Gm7299
Olfml2b
Atf6
Gm9929
Dusp12
Gm26620
Fcrlb
Fcrla
Gm2962
Gm37030
Fcgr2b
Gm38204
Gm10522
Fcgr4
Fcgr3
Cfap126
Sdhc
Pcp4l1
Nr1i3
Tomm40l
Apoa2
Fcer1g
Ndufs2
Adamts4
B4galt3
Ppox
Usp21
Ufc1
Rpl27-ps1
Gm20045
Dedd
Nit1
Pfdn2
Klhdc9
Gm37097
Nectin4
Arhgap30
Usf1
Tstd1
F11r
B930036N10Rik
Alyref2
Itln1
Gm37450
Cd244a
Ly9
Slamf7
Gm37787
A630035G10Rik
Gm37981
Cd48
Gm37010
Tma7-ps
Slamf1
Cd84
Gm10521
Slamf6
Vangl2
Ncstn
Copa
Gm38164
Gm37756
Pex19
Dcaf8
Pea15a
Casq1
Gm17224
Igsf8
Atp1a2
Kcnj9
Gm36937
Kcnj10
Pigm
Gm37145
Gm7804
Slamf9
Igsf9
Tagln2
Gm37125
Cfap45
4933439K11Rik
Vsig8
Slamf8
Dusp23
Gm2710
Olfr1408
Olfr1404
Cadm3
Aim2
Ifi206
Ifi214
Ifi213
Ifi209
Ifi208
Gm7871
Ifi207
Ifi204
Ifi203-ps
Mndal
Ifi211
Ifi203
Ifi202b
Gm18445
Ifi205
Olfr433
Olfr432
Olfr427
Olfr231
Spta1
Olfr220
Rgs7
Fh1
Kmo
Opn3
Chml
Wdr64
Exo1
Pld5
Rbm8a2
Gm38101
Cep170
3110062G12Rik
Gm38104
Gm36992
Sdccag8
Gm38158
Gm38053
Gm37246
Gm37490
Gm15423
Gm37519
Akt3
Gm37960
Gm37106
Gm37598
Gm38146
Gm37706
Gm37463
Gm26801
Zbtb18
Gm37306
Gm37858
2310043L19Rik
1700016C15Rik
Adss
Gm16585
Catspere1
Catspere2
Gm8010
Desi2
Gm37486
B230369F24Rik
Cox20
Hnrnpu
Gm38300
Efcab2
Kif26b
Smyd3
Gm5561
Tfb2m
Gm15480
Cnst
Sccpdh
Kif28
Ahctf1
Gm37070
Cdc42bpa
Gm38169
Coq8a
Gm37336
Psen2
Gm31728
Gm5069
Itpkb
Gm37033
Gm37390
Gm36933
Stum
Gm37267
Parp1
Mir6904
Lin9
Mixl1
Gm8101
Acbd3
Gm37768
H3f3a
Sde2
Pycr2
Lefty1
Tmem63a
2210411M09Rik
Ephx1
Nvl
Cnih4
Wdr26
A430110L20Rik
Rpl35a-ps2
Gm8146
Cnih3
Dnah14
Lbr
Enah
2700078F05Rik
Gm38359
Gm37018
Gm37258
Srp9
Degs1
1700047M11Rik
Fbxo28
Gm5706
Gm10517
Trp53bp2
Capn2
Gm37885
Gm37069
Capn8
Susd4
Tlr5
Gm38079
Disp1
BC085271
Brox
Aida
Mia3
Gm37339
Taf1a
Gm37986
Hhipl2
Gm38332
Dusp10
1700056E22Rik
Gm37223
Gm37712
1700112H15Rik
Gm37800
Rpl21-ps1
Gm38358
Hlx
Gm34342
Mtarc1
Mtarc2
Mir1981
Mark1
Rab3gap2
Gm34882
Iars2
2010103J01Rik
Mir194-1
Bpnt1
Eprs
Gm2061
Lyplal1
Tgfb2
Gm29491
Gm37849
Rrp15
A430105J06Rik
Gm3809
D1Pas1
Spata17
Gpatch2
Gm37254
Gm38155
Esrrg
Ush2a
Kctd3
Kcnk2
Pdcd5-ps
A430027H14Rik
Cenpf
Ptpn14
Gm37422
Smyd2
Gm38245
Prox1
Rps6kc1
Angel2
Vash2
Gm8407
Flvcr1
A230020J21Rik
Spata45
Tatdn3
Nsl1
Batf3
Gm38161
Fam71a
Atf3
D730003I15Rik
Gm37074
Gm37168
Nenf
Pacc1
Ppp2r5a
Gm2272
Gm32200
Gm37688
Dtl
Ints7
Gm37349
Lpgat1
Nek2
1700034H15Rik
Slc30a1
Rd3
Gm26670
Gm32460
Traf5
Gstp-ps
Rcor3
Gm10516
Kcnh1
Hhat
Sertad4
Gm2367
Syt14
Utp25
Irf6
A130010J15Rik
Traf3ip3
Gm15872
4930570N18Rik
Lamb3
Hsd11b1
G0s2
Gm37691
Gm37650
Camk1g
Gm38022
Mir205hg
Gm21362
Plxna2
Gm37783
Cd34
Gm16897
A330023F24Rik
Gm32250
Gm37334
9630010A21Rik
Cd46
Gm37366
Cr1l
Cr2
Gm37392
Fam171a1
Nmt2
Rpp38
Olah
Meig1
Dclre1c
Suv39h2
Gm13184
Hspa14
Gm45902
Cdnf
Gm13186
Fam107b
Gm13183
Gm13181
Gm13185
Frmd4a
Gm13175
Prpf18
Gm13196
Bend7
Sephs1
Phyh
Gm13194
Gm13192
Ucma
Mcm10
Optn
4930551O13Rik
Camk1d
Gm13216
Cdc123
Nudt5
Gm13199
Sec61a2
Dhtkd1
Upf2
Proser2
Echdc3
A230108P19Rik
Usp6nl
Gm13391
Celf2
Gm13217
Gm13219
Gata3
4930412O13Rik
Gm13262
Taf3
C630004M23Rik
Atp5c1
Gm23608
Kin
Itih2
Itih5
Sfmbt2
Prkcq
Gm37520
Gm38171
Gm37851
Gm37730
Gm13292
Gm13296
Pfkfb3
Gm10851
Gm37975
Rbm17
Gm13260
Il2ra
Gm37881
Il15ra
Fbh1
Ankrd16
Itga8
Mindy3
Gm37289
Gm37255
Gm38014
Gm13321
Pter
Gm37742
Rsu1
Gm38156
Gm37780
Gm37160
Gm13270
Cubn
Trdmt1
Vim
St8sia6
Hacd1
D930036K23Rik
Gm37894
Stamos
Stam
Gm37499
Tmem236
Mrc1
Cacnb2
Gm13268
Gm13312
Gm13314
Gm13311
Gm13315
Gm38273
Nsun6
Gm36930
Arl5b
Gm38257
Gm13313
Gm13365
Gm13368
Malrd1
Plxdc2
Gm13326
Nebl
Gm13323
A930004D18Rik
Skida1
1810059C17Rik
Mllt10
Gm13351
Dnajc1
Gm13349
Gm13352
Commd3
Bmi1
Spag6
Gm13333
Carlr
Pip4k2a
4930426L09Rik
Armc3
4930447M23Rik
Msrb2
Ptf1a
4921504E06Rik
Gm13343
Otud1
Gm13346
Etl4
Gm13360
Gm13328
Gm13362
Arhgap21
Gm13375
Enkur
Thnsl1
Gm13379
Myo3a
Gm13342
Gm13341
Gm13340
Gm13339
Gad2
Apbb1ip
A130006I12Rik
Pdss1
Gm25544
Gm14441
Abi1
Gm13357
Acbd5
Mastl
Yme1l1
Gm13423
Gm13422
Gm38309
Spopl
Gm13392
Hnmt
Gm13410
Il1f9
Il1f6
Gm13411
Il1rn
Psd4
Pax8
Gm13415
Gm13418
Gm13416
Cacna1b
Ehmt1
Gm38147
Gm37139
Arrdc1
Zmynd19
Dph7
Mrpl41
Pnpla7
Gm13370
Gm13369
Nsmf
Gm24328
Mir7664
Gm13387
Tor4a
Nelfb
Fam166a
Tubb4b
Rnf208
Ndor1
Tmem203
Tprn
Ssna1
Anapc2
Grin1
Man1b1
Dpp7
Uap1l1
Sapcd2
Entpd2
Npdc1
Fut7
Abca2
Paxx
Clic3
C8g
Fbxw5
Traf2
Gm13433
Edf1
Mamdc4
Phpt1
Rabl6
Fcnaos
Ccdc183
Tmem141
Fcna
Lcn8
Obp2a
A230005M16Rik
Bmyc
Kcnt1
Camsap1
Gm13542
Ubac1
Nacc2
Tmem250-ps
1810012K08Rik
Qsox2
Ccdc187
Gpsm1
Dnlz
Card9
Gm13562
Snapc4
Gm13563
Entr1
Pmpca
Inpp5e
Sec16a
0610009E02Rik
Notch1
Egfl7
Agpat2
Dipk1b
Snora17
Snhg7os
Gm13359
Surf6
Med22
Rpl7a
Gm23969
Surf1
Surf2
Surf4
Stkld1
Rexo4
Adamts13
Cacfd1
Slc2a6
Gm13397
Gm13398
Mymk
Adamtsl2
Sardh
Vav2
AA645442
Brd3
Wdr5
Gm25541
Gm13421
Rxra
Col5a1
Fcnb
F730016J06Rik
Olfm1
Ppp1r26
1700007K13Rik
Mrps2
Rpsa-ps9
Gbgt1
Gm10134
Ralgds
Cel
Gm13381
Gtf3c5
Gfi1b
Tsc1
Spaca9
Ak8
Gtf3c4
Ddx31
Barhl1
Gm13394
Ttf1
Setx
Ntng2
6530402F18Rik
Med27
Mir133c
Gm13401
Rapgef1
Gm13420
Trub2
Coq4
Slc27a4
Urm1
2600006K01Rik
Cercam
Odf2
Gle1
Sptan1
Wdr34
Set
Pkn3
Zdhhc12
Zer1
Tbc1d13
Slc39a1-ps
Endog
Spout1
Kyat1
1700084E18Rik
Lrrc8a
Phyhd1
Dolk
Nup188
Gm14471
Sh3glb2
Miga2
Dolpp1
Crat
Ptpa
Ier5l
Gm14486
Gm14488
1700001O22Rik
Ntmt1
Asb6
Ptges
Gm13400
Tor1b
Tor1a
BC005624
Usp20
Fnbp1
D330023K18Rik
Gpr107
Gm22516
Ncs1
Hmcn2
Ass1
Fubp3
Exosc2
Gm13427
Abl1
Qrfp
Fibcd1
Lamc3
Aif1l
Nup214
Gm13608
Fam78a
Gm16534
Plpp7
Prrc2b
Gm22192
Pomt1
Uck1
Gm13611
Swi5
Golga2
Dnm1
Ciz1
1110008P14Rik
Lcn2
Ptges2
Gm13413
Slc25a25
Naif1
Fam102a
Dpm2
Pip5kl1
St6galnac4
St6galnac6
Ak1
Eng
Fpgs
Cdk9
Sh2d3c
Ttc16
Tor2a
Ptrh1
Cfap157
Stxbp1
Gm24165
Gm13524
Gm13523
Fam129b
Lrsam1
Rpl12
Slc2a8
Garnl3
Ralgps1
Angptl2
Zbtb34
Zbtb43
Gm13529
Mvb12b
Nron
Gm13404
Pbx3
C79798
Mapkap1
Gm13407
Gm13406
Gm13408
Gm13414
Gapvd1
Hspa5
Rabepk
Fbxw2
Gm34653
Psmd5
Cutal
Phf19
Gm13448
Traf1
Gm13450
Hc
AI182371
Cntrl
Rab14
Gsn
Gm43128
Stom
Glo1-ps
Ggta1
Gm43761
Gm13445
Dab2ip
Ttll11
Gm10829
Ndufa8
Rbm18
Mrrf
Gm13431
Ptgs1
Gm43621
Olfr335-ps
Gm47783
Gm13436
Olfr354
Gm13437
Pdcl
Rc3h2
Zbtb6
Zbtb26
Rabgap1
Strbp
Gm17893
Gpr21
Gm13543
Dennd1a
Gm44283
Gm44443
Gm44291
Gm13556
Lhx2
Gm13588
Nek6
Gm35808
Psmb7
Gm13586
Nr6a1
Rpl15-ps4
Nr6a1os
Gm44144
5730507A11Rik
Olfml2a
Gm13474
Wdr38
Rpl35
Arpc5l
Golga1
Scai
Gm18791
Gm16523
Gm44027
Ppp6c
Gm13511
Gm13453
Gm13456
Lrp1b
Gm13460
