PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14,PC_15,PC_16,PC_17,PC_18,PC_19,PC_20,PC_21,PC_22,PC_23,PC_24,PC_25,PC_26,PC_27,PC_28,PC_29,PC_30,PC_31,PC_32,PC_33,PC_34,PC_35,PC_36,PC_37,PC_38,PC_39,PC_40,PC_41,PC_42,PC_43,PC_44,PC_45,PC_46,PC_47,PC_48,PC_49,PC_50
24.9272444244,-12.0991761720084,3.2526273299465,-4.58406422952714,14.716853376302,13.1193793095418,-10.9662584857066,-1.86960968206954,5.57502481041273,-0.216326388812788,-8.79113586414153,5.8331140899805,3.4816162394284,8.36182378752931,6.0144457642346,-3.45557493004338,0.185716944499856,0.86400305143917,2.33050792250068,2.58893475938931,2.86324239580107,5.09496700246639,1.01748623472972,-1.15790562828083,0.406178543473537,-0.0124419224101183,2.23069587956899,1.4143884448462,2.90986926547287,-0.965644144864531,2.53740811029294,3.86027533221577,3.6733798338294,0.956470164993158,1.0675333597659,-1.82081585025321,0.0614228531757019,0.084271132624814,1.06331838193654,6.03249531923639,-0.952493537342377,-1.52227988193588,3.54165320155294,-3.87129924251458,1.50436438983894,2.70640734959897,-2.26724341641431,-1.14401230388806,-0.593822563557302,2.68410440652129
-36.5330849090921,2.66463080263204,0.398979583917293,-8.8153002782888,-2.27691504373647,2.3327306936275,-0.387409269784444,0.222667075891368,0.576430099885365,-3.7088804031264,-0.796587688352947,2.24018162737231,-7.82926956607619,2.98224900290695,5.8963484638285,4.34097032130584,3.19677460254915,-1.533737388384,3.01791804273719,-2.53156223653784,-2.33645253090756,0.0758788208986654,4.9766205741176,0.803483643152938,3.79243404713346,-1.78033921479867,7.46162240363454,-0.649508690045646,-2.55639602398334,-1.32156543379208,1.75936296180299,-2.63157667258998,-1.09863108052837,0.321811714826037,0.111225373211423,-6.47905833107757,1.22006605596125,1.35237996460214,-4.82652920520472,-1.37328994767021,4.01920417025963,3.72322492598676,-1.71263210832055,-0.230764339939215,0.0695355242229909,-3.86206453497426,1.87803141697253,-2.84310027303216,1.66074838877002,2.15676739922106
-12.4975629163883,11.6857513623942,-9.24281805293544,14.4892607708285,2.06075015958202,-0.989424831196355,4.24904595133949,-12.7568172260273,7.2096499395351,5.27975645737445,-5.85176010705322,-2.17314625530023,2.05993276619173,-4.06073867883328,0.177035014423205,-0.490913237019308,3.06411305107009,-1.49831260200639,0.879820719330365,0.394822091671352,2.69238292206938,-2.40159970139205,-1.07549063961328,3.14567416071434,-3.33645766217832,-2.66923177310339,-1.97255634207964,2.73750363595739,-1.88378033134443,1.05984844250235,-1.75644276134539,-2.75794531377824,4.3746785250202,-0.0147806089558048,3.73806784601324,3.11698805624005,2.54130366901678,-1.02030411803545,-0.6062629654037,-0.526809254402987,-0.719783026123772,-3.81162918088026,3.06290290193074,-1.63074003867847,-0.307210756442003,-0.722737037896409,1.58856952016263,1.71225023174133,-1.12531410254369,-0.454286425511131
-3.2399582330281,13.5256684908218,-6.22015389458171,13.3579417131232,6.81198342103157,-0.498249977750619,10.698039491418,-2.83554002765895,5.89956490563741,5.58020002827635,-3.96715505897536,-3.50941384976396,-6.01346618911068,-1.66774931863647,2.06918630677766,-5.29446365121052,2.23067190934835,-0.0187491782371494,-1.08759780304698,-1.33627963846543,2.00663123850064,5.5628580553256,-5.86711928796148,5.39957127791104,-10.6868491364092,-4.04707963764122,-2.28898080157637,0.0235324484283375,0.2177618616881,5.51713773106126,1.19300328734412,-3.11791922567932,6.31893088957547,-2.44624562811205,-0.308301782682129,-0.560932349428037,-2.62542932441493,-0.998609660643554,-1.23880132297682,-1.16818838758429,-4.75507959237451,-2.21531022132056,1.84175647428733,4.01032674530488,2.4415341625913,0.890603256704115,-1.80270441197002,-0.215006391898551,3.45460154196574,4.48821148035955
1.20410245264773,-6.14403614737215,-8.59766429316712,-6.49976764291528,3.58765253469664,-1.12862663681672,-1.27925978648491,-0.0398856079328421,16.1943831901375,7.13360433793886,8.41239912878743,10.1831948505657,-1.94642559602637,10.4302984784602,-3.24221895832135,9.26578428269148,2.57465819003268,0.102124988737784,-6.78572933558421,-7.30712132801868,2.87177716793207,-0.433285574380101,-3.48394575911711,1.61650557185591,-6.76385648400921,-2.28963866375196,0.936001053391488,0.791712867448567,2.89895284625908,4.37074664299712,2.35874614060012,-5.99651537956162,6.25851739435683,-5.18799519449555,-0.804146693561546,-0.390706387156215,-3.10817416938037,-3.07425344214798,-0.350926685549296,-2.21296961466211,4.89658757019318,-4.3231061168939,-9.38121701951297,-7.90821974687286,0.730188257309468,-2.90881021525602,-2.94358742819234,0.828744374205713,-5.04557561549395,-8.14663875081669
-0.099169944578427,16.6270217362096,-8.82435503582397,17.0022138361062,7.73710360777959,-1.65331185213917,3.59458447406026,-6.58938911502272,2.61550520104417,10.471381307333,-4.28826163939792,-3.78617193330186,-7.56290228010228,-1.7444569508095,-1.95734816058162,-5.68478662656605,2.00412561172753,5.25764012865271,3.43106366416962,-0.0122980115016278,5.92217066195249,-2.84990558990242,-4.5810206509341,6.31872841083179,-7.57736116199259,-7.07758052363556,-2.18874762544523,7.34634968648629,1.02377171631747,7.51741568804791,-3.57024720847007,-1.90438995345018,4.01227829442506,1.99375187165116,3.40829347836188,-2.90734799154457,0.0512553984846909,-0.10202100276699,-2.80989824434251,0.488173939717837,-2.19223013272116,-2.72322921163193,-1.57256819410226,-0.553374765749671,-2.57181507904809,-1.59139824370404,-1.03756771823647,-2.45511949303395,3.07554501951247,0.895795120216732
8.41337671965063,20.9846155215152,-6.77165235191656,15.0129520033405,-0.0541878280902505,0.432275623706557,-2.26450350795749,0.835099544896047,0.678517490122966,8.94531475642703,-7.77838082018551,-5.02789308688563,-8.44748861439983,-4.85606766820971,1.29594798309893,-5.59710943573444,0.372970122791055,3.58197838321142,2.38149120405566,1.96572173480172,6.47165386785148,6.6589799536208,2.4003452536931,0.799919369159506,-5.16780085751058,-9.26597762876089,4.15793442715811,4.75531415758879,-2.98214055795188,3.61627067076865,-1.98068047486521,-3.34331882231522,0.0683939196374386,3.08174543250914,-2.60044777139842,-5.58226487300772,0.69139920164499,-3.72260714760035,0.793809736852258,2.92238162412315,-3.91565710660901,-4.60466838641982,-4.52677834501271,-0.493754541527109,-2.60144191406326,-2.96470338642485,4.63745433020264,4.79846848784758,1.05586926679062,-1.27854082415422
22.1387266174078,-0.471250963394467,5.69223060514106,-9.18356520429156,-1.53995361136156,9.4660432079396,-0.628519866191819,-6.2899160465564,1.44866223923593,-1.57542147830282,3.29667343007603,5.16625965039047,0.469045709233163,-6.87895757217957,1.3805159542594,-2.23904132973963,-1.629063673078,3.47367770865946,1.44784977202063,8.60988580653486,-4.09640575028303,-7.61305632160553,2.6579732275143,-2.14199551187082,3.52304413456982,-0.587938265049935,-3.89964557633772,3.32911353136412,1.51666650211055,0.104166946055199,2.29155639363182,-0.550111725693822,0.0932428000943112,0.914867748873834,4.82364662994749,-2.31466881968205,2.74385441345629,2.42742130847862,-1.42135814697488,3.12905858970605,2.22318375936003,-0.776002716120676,0.334102782189814,1.02916493689847,-1.08671913136145,2.08337748423215,2.60428319842745,-2.72866376118451,-3.39337719937216,-4.03115038710046
-11.0876299281019,-20.4484858859013,-15.5681789023938,7.02994950362503,-9.83217088932679,10.2944981642064,-3.20068054456701,1.98550397049101,-4.82167642956196,-4.7252809494617,1.37629678199416,-2.67075586773076,0.154625234377084,0.350589465027681,0.452883951596964,-1.27595579347581,2.99237929363908,-1.60489002928937,1.01479183534091,0.897920388731782,4.9147824881109,2.00337093161937,-6.23458057876776,0.678411293644805,0.420872608060548,-1.94748983248746,-0.158720372315598,-3.17787297627694,1.50038081935161,-1.07543804990691,-0.546880359683659,0.820710333637741,0.425932402362018,-0.725072694134466,5.04498602751445,0.671915129374531,2.01901857053636,-2.60091883913585,-1.76998971919582,3.2664121744425,2.9833231126062,0.570140091850711,3.57112927810166,-0.434459679681097,-0.661446846048654,1.83282986656424,-1.55463829144261,-1.95454079651062,-1.79991768784131,-0.295617223449663
-1.09456612803862,-21.1173216203548,-17.038409166855,0.660221440043992,-2.11485934744225,7.22161383734909,-2.30130857481838,1.89389211322701,-3.62263892952615,1.91578939446237,3.19474518918063,-1.14442147072416,1.79033698688093,-0.77383773571038,-3.3186424939226,-4.32521126592494,-7.75708033090087,-3.55039749768108,3.54971997711765,-0.507192461577226,-1.74093763569168,0.565351714755255,4.55671616178541,-3.14733607294279,-6.3289470853229,-4.70565408451573,1.10851831922864,-0.858356998478771,2.10815077507218,3.35380877519234,1.38632762202272,-1.95753803445127,-3.62850038682712,0.274728021236852,2.62997474477568,1.30615322369971,1.94056101238165,2.52903180049464,0.787477503844854,-5.46803382791373,-1.81262109598471,7.51420480798456,-0.903593970593822,0.23881022352133,-2.08807851076059,-3.2508820670885,2.7499269377626,-0.0565690081212808,4.44823147747788,-1.22619038200218
