orig.ident,nCount_RNA,nFeature_RNA,nUMI,mouse_nUMI,toxo_nUMI,nGene,mouse_nGene,toxo_nGene,cell_ID,mouse_nUMI_p,toxo_nUMI_p,mouse_nGene_p,toxo_nGene_p,well,cell_class,percent.mt,percent.mature,percent.immature,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,cluster_and_cell_class,matureDC1,matureDC2,matureDC3,matureDC4,toxoclusters,Gra15_expression,Rop16_expression,celltype,cell_class_type,cluster_type,snn_ica_res.0.8,barcode,UMAP_1,UMAP_2
131,473335.767309579,5579,516846.266559558,462596.097496558,54250.169063,6258,5123,1135,17,0.895036159544845,0.104963840455155,0.818632150846916,0.181367849153084,131_B10,LDM_3h,2.87409847904065,0,0,250106,5565,2,2,2_LDM_3h,-4.16706523981081,-4.09995788677832,1.24772455799922,1.48340074441455,toxo_3,Gra15-,Rop16-,GM-Mac,LDM_3h_GM-Mac,2_GM-Mac,0,131_B10,0.497234380656573,1.28881952483531
131,45782.0022976853,5602,52180.5981073856,42084.4363609856,10096.1617464,4109,3209,900,18,0.806515024499671,0.193484975500329,0.780968605500122,0.219031394499878,131_B11,LDM_3h,8.58963361547607,0.00125552430695058,0,238944,7171,5,5,5_LDM_3h,-2.5808191040027,-2.10484975258107,-1.71885398107559,-2.47902089605546,toxo_3,Gra15-,Rop16+,GM-Mac,LDM_3h_GM-Mac,5_GM-Mac,4,131_B11,3.26512984078536,0.0629160733925876
131,284981.017011292,6626,297907.957346129,277332.734319129,20575.223027,7182,5641,1541,19,0.930934295242425,0.0690657047575751,0.785435811751601,0.214564188248399,131_B12,LDM_3h,3.43649694064077,0,0,248612,6608,1,1,1_LDM_3h,-3.98018143159866,-4.1115619950332,-1.93983177829735,-1.35787724352609,toxo_3,Gra15-,Rop16-,GM-Mac,LDM_3h_GM-Mac,1_GM-Mac,1,131_B12,1.50343612473616,1.39458260257121
131,440487.92789129,6839,522405.419562969,425017.337981969,97388.081581,8736,6213,2523,20,0.813577581828166,0.186422418171834,0.711195054945055,0.288804945054945,131_B14,LDM_12h,3.67960089657669,1.03352871090783,0,250114,6796,0,0,0_LDM_12h,3.76263167424375,4.56246089562053,2.05466460152615,1.67137802870096,toxo_0,Gra15+,Rop16+,GM-DC,LDM_12h_GM-DC,0_GM-DC,5,131_B14,-2.77029105383745,-0.956983712126059
131,319634.006718418,4833,446130.570178801,303288.758322801,142841.811856,6708,4263,2445,21,0.679820614402748,0.320179385597252,0.635509838998211,0.364490161001789,131_B16,LDM_12h,3.61341276874045,0.89310084613779,0,249132,4806,6,6,6_LDM_12h,3.97599180501973,3.17705477630126,-1.4763294359567,2.89377723683924,toxo_0,Gra15-,Rop16-,GM-DC,LDM_12h_GM-DC,6_GM-DC,5,131_B16,-1.56980916220537,-1.18593910019521
131,338176.072727734,5502,357671.480166353,323667.862546353,34003.61762,5662,4594,1068,22,0.904930587129326,0.0950694128706737,0.811374072765807,0.188625927234193,131_B17,LDM_12h,3.75294986355171,1.8070643440252,0,248912,5437,6,6,6_LDM_12h,4.6379422560257,3.63118148634223,2.99214371205158,2.53243483131196,toxo_0,Gra15-,Rop16+,GM-DC,LDM_12h_GM-DC,6_GM-DC,5,131_B17,-2.57433315474382,-1.60926940720205
131,490378.040487817,5693,472076.955722342,471853.566148342,223.389574,5121,5069,52,23,0.999526794156562,0.000473205843437504,0.989845733255224,0.0101542667447764,131_B19,LDM_Lys3h,2.68213214868188,1.75093857336848,0,250380,5670,0,0,0_LDM_Lys3h,4.57329837546099,3.21915971666953,3.6804794848849,2.36583115452389,NA,NA,NA,GM-DC,LDM_Lys3h_GM-DC,0_GM-DC,2,131_B19,-3.41710945326677,-1.2707758216155
131,79907.980910818,6206,74482.3985391283,74423.1265405283,59.2719986,3955,3947,8,24,0.999204214690148,0.000795785309852263,0.997977243994943,0.00202275600505689,131_B1,ctrl,6.40380146973184,0.611547996256834,0,243644,6337,0,0,0_ctrl,3.19610509296545,3.59675241294275,-2.10888229385571,1.30107300309036,NA,NA,NA,GM-DC,ctrl_GM-DC,0_GM-DC,2,131_B1,-2.2260485525786,-1.10563376228933
131,473944.971674634,5317,462390.478350195,460376.243611195,2014.234739,5094,4850,244,25,0.995643866313626,0.00435613368637428,0.952100510404397,0.0478994895956027,131_B20,LDM_Lys3h,3.72617457668138,0,0,250656,5301,1,1,1_LDM_Lys3h,-3.941395285644,-3.88517814162538,-1.49433087501859,-0.693048045715017,NA,NA,NA,GM-Mac,LDM_Lys3h_GM-Mac,1_GM-Mac,4,131_B20,1.17884317677626,1.40380156357165
131,477740.041104612,4730,459439.327583493,459287.467296493,151.860287,4294,4267,27,26,0.999669466069005,0.000330533930995279,0.993712156497438,0.00628784350256171,131_B21,LDM_Lys3h,2.92961423573355,1.57862273423665,0,251295,4718,0,0,0_LDM_Lys3h,4.48219466270497,2.578621135768,4.8215390579134,2.15361108703528,NA,NA,NA,GM-DC,LDM_Lys3h_GM-DC,0_GM-DC,2,131_B21,-3.30207964140764,-1.38150050919179
131,463390.366760898,6201,436925.595078534,436586.394968534,339.20011,5663,5600,63,27,0.99922366619438,0.000776333805619768,0.988875154511743,0.0111248454882571,131_B22,LDM_Lys3h,6.55342978842487,2.077433425069,0,250357,6182,0,0,0_LDM_Lys3h,4.51732411513025,3.73938160064147,4.62727382483791,2.09821302928987,NA,NA,NA,GM-DC,LDM_Lys3h_GM-DC,0_GM-DC,5,131_B22,-2.85914035994401,-1.42126992027883
131,494199.220658924,4689,460368.613844855,459920.555717855,448.058127,4380,4324,56,28,0.99902674049984,0.000973259500160009,0.987214611872146,0.0127853881278539,131_B23,LDM_Lys3h,6.98108627103862,1.50681112084761,0,251060,4663,0,0,0_LDM_Lys3h,4.83294060784499,1.57933432714164,1.07942510820229,2.69662054134624,NA,NA,NA,GM-DC,LDM_Lys3h_GM-DC,0_GM-DC,2,131_B23,-3.34394522864213,-1.57750871460561
131,84481.1726609473,5735,81294.0497430035,81259.0566596035,34.9930834,3840,3840,0,29,0.999569549265775,0.000430450734225006,1,0,131_B3,ctrl,4.59774925495979,0.000413243631915632,0,241988,5965,5,5,5_ctrl,-3.14886334575545,-2.6808934475031,-2.01511976267785,-3.34793969368777,NA,NA,NA,GM-Mac,ctrl_GM-Mac,5_GM-Mac,0,131_B3,2.41181949418196,0.356487485955912
131,325275.869271375,4596,310388.524198379,310322.182567379,66.341631,3865,3857,8,30,0.999786262616599,0.000213737383401452,0.997930142302717,0.00206985769728331,131_B4,ctrl,4.81160164818206,0.950895148870637,0,249344,4584,0,0,0_ctrl,4.06387983876945,4.30627369580336,3.58567642819853,2.6800159477848,NA,NA,NA,GM-DC,ctrl_GM-DC,0_GM-DC,2,131_B4,-3.04528781134477,-1.42647865097646
131,384640.68974208,5870,375103.373151956,375019.916777956,83.456374,5000,4994,6,32,0.999777511001038,0.000222488998962405,0.9988,0.0012,131_B6,ctrl,2.70458484201858,0,0,249458,5858,2,2,2_ctrl,-4.26585781539561,2.83899562630009,-2.1994612092323,1.32044044472036,NA,NA,NA,GM-Mac,ctrl_GM-Mac,2_GM-Mac,9,131_B6,0.125981009417864,1.35638752896662
131,389535.5633973,5645,431451.841982242,378427.551786242,53024.290196,6377,5189,1188,33,0.877102644984924,0.122897355015076,0.813705504155559,0.186294495844441,131_B7,LDM_3h,2.68253654528131,0.000399085296500421,0,250573,5627,1,1,1_LDM_3h,-3.30218360785505,-3.97890303697825,-1.87277047145574,-3.95949387274054,toxo_2,Gra15-,Rop16+,GM-Mac,LDM_3h_GM-Mac,1_GM-Mac,4,131_B7,3.09208658974776,0.838016483377176
131,38874.9595923636,5043,43191.2974236198,36440.3842041198,6750.9132195,3201,2561,640,34,0.843697373725843,0.156302626274157,0.800062480474852,0.199937519525148,131_B8,LDM_3h,6.4365403641256,0.00126147946311434,0,237816,7322,5,5,5_LDM_3h,-2.51162023265457,-2.08148901138332,-1.18397603245209,-2.37663124906091,toxo_3,Gra15+,Rop16-,GM-Mac,LDM_3h_GM-Mac,5_GM-Mac,4,131_B8,3.22337011139998,0.0743431778657017
131,282608.884013488,5493,350170.78523275,272956.40541375,77214.379819,6838,4611,2227,35,0.77949508332719,0.22050491667281,0.674319976601345,0.325680023398655,131_B9,LDM_3h,2.5424926191128,0,0,249207,5472,1,1,1_LDM_3h,-4.05816208703124,-3.89606725272388,-1.94071056462641,-3.98360753391037,toxo_3,Gra15-,Rop16-,GM-Mac,LDM_3h_GM-Mac,1_GM-Mac,4,131_B9,2.78447250168929,1.05510342438098
131,516788.731456407,5350,584454.377715071,507275.999560071,77178.378155,5964,4813,1151,36,0.867947985167415,0.132052014832585,0.80700871898055,0.19299128101945,131_C10,LDM_3h,1.66728095361476,0,0,251269,5337,1,1,1_LDM_3h,-3.94434764136739,-3.94943552182539,-1.85735613502351,-0.747926771133104,toxo_3,Gra15-,Rop16-,GM-Mac,LDM_3h_GM-Mac,1_GM-Mac,1,131_C10,1.4968974952043,1.33305460531588
